CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,29/04/2020,70.0,5754.0,717.0,14.0,224.0,12,77,5,6,9
AR,29/04/2020,28.0,2401.0,257.0,11.0,111.0,10,53,1,10,3
AS,29/04/2020,5.0,1809.0,135.0,9.0,23.0,12,77,2,4,6
CB,29/04/2020,13.0,991.0,78.0,3.0,97.0,4,88,88,1,67
CE,29/04/2020,0.0,10.0,4.0,0.0,3.0,15,896,171,1,29
CL,29/04/2020,238.0,7665.0,517.0,23.0,83.0,207,6659,438,20,1
CM,29/04/2020,69.0,8430.0,575.0,35.0,139.0,10,93,13,5,63
CN,29/04/2020,12.0,888.0,172.0,1.0,31.0,89,6966,352,25,94
CT,29/04/2020,787.0,25697.0,2685.0,107.0,527.0,291,849,83,10,214
EX,29/04/2020,12.0,1478.0,107.0,5.0,108.0,11,1468,103,5,104
GA,29/04/2020,123.0,2743.0,81.0,7.0,32.0,91,2329,581,11,144
IB,29/04/2020,12.0,1063.0,166.0,3.0,25.0,1,463,59,4,39
MC,29/04/2020,2.0,627.0,105.0,2.0,62.0,2,2109,203,133,3490
MD,29/04/2020,538.0,31039.0,2694.0,68.0,357.0,72,8811,661,11,116
ML,29/04/2020,3.0,44.0,3.0,0.0,6.0,3,0,0,0,3
NC,29/04/2020,36.0,1936.0,130.0,2.0,91.0,31,1301,24,2,51
PV,29/04/2020,81.0,6434.0,533.0,17.0,398.0,46,4483,403,1,294
RI,29/04/2020,21.0,1384.0,85.0,5.0,21.0,34,5138,455,14,479
VC,29/04/2020,39.0,5015.0,655.0,12.0,156.0,26,3602,568,8,129
AN,30/04/2020,73.0,5753.0,718.0,14.0,234.0,33,120,3,5,204
AR,30/04/2020,30.0,2398.0,257.0,11.0,96.0,19,79,1,8,6
AS,30/04/2020,4.0,1806.0,135.0,9.0,24.0,13,109,2,2,2
CB,30/04/2020,13.0,991.0,78.0,3.0,108.0,9,91,89,0,85
CE,30/04/2020,0.0,10.0,4.0,0.0,4.0,3,899,171,1,20
CL,30/04/2020,246.0,7655.0,518.0,23.0,84.0,219,6648,439,23,27
CM,30/04/2020,69.0,8431.0,574.0,36.0,160.0,22,136,18,9,30
CN,30/04/2020,13.0,886.0,172.0,1.0,29.0,182,7071,356,15,92
CT,30/04/2020,810.0,25614.0,2685.0,107.0,524.0,548,1149,99,37,31
EX,30/04/2020,11.0,1477.0,107.0,5.0,106.0,11,1467,103,5,94
GA,30/04/2020,114.0,2741.0,81.0,7.0,32.0,19,2355,582,11,255
IB,30/04/2020,12.0,1062.0,166.0,3.0,25.0,9,488,58,3,65
MC,30/04/2020,1.0,627.0,106.0,1.0,59.0,21,2120,204,1,121
MD,30/04/2020,513.0,30995.0,2693.0,69.0,365.0,174,9081,684,2,28
ML,30/04/2020,3.0,44.0,3.0,0.0,6.0,3,0,0,0,5
NC,30/04/2020,35.0,1938.0,130.0,2.0,97.0,29,1301,22,2,48
PV,30/04/2020,84.0,6432.0,533.0,17.0,428.0,63,4467,401,14,397
RI,30/04/2020,22.0,1385.0,85.0,5.0,21.0,60,5176,456,17,441
VC,30/04/2020,39.0,5017.0,656.0,13.0,157.0,31,3593,568,11,89
AN,01/05/2020,161.0,5408.0,667.0,24.0,184.0,48,527,62,7,440
AR,01/05/2020,63.0,2146.0,273.0,27.0,112.0,38,348,13,17,21
AS,01/05/2020,61.0,1541.0,123.0,11.0,28.0,56,397,17,11,3
CB,01/05/2020,51.0,931.0,77.0,7.0,56.0,40,159,90,2,30
CE,01/05/2020,1.0,9.0,4.0,0.0,9.0,0,905,171,1,11
CL,01/05/2020,436.0,6810.0,352.0,32.0,185.0,425,5801,273,31,159
CM,01/05/2020,284.0,8087.0,523.0,67.0,285.0,206,531,73,32,182
CN,01/05/2020,19.0,817.0,156.0,3.0,87.0,89,7193,375,15,30
CT,01/05/2020,1132.0,21883.0,2326.0,160.0,739.0,741,5049,469,74,714
EX,01/05/2020,42.0,1285.0,107.0,10.0,99.0,42,1275,103,10,87
GA,01/05/2020,119.0,2575.0,107.0,9.0,50.0,103,2551,587,0,142
IB,01/05/2020,34.0,929.0,152.0,7.0,17.0,8,636,44,2,56
MC,01/05/2020,24.0,582.0,98.0,3.0,70.0,127,2177,215,5,173
MD,01/05/2020,847.0,12566.0,1404.0,134.0,882.0,587,27727,1988,88,435
ML,01/05/2020,1.0,43.0,3.0,0.0,5.0,0,1,0,0,5
NC,01/05/2020,56.0,1797.0,126.0,12.0,99.0,54,1159,17,10,72
PV,01/05/2020,203.0,5975.0,500.0,31.0,358.0,170,3998,368,24,286
RI,01/05/2020,37.0,1265.0,79.0,9.0,52.0,86,5342,465,7,392
VC,01/05/2020,157.0,4618.0,597.0,33.0,262.0,139,3185,509,32,201
AN,02/05/2020,160.0,5414.0,668.0,24.0,217.0,114,547,67,9,270
AR,02/05/2020,62.0,2149.0,273.0,26.0,104.0,42,354,13,14,12
AS,02/05/2020,60.0,1544.0,123.0,10.0,26.0,60,430,18,4,4
CB,02/05/2020,49.0,932.0,77.0,7.0,53.0,41,162,90,3,30
CE,02/05/2020,1.0,9.0,4.0,0.0,7.0,5,909,171,4,7
CL,02/05/2020,379.0,6825.0,352.0,32.0,186.0,362,5816,273,31,144
CM,02/05/2020,281.0,8090.0,524.0,67.0,287.0,224,555,77,31,200
CN,02/05/2020,18.0,818.0,156.0,3.0,77.0,154,7236,375,15,50
CT,02/05/2020,1088.0,21978.0,2329.0,145.0,683.0,545,5071,482,69,410
EX,02/05/2020,43.0,1289.0,107.0,10.0,93.0,43,1279,103,10,91
GA,02/05/2020,113.0,2577.0,106.0,10.0,39.0,49,2576,589,3,170
IB,02/05/2020,32.0,929.0,152.0,6.0,19.0,19,663,44,1,38
MC,02/05/2020,24.0,582.0,98.0,3.0,67.0,30,2187,215,1,98
MD,02/05/2020,737.0,12534.0,1404.0,133.0,864.0,623,27923,2000,63,488
ML,02/05/2020,1.0,43.0,3.0,0.0,6.0,1,1,0,0,6
