CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
NC,30/04/2020,36.0,1928.0,129.0,10.0,119.0,30,1291,21,10,70
PV,30/04/2020,106.0,6376.0,526.0,17.0,428.0,85,4411,394,14,397
RI,30/04/2020,37.0,1365.0,83.0,5.0,26.0,45,5196,458,17,436
VC,30/04/2020,63.0,4985.0,653.0,14.0,270.0,55,3561,565,12,202
AN,01/05/2020,102.0,5344.0,654.0,24.0,133.0,11,591,75,7,491
AR,01/05/2020,71.0,2133.0,267.0,18.0,45.0,46,361,7,8,46
AS,01/05/2020,56.0,1518.0,117.0,9.0,25.0,51,420,23,9,0
CB,01/05/2020,35.0,906.0,76.0,5.0,37.0,24,184,91,0,11
CE,01/05/2020,1.0,9.0,4.0,0.0,6.0,0,905,171,1,14
CL,01/05/2020,368.0,6731.0,353.0,35.0,154.0,357,5722,274,34,128
CM,01/05/2020,360.0,8052.0,517.0,77.0,214.0,282,566,79,42,111
CN,01/05/2020,23.0,806.0,154.0,3.0,65.0,85,7204,377,15,52
CT,01/05/2020,797.0,21210.0,2298.0,114.0,523.0,406,5722,497,28,498
EX,01/05/2020,49.0,1254.0,107.0,10.0,59.0,49,1244,103,10,47
GA,01/05/2020,134.0,2529.0,111.0,9.0,51.0,118,2597,583,0,141
IB,01/05/2020,30.0,922.0,152.0,6.0,20.0,4,643,44,1,53
MC,01/05/2020,13.0,578.0,98.0,3.0,54.0,138,2181,215,5,189
MD,01/05/2020,662.0,9139.0,1214.0,128.0,770.0,402,31154,2178,82,323
ML,01/05/2020,1.0,43.0,3.0,0.0,2.0,0,1,0,0,2
NC,01/05/2020,68.0,1791.0,125.0,22.0,68.0,66,1153,16,20,41
PV,01/05/2020,182.0,5948.0,496.0,27.0,313.0,149,3971,364,20,241
RI,01/05/2020,57.0,1247.0,78.0,6.0,46.0,66,5360,466,10,398
VC,01/05/2020,150.0,4599.0,596.0,28.0,257.0,132,3166,508,27,196
AN,02/05/2020,88.0,5347.0,654.0,19.0,151.0,42,614,81,4,336
AR,02/05/2020,71.0,2136.0,267.0,16.0,38.0,51,367,7,4,54
AS,02/05/2020,57.0,1521.0,117.0,9.0,26.0,57,453,24,3,4
CB,02/05/2020,31.0,906.0,76.0,5.0,36.0,23,188,91,1,13
CE,02/05/2020,1.0,9.0,4.0,0.0,5.0,5,909,171,4,5
CL,02/05/2020,367.0,6743.0,354.0,35.0,161.0,350,5734,275,34,119
CM,02/05/2020,338.0,8053.0,517.0,75.0,231.0,281,592,84,39,144
CN,02/05/2020,23.0,806.0,154.0,2.0,46.0,149,7248,377,16,81
CT,02/05/2020,766.0,21478.0,2301.0,113.0,448.0,223,5571,510,37,175
EX,02/05/2020,51.0,1255.0,107.0,10.0,52.0,51,1245,103,10,50
GA,02/05/2020,130.0,2531.0,111.0,9.0,46.0,66,2622,584,4,163
IB,02/05/2020,24.0,922.0,151.0,5.0,19.0,11,670,43,2,38
MC,02/05/2020,13.0,575.0,98.0,3.0,54.0,41,2194,215,1,111
MD,02/05/2020,487.0,9122.0,1223.0,128.0,740.0,373,31335,2181,58,364
ML,02/05/2020,2.0,43.0,3.0,0.0,2.0,2,1,0,0,2
NC,02/05/2020,83.0,1791.0,125.0,19.0,65.0,80,1152,15,19,43
PV,02/05/2020,177.0,5954.0,498.0,26.0,340.0,137,3975,366,24,244
RI,02/05/2020,57.0,1250.0,78.0,6.0,46.0,6,5409,473,3,379
VC,02/05/2020,149.0,4596.0,596.0,27.0,227.0,138,3157,508,26,168
AN,03/05/2020,85.0,5336.0,653.0,17.0,135.0,50,625,83,14,59
AR,03/05/2020,75.0,2123.0,268.0,16.0,37.0,47,396,8,16,47
AS,03/05/2020,57.0,1515.0,117.0,9.0,13.0,56,480,25,8,5
CB,03/05/2020,31.0,904.0,76.0,5.0,37.0,25,195,91,5,21
CE,03/05/2020,1.0,9.0,4.0,0.0,4.0,8,910,171,0,3
CL,03/05/2020,365.0,6717.0,354.0,35.0,151.0,361,5707,275,33,86
CM,03/05/2020,333.0,8043.0,518.0,76.0,203.0,283,633,86,45,133
CN,03/05/2020,23.0,805.0,153.0,2.0,38.0,95,7280,380,10,5
CT,03/05/2020,754.0,21520.0,2310.0,119.0,494.0,370,5737,534,71,75
EX,03/05/2020,53.0,1252.0,107.0,10.0,50.0,53,1242,103,10,49
GA,03/05/2020,130.0,2528.0,112.0,10.0,43.0,105,2653,586,4,117
IB,03/05/2020,20.0,917.0,151.0,5.0,16.0,0,686,43,3,39
MC,03/05/2020,13.0,574.0,98.0,3.0,50.0,52,2200,217,3,44
MD,03/05/2020,406.0,13054.0,1461.0,128.0,701.0,289,27543,1960,88,527
ML,03/05/2020,2.0,43.0,3.0,0.0,2.0,0,1,0,0,0
NC,03/05/2020,83.0,1787.0,125.0,18.0,63.0,82,1146,15,16,54
PV,03/05/2020,172.0,5945.0,498.0,25.0,257.0,158,3959,365,23,127
RI,03/05/2020,58.0,1250.0,78.0,5.0,43.0,7,5442,475,3,176
VC,03/05/2020,148.0,4587.0,595.0,26.0,184.0,143,3141,507,25,166
AN,04/05/2020,108.0,5306.0,652.0,15.0,114.0,89,667,86,8,10
AR,04/05/2020,65.0,2110.0,268.0,17.0,67.0,41,416,8,16,1
AS,04/05/2020,63.0,1491.0,116.0,5.0,19.0,61,523,26,1,10
CB,04/05/2020,25.0,900.0,76.0,5.0,24.0,25,202,91,5,14
CE,04/05/2020,1.0,9.0,4.0,0.0,1.0,3,910,171,1,15
CL,04/05/2020,361.0,6647.0,349.0,35.0,103.0,360,5636,270,33,103
CM,04/05/2020,345.0,8016.0,513.0,78.0,246.0,312,682,93,53,224
CN,04/05/2020,17.0,800.0,153.0,3.0,101.0,34,7323,381,15,57
CT,04/05/2020,736.0,21015.0,2267.0,109.0,484.0,604,6306,580,74,1082
EX,04/05/2020,37.0,1230.0,107.0,11.0,75.0,37,1220,103,11,74
GA,04/05/2020,135.0,2516.0,114.0,8.0,48.0,135,2688,586,3,11
IB,04/05/2020,22.0,907.0,151.0,3.0,6.0,17,711,43,3,12
MC,04/05/2020,16.0,575.0,98.0,4.0,73.0,28,2207,217,2,86
MD,04/05/2020,742.0,9395.0,1228.0,129.0,725.0,633,31346,2203,85,621
ML,04/05/2020,1.0,43.0,3.0,0.0,1.0,1,1,0,0,2
NC,04/05/2020,69.0,1778.0,125.0,20.0,61.0,69,1133,15,20,44
PV,04/05/2020,161.0,5919.0,491.0,26.0,184.0,145,3929,358,22,101
RI,04/05/2020,53.0,1228.0,78.0,9.0,49.0,39,5491,476,3,82
VC,04/05/2020,140.0,4578.0,594.0,22.0,191.0,131,3129,506,22,176
