CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,24/04/2020,118.0,5566.0,697.0,28.0,225.0,14,109,17,0,80
AR,24/04/2020,66.0,2300.0,251.0,24.0,179.0,32,59,3,10,78
AS,24/04/2020,16.0,1658.0,128.0,11.0,27.0,12,70,3,3,4
CB,24/04/2020,48.0,951.0,78.0,5.0,101.0,34,89,88,1,67
CE,24/04/2020,1.0,9.0,4.0,0.0,8.0,26,859,165,7,40
CL,24/04/2020,316.0,7246.0,504.0,29.0,164.0,284,6268,426,24,101
CM,24/04/2020,165.0,8212.0,539.0,54.0,198.0,72,130,14,13,7
CN,24/04/2020,20.0,842.0,167.0,1.0,46.0,162,6664,343,29,120
CT,24/04/2020,1145.0,23157.0,2445.0,102.0,481.0,493,973,124,52,180
EX,24/04/2020,17.0,1347.0,107.0,4.0,159.0,17,1337,103,4,151
GA,24/04/2020,137.0,2654.0,100.0,9.0,47.0,67,2291,551,14,374
IB,24/04/2020,30.0,996.0,165.0,8.0,24.0,27,417,58,4,97
MC,24/04/2020,6.0,621.0,103.0,2.0,44.0,121,2086,16,5,10
MD,24/04/2020,670.0,7469.0,1020.0,111.0,666.0,247,868,71,30,99
ML,24/04/2020,1.0,44.0,3.0,0.0,3.0,0,0,0,0,3
NC,24/04/2020,37.0,1888.0,128.0,19.0,125.0,29,1263,23,18,100
PV,24/04/2020,126.0,6203.0,510.0,32.0,423.0,122,4288,381,24,316
RI,24/04/2020,33.0,1310.0,81.0,7.0,37.0,77,5005,437,19,286
VC,24/04/2020,59.0,4878.0,648.0,18.0,324.0,10,3534,566,14,297
AN,25/04/2020,119.0,5558.0,696.0,26.0,220.0,44,157,21,2,83
AR,25/04/2020,62.0,2298.0,251.0,24.0,178.0,7,74,4,10,30
AS,25/04/2020,17.0,1655.0,128.0,10.0,20.0,4,105,4,2,8
CB,25/04/2020,48.0,951.0,78.0,5.0,100.0,22,107,88,3,79
CE,25/04/2020,1.0,9.0,4.0,0.0,11.0,14,869,167,2,8
CL,25/04/2020,312.0,7232.0,504.0,30.0,154.0,296,6250,426,26,21
CM,25/04/2020,160.0,8208.0,539.0,54.0,195.0,16,177,20,17,101
CN,25/04/2020,20.0,842.0,167.0,1.0,41.0,278,6713,344,26,49
CT,25/04/2020,1168.0,23158.0,2443.0,98.0,405.0,451,972,133,7,210
EX,25/04/2020,17.0,1347.0,107.0,4.0,159.0,17,1337,103,4,145
GA,25/04/2020,134.0,2651.0,100.0,9.0,40.0,7,2327,553,16,184
IB,25/04/2020,26.0,996.0,165.0,8.0,23.0,26,451,58,3,129
MC,25/04/2020,6.0,620.0,103.0,2.0,43.0,178,2102,13,4,10
MD,25/04/2020,555.0,7477.0,1021.0,111.0,651.0,46,1294,129,28,39
ML,25/04/2020,1.0,44.0,3.0,0.0,3.0,0,0,0,0,13
NC,25/04/2020,37.0,1887.0,128.0,16.0,125.0,37,1262,23,15,74
PV,25/04/2020,123.0,6197.0,510.0,31.0,411.0,77,4260,381,19,226
RI,25/04/2020,33.0,1309.0,80.0,7.0,36.0,129,5066,445,12,446
VC,25/04/2020,59.0,4874.0,648.0,18.0,278.0,28,3514,565,14,243
AN,26/04/2020,119.0,5562.0,696.0,23.0,210.0,51,185,20,9,236
AR,26/04/2020,59.0,2299.0,251.0,19.0,178.0,26,96,6,16,147
AS,26/04/2020,17.0,1657.0,128.0,8.0,7.0,15,133,6,2,26
CB,26/04/2020,35.0,951.0,78.0,5.0,99.0,28,111,88,4,78
CE,26/04/2020,1.0,9.0,4.0,0.0,12.0,11,871,167,1,0
CL,26/04/2020,300.0,7239.0,504.0,32.0,134.0,288,6248,426,31,53
CM,26/04/2020,159.0,8201.0,538.0,54.0,184.0,59,216,27,16,136
CN,26/04/2020,20.0,842.0,167.0,1.0,30.0,212,6811,348,26,145
CT,26/04/2020,1118.0,23178.0,2445.0,94.0,346.0,568,2487,138,26,93
EX,26/04/2020,20.0,1347.0,107.0,4.0,160.0,20,1337,103,4,154
GA,26/04/2020,142.0,2653.0,99.0,8.0,30.0,48,2360,555,6,180
IB,26/04/2020,19.0,996.0,165.0,6.0,22.0,1,484,58,0,50
MC,26/04/2020,5.0,620.0,103.0,2.0,26.0,55,2115,18,4,6
MD,26/04/2020,353.0,7467.0,1022.0,112.0,622.0,123,1575,149,38,157
ML,26/04/2020,1.0,44.0,3.0,0.0,3.0,1,0,0,0,1
NC,26/04/2020,40.0,1888.0,128.0,16.0,126.0,34,1261,22,15,48
PV,26/04/2020,123.0,6196.0,510.0,30.0,335.0,38,4254,381,28,237
RI,26/04/2020,31.0,1310.0,81.0,6.0,32.0,58,5116,452,12,629
VC,26/04/2020,58.0,4875.0,648.0,18.0,182.0,18,3495,564,14,144
AN,27/04/2020,126.0,5571.0,696.0,15.0,219.0,50,196,24,3,70
AR,27/04/2020,52.0,2311.0,253.0,14.0,233.0,22,92,4,0,183
AS,27/04/2020,23.0,1669.0,128.0,6.0,21.0,21,145,9,2,11
