CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CT,25/04/2020,815.0,22834.0,2428.0,77.0,352.0,265,2831,155,9,99
EX,25/04/2020,12.0,1318.0,107.0,6.0,105.0,6,162,0,0,33
GA,25/04/2020,122.0,2636.0,102.0,8.0,34.0,62,99,17,2,14
IB,25/04/2020,17.0,981.0,163.0,5.0,15.0,10,81,3,4,6
MC,25/04/2020,8.0,617.0,103.0,2.0,42.0,2,10,3,1,36
MD,25/04/2020,480.0,7814.0,1074.0,114.0,698.0,250,1922,201,40,233
ML,25/04/2020,0.0,44.0,3.0,0.0,6.0,2,0,0,0,2
NC,25/04/2020,51.0,1871.0,128.0,14.0,107.0,34,71,1,12,9
PV,25/04/2020,101.0,6141.0,505.0,24.0,284.0,12,285,28,6,377
RI,25/04/2020,32.0,1296.0,80.0,6.0,34.0,8,84,4,2,4
VC,25/04/2020,66.0,4838.0,646.0,16.0,218.0,28,175,8,2,8
AN,26/04/2020,112.0,5514.0,688.0,21.0,133.0,36,253,32,9,16
AR,26/04/2020,53.0,2272.0,251.0,14.0,227.0,23,131,6,0,177
AS,26/04/2020,23.0,1626.0,125.0,7.0,6.0,21,188,12,3,4
CB,26/04/2020,18.0,940.0,78.0,3.0,36.0,3,55,0,0,78
CE,26/04/2020,0.0,9.0,4.0,0.0,10.0,0,1,0,0,7
CL,26/04/2020,161.0,7130.0,499.0,33.0,118.0,21,573,19,9,54
CM,26/04/2020,137.0,8183.0,529.0,62.0,132.0,82,261,50,27,46
CN,26/04/2020,16.0,833.0,163.0,1.0,19.0,5,48,8,1,19
CT,26/04/2020,928.0,22844.0,2429.0,80.0,338.0,16,2955,295,53,553
EX,26/04/2020,13.0,1320.0,107.0,6.0,108.0,0,170,0,0,38
GA,26/04/2020,121.0,2635.0,102.0,8.0,25.0,59,111,19,3,12
IB,26/04/2020,13.0,982.0,163.0,4.0,13.0,8,80,3,0,0
MC,26/04/2020,6.0,617.0,103.0,2.0,35.0,6,10,3,1,35
MD,26/04/2020,299.0,7808.0,1073.0,115.0,630.0,167,31664,2236,51,432
ML,26/04/2020,1.0,44.0,3.0,0.0,4.0,1,0,0,0,2
NC,26/04/2020,46.0,1872.0,128.0,15.0,113.0,25,70,2,14,30
PV,26/04/2020,103.0,6139.0,505.0,22.0,215.0,45,318,33,11,23
RI,26/04/2020,29.0,1297.0,80.0,6.0,27.0,2,95,5,1,15
VC,26/04/2020,60.0,4836.0,645.0,18.0,151.0,40,196,11,15,77
AN,27/04/2020,123.0,5517.0,690.0,15.0,188.0,71,275,31,4,39
AR,27/04/2020,50.0,2278.0,251.0,11.0,239.0,31,147,7,2,168
AS,27/04/2020,20.0,1634.0,125.0,5.0,23.0,12,209,12,3,2
CB,27/04/2020,18.0,946.0,78.0,4.0,43.0,7,54,0,2,6
CE,27/04/2020,0.0,9.0,4.0,0.0,3.0,0,1,0,0,0
CL,27/04/2020,171.0,7178.0,502.0,31.0,112.0,14,599,20,11,61
CM,27/04/2020,219.0,8112.0,533.0,60.0,101.0,177,352,51,29,77
CN,27/04/2020,14.0,836.0,164.0,1.0,57.0,5,64,10,1,29
CT,27/04/2020,1114.0,22958.0,2441.0,119.0,591.0,711,3272,309,10,169
EX,27/04/2020,2.0,1328.0,107.0,8.0,110.0,0,177,0,3,29
GA,27/04/2020,163.0,2650.0,100.0,8.0,42.0,73,108,27,1,17
IB,27/04/2020,21.0,991.0,163.0,4.0,7.0,10,83,3,2,23
MC,27/04/2020,7.0,617.0,104.0,3.0,46.0,6,12,2,1,77
MD,27/04/2020,624.0,7782.0,1059.0,115.0,692.0,44,31852,2279,53,416
ML,27/04/2020,1.0,44.0,3.0,0.0,2.0,3,0,0,0,3
NC,27/04/2020,43.0,1877.0,128.0,11.0,91.0,17,68,2,11,31
PV,27/04/2020,107.0,6147.0,507.0,23.0,256.0,56,335,32,9,122
RI,27/04/2020,22.0,1293.0,81.0,7.0,35.0,17,107,6,1,20
VC,27/04/2020,58.0,4865.0,646.0,14.0,180.0,34,181,13,3,74
AN,28/04/2020,128.0,5525.0,691.0,29.0,179.0,46,306,31,9,54
AR,28/04/2020,66.0,2282.0,251.0,13.0,241.0,28,172,7,12,133
AS,28/04/2020,21.0,1640.0,125.0,7.0,24.0,4,246,12,2,5
CB,28/04/2020,18.0,948.0,78.0,4.0,61.0,13,58,1,1,21
CE,28/04/2020,0.0,9.0,4.0,0.0,4.0,1,1,0,0,0
CL,28/04/2020,176.0,7195.0,501.0,32.0,156.0,75,659,23,6,31
CM,28/04/2020,197.0,8118.0,533.0,60.0,117.0,118,405,55,20,41
CN,28/04/2020,13.0,837.0,164.0,1.0,54.0,2,69,11,0,22
CT,28/04/2020,894.0,23029.0,2444.0,111.0,608.0,398,3517,324,14,133
EX,28/04/2020,2.0,1331.0,107.0,8.0,110.0,11,195,0,1,46
GA,28/04/2020,162.0,2655.0,99.0,8.0,41.0,162,81,209,127,3511
IB,28/04/2020,22.0,994.0,163.0,3.0,11.0,13,85,3,1,19
MC,28/04/2020,8.0,617.0,104.0,3.0,49.0,3,18,2,3,9
MD,28/04/2020,620.0,7762.0,1051.0,115.0,731.0,154,32088,2304,58,258
ML,28/04/2020,0.0,44.0,3.0,0.0,4.0,0,0,0,0,1
NC,28/04/2020,49.0,1881.0,128.0,9.0,105.0,14,70,2,7,1
PV,28/04/2020,111.0,6151.0,509.0,24.0,329.0,56,371,31,5,171
RI,28/04/2020,22.0,1296.0,81.0,6.0,35.0,9,117,6,2,8
VC,28/04/2020,64.0,4872.0,647.0,16.0,240.0,32,200,15,2,64
AN,29/04/2020,132.0,5528.0,691.0,31.0,211.0,92,345,30,12,227
AR,29/04/2020,66.0,2278.0,252.0,15.0,235.0,17,199,6,12,133
AS,29/04/2020,20.0,1635.0,125.0,6.0,26.0,3,280,12,1,0
CB,29/04/2020,17.0,946.0,78.0,3.0,63.0,10,61,1,3,48
CE,29/04/2020,0.0,9.0,4.0,0.0,5.0,0,1,0,0,7
CL,29/04/2020,183.0,7162.0,500.0,32.0,158.0,12,795,28,16,37
CM,29/04/2020,203.0,8179.0,531.0,59.0,134.0,156,388,61,32,4
CN,29/04/2020,13.0,837.0,164.0,2.0,57.0,10,72,11,1,33
CT,29/04/2020,863.0,22978.0,2439.0,116.0,600.0,601,3785,345,46,45
EX,29/04/2020,2.0,1326.0,107.0,8.0,108.0,19,224,1,2,18
GA,29/04/2020,161.0,2648.0,102.0,9.0,42.0,139,99,208,9,138
IB,29/04/2020,22.0,992.0,163.0,3.0,14.0,18,90,4,0,9
MC,29/04/2020,7.0,616.0,104.0,3.0,45.0,1,21,4,3,4
MD,29/04/2020,665.0,7806.0,1065.0,115.0,742.0,326,32270,2312,44,349
ML,29/04/2020,0.0,44.0,3.0,0.0,4.0,0,0,0,0,3
NC,29/04/2020,49.0,1877.0,128.0,11.0,102.0,28,88,4,8,71
PV,29/04/2020,111.0,6144.0,508.0,25.0,332.0,29,417,33,3,130
RI,29/04/2020,21.0,1294.0,81.0,6.0,37.0,13,130,7,4,31
VC,29/04/2020,64.0,4866.0,646.0,17.0,253.0,31,230,17,1,34
