CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CE,23/04/2020,1.0,9.0,4.0,0.0,7.0,11.0,816.0,158.0,4.0,3.0
CL,23/04/2020,183.0,6763.0,469.0,30.0,187.0,183.0,5839.0,391.0,26.0,111.0
CM,23/04/2020,242.0,8061.0,513.0,55.0,231.0,242.0,76.0,5.0,5.0,106.0
CN,23/04/2020,17.0,816.0,160.0,4.0,52.0,17.0,6165.0,338.0,25.0,107.0
CT,23/04/2020,1013.0,21607.0,2333.0,85.0,670.0,508.0,628.0,62.0,31.0,254.0
EX,23/04/2020,25.0,1231.0,107.0,8.0,44.0,25.0,1222.0,103.0,8.0,38.0
GA,23/04/2020,104.0,2546.0,115.0,12.0,72.0,31.0,2235.0,528.0,11.0,169.0
IB,23/04/2020,41.0,921.0,155.0,9.0,28.0,31.0,357.0,48.0,5.0,3.0
MC,23/04/2020,4.0,597.0,100.0,2.0,55.0,97.0,1993.0,12.0,10.0,26.0
MD,23/04/2020,763.0,8822.0,1136.0,120.0,968.0,279.0,531.0,13.0,13.0,130.0
ML,23/04/2020,1.0,44.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,4.0
NC,23/04/2020,53.0,1810.0,127.0,39.0,52.0,45.0,1198.0,25.0,38.0,38.0
PV,23/04/2020,120.0,5981.0,491.0,39.0,382.0,56.0,4138.0,364.0,24.0,344.0
RI,23/04/2020,33.0,1238.0,78.0,8.0,68.0,145.0,4848.0,421.0,34.0,348.0
VC,23/04/2020,70.0,4664.0,634.0,28.0,301.0,17.0,3396.0,555.0,23.0,262.0
AN,24/04/2020,134.0,5361.0,680.0,27.0,168.0,40.0,112.0,10.0,7.0,55.0
AR,24/04/2020,64.0,2185.0,245.0,33.0,32.0,18.0,59.0,3.0,15.0,29.0
AS,24/04/2020,27.0,1530.0,119.0,10.0,26.0,18.0,69.0,3.0,6.0,23.0
CB,24/04/2020,44.0,914.0,78.0,5.0,54.0,35.0,49.0,83.0,3.0,42.0
CE,24/04/2020,1.0,9.0,4.0,0.0,7.0,19.0,817.0,159.0,0.0,17.0
CL,24/04/2020,148.0,6845.0,471.0,29.0,177.0,124.0,5911.0,393.0,24.0,161.0
CM,24/04/2020,183.0,8090.0,514.0,56.0,230.0,46.0,83.0,17.0,2.0,15.0
CN,24/04/2020,18.0,821.0,160.0,4.0,51.0,119.0,6259.0,341.0,31.0,53.0
CT,24/04/2020,1085.0,21897.0,2357.0,82.0,544.0,143.0,478.0,52.0,6.0,301.0
EX,24/04/2020,19.0,1248.0,107.0,7.0,35.0,19.0,1239.0,103.0,7.0,20.0
GA,24/04/2020,95.0,2559.0,114.0,13.0,51.0,44.0,2268.0,532.0,1.0,31.0
IB,24/04/2020,45.0,937.0,157.0,9.0,27.0,26.0,369.0,50.0,4.0,64.0
MC,24/04/2020,6.0,607.0,101.0,2.0,62.0,108.0,2002.0,7.0,4.0,50.0
MD,24/04/2020,716.0,8597.0,1118.0,118.0,977.0,510.0,406.0,7.0,6.0,528.0
ML,24/04/2020,0.0,44.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0
NC,24/04/2020,41.0,1825.0,127.0,26.0,53.0,39.0,1213.0,24.0,25.0,43.0
PV,24/04/2020,113.0,6031.0,492.0,37.0,399.0,77.0,4175.0,364.0,21.0,268.0
RI,24/04/2020,40.0,1250.0,78.0,9.0,53.0,18.0,4859.0,423.0,10.0,99.0
VC,24/04/2020,80.0,4704.0,637.0,31.0,286.0,52.0,3422.0,558.0,23.0,269.0
AN,25/04/2020,142.0,5382.0,682.0,27.0,168.0,34.0,127.0,10.0,23.0,14.0
AR,25/04/2020,62.0,2198.0,245.0,22.0,38.0,32.0,73.0,5.0,16.0,34.0
AS,25/04/2020,25.0,1544.0,119.0,9.0,23.0,15.0,82.0,3.0,7.0,6.0
CB,25/04/2020,35.0,918.0,78.0,4.0,61.0,17.0,68.0,83.0,0.0,61.0
CE,25/04/2020,1.0,9.0,4.0,0.0,7.0,17.0,828.0,160.0,1.0,58.0
CL,25/04/2020,142.0,6901.0,472.0,29.0,166.0,117.0,5953.0,394.0,22.0,146.0
CM,25/04/2020,155.0,8109.0,516.0,53.0,173.0,56.0,90.0,18.0,1.0,109.0
CN,25/04/2020,16.0,819.0,161.0,4.0,19.0,154.0,6355.0,342.0,24.0,44.0
CT,25/04/2020,799.0,22027.0,2360.0,80.0,470.0,637.0,769.0,77.0,63.0,42.0
EX,25/04/2020,16.0,1250.0,106.0,6.0,32.0,16.0,1241.0,102.0,6.0,32.0
GA,25/04/2020,99.0,2569.0,113.0,12.0,37.0,57.0,2297.0,535.0,2.0,53.0
IB,25/04/2020,25.0,942.0,158.0,8.0,30.0,25.0,385.0,51.0,0.0,33.0
MC,25/04/2020,7.0,604.0,101.0,2.0,35.0,162.0,2048.0,0.0,6.0,5.0
MD,25/04/2020,584.0,8468.0,1124.0,115.0,886.0,23.0,538.0,48.0,6.0,371.0
ML,25/04/2020,1.0,44.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
NC,25/04/2020,53.0,1831.0,127.0,21.0,44.0,48.0,1217.0,23.0,18.0,4.0
PV,25/04/2020,104.0,6057.0,495.0,38.0,406.0,78.0,4180.0,367.0,26.0,339.0
RI,25/04/2020,49.0,1256.0,78.0,6.0,44.0,5.0,4885.0,429.0,16.0,109.0
VC,25/04/2020,78.0,4733.0,638.0,28.0,235.0,58.0,3436.0,557.0,19.0,202.0
AN,26/04/2020,141.0,5340.0,678.0,22.0,155.0,10.0,225.0,18.0,11.0,3.0
AR,26/04/2020,62.0,2192.0,250.0,19.0,32.0,15.0,112.0,2.0,6.0,316.0
AS,26/04/2020,27.0,1530.0,119.0,9.0,8.0,13.0,135.0,9.0,0.0,18.0
CB,26/04/2020,35.0,911.0,77.0,6.0,57.0,14.0,94.0,89.0,3.0,45.0
CE,26/04/2020,1.0,9.0,4.0,0.0,6.0,8.0,832.0,160.0,1.0,43.0
CL,26/04/2020,148.0,6886.0,472.0,30.0,164.0,134.0,5930.0,394.0,28.0,92.0
CM,26/04/2020,151.0,8077.0,513.0,55.0,154.0,34.0,166.0,24.0,10.0,59.0
CN,26/04/2020,17.0,816.0,161.0,4.0,19.0,173.0,6448.0,344.0,29.0,166.0
CT,26/04/2020,795.0,21967.0,2347.0,79.0,418.0,105.0,1328.0,113.0,16.0,225.0
EX,26/04/2020,16.0,1232.0,105.0,6.0,32.0,16.0,1223.0,101.0,6.0,29.0
GA,26/04/2020,100.0,2555.0,114.0,12.0,34.0,25.0,2341.0,535.0,5.0,258.0
IB,26/04/2020,25.0,939.0,157.0,8.0,31.0,25.0,410.0,50.0,1.0,99.0
MC,26/04/2020,7.0,604.0,101.0,2.0,35.0,159.0,2070.0,5.0,6.0,2.0
MD,26/04/2020,454.0,8556.0,1126.0,115.0,793.0,135.0,1092.0,102.0,2.0,38.0
ML,26/04/2020,1.0,44.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,5.0
NC,26/04/2020,56.0,1828.0,127.0,21.0,44.0,46.0,1206.0,23.0,18.0,15.0
PV,26/04/2020,100.0,6019.0,493.0,35.0,350.0,44.0,4125.0,365.0,31.0,224.0
RI,26/04/2020,52.0,1248.0,78.0,6.0,43.0,79.0,4953.0,435.0,15.0,331.0
VC,26/04/2020,78.0,4691.0,636.0,29.0,216.0,58.0,3373.0,555.0,25.0,183.0
