CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,27/04/2020,132.0,5665.0,711.0,15.0,350.0,33.0,439.0,40.0,32.0,60.0
AR,27/04/2020,42.0,2356.0,254.0,8.0,104.0,31.0,248.0,37.0,21.0,29.0
AS,27/04/2020,8.0,1733.0,131.0,6.0,25.0,40.0,301.0,15.0,4.0,10.0
CB,27/04/2020,15.0,974.0,78.0,3.0,101.0,16.0,102.0,74.0,3.0,64.0
CE,27/04/2020,0.0,10.0,4.0,0.0,6.0,13.0,792.0,152.0,3.0,45.0
CL,27/04/2020,285.0,7476.0,511.0,28.0,114.0,263.0,6586.0,434.0,23.0,35.0
CM,27/04/2020,188.0,8349.0,555.0,41.0,175.0,283.0,362.0,52.0,0.0,205.0
CN,27/04/2020,15.0,866.0,169.0,3.0,52.0,668.0,5583.0,138.0,32.0,152.0
CT,27/04/2020,939.0,24418.0,2549.0,96.0,500.0,90.0,3865.0,297.0,69.0,19.0
EX,27/04/2020,8.0,1429.0,107.0,7.0,134.0,8.0,1420.0,103.0,7.0,123.0
GA,27/04/2020,107.0,2701.0,91.0,7.0,43.0,84.0,1823.0,534.0,20.0,299.0
IB,27/04/2020,17.0,1039.0,166.0,3.0,15.0,17.0,147.0,59.0,14.0,19.0
MC,27/04/2020,5.0,624.0,105.0,2.0,52.0,160.0,1870.0,18.0,9.0,33.0
MD,27/04/2020,571.0,6501.0,937.0,83.0,591.0,322.0,3152.0,269.0,70.0,467.0
ML,27/04/2020,1.0,44.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0
NC,27/04/2020,55.0,1919.0,129.0,9.0,114.0,39.0,1344.0,32.0,7.0,111.0
PV,27/04/2020,113.0,6327.0,523.0,29.0,515.0,11.0,4575.0,399.0,20.0,478.0
RI,27/04/2020,38.0,1351.0,83.0,6.0,35.0,151.0,4512.0,395.0,48.0,350.0
VC,27/04/2020,93.0,4958.0,652.0,17.0,212.0,11.0,3751.0,577.0,6.0,143.0
AN,28/04/2020,132.0,5665.0,711.0,15.0,350.0,53.0,367.0,36.0,13.0,194.0
AR,28/04/2020,42.0,2356.0,254.0,8.0,104.0,36.0,205.0,14.0,11.0,70.0
AS,28/04/2020,8.0,1733.0,131.0,6.0,25.0,12.0,259.0,13.0,0.0,2.0
CB,28/04/2020,15.0,974.0,78.0,3.0,101.0,16.0,69.0,74.0,0.0,81.0
CE,28/04/2020,0.0,10.0,4.0,0.0,6.0,21.0,801.0,155.0,4.0,51.0
CL,28/04/2020,285.0,7476.0,511.0,28.0,114.0,246.0,6573.0,433.0,21.0,46.0
CM,28/04/2020,188.0,8349.0,555.0,41.0,175.0,658.0,331.0,44.0,15.0,47.0
CN,28/04/2020,15.0,866.0,169.0,3.0,52.0,508.0,5652.0,128.0,26.0,147.0
CT,28/04/2020,939.0,24418.0,2549.0,96.0,500.0,23.0,3176.0,244.0,38.0,326.0
EX,28/04/2020,8.0,1429.0,107.0,7.0,134.0,8.0,1420.0,103.0,7.0,131.0
GA,28/04/2020,107.0,2701.0,91.0,7.0,43.0,107.0,1904.0,541.0,20.0,279.0
IB,28/04/2020,17.0,1039.0,166.0,3.0,15.0,58.0,173.0,59.0,10.0,43.0
MC,28/04/2020,5.0,624.0,105.0,2.0,52.0,135.0,1911.0,12.0,8.0,21.0
MD,28/04/2020,571.0,6501.0,937.0,83.0,591.0,263.0,2640.0,217.0,47.0,354.0
ML,28/04/2020,1.0,44.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0
NC,28/04/2020,55.0,1919.0,129.0,9.0,114.0,47.0,1334.0,30.0,8.0,85.0
PV,28/04/2020,113.0,6327.0,523.0,29.0,515.0,28.0,4546.0,399.0,48.0,468.0
RI,28/04/2020,38.0,1351.0,83.0,6.0,35.0,162.0,4588.0,401.0,30.0,296.0
VC,28/04/2020,93.0,4958.0,652.0,17.0,212.0,85.0,3732.0,576.0,12.0,137.0
AN,29/04/2020,138.0,5679.0,712.0,29.0,362.0,38.0,338.0,35.0,2.0,204.0
AR,29/04/2020,51.0,2365.0,255.0,12.0,111.0,11.0,185.0,12.0,27.0,111.0
AS,29/04/2020,8.0,1744.0,132.0,9.0,28.0,14.0,224.0,13.0,4.0,2.0
CB,29/04/2020,14.0,977.0,78.0,3.0,108.0,42.0,40.0,79.0,11.0,88.0
CE,29/04/2020,0.0,10.0,4.0,0.0,7.0,26.0,812.0,156.0,4.0,48.0
CL,29/04/2020,300.0,7510.0,511.0,28.0,160.0,194.0,6599.0,433.0,23.0,136.0
CM,29/04/2020,159.0,8360.0,556.0,41.0,267.0,193.0,267.0,42.0,20.0,29.0
CN,29/04/2020,15.0,868.0,170.0,3.0,46.0,375.0,5963.0,325.0,25.0,133.0
CT,29/04/2020,690.0,24518.0,2553.0,90.0,499.0,937.0,2505.0,204.0,37.0,11.0
EX,29/04/2020,10.0,1434.0,107.0,5.0,137.0,8.0,1425.0,103.0,5.0,128.0
GA,29/04/2020,107.0,2711.0,89.0,7.0,46.0,9.0,1997.0,547.0,36.0,236.0
IB,29/04/2020,17.0,1044.0,166.0,3.0,30.0,10.0,196.0,59.0,5.0,1.0
MC,29/04/2020,5.0,625.0,105.0,1.0,49.0,66.0,1929.0,10.0,13.0,2.0
MD,29/04/2020,577.0,6419.0,926.0,82.0,603.0,228.0,2178.0,168.0,43.0,436.0
ML,29/04/2020,1.0,44.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,9.0
NC,29/04/2020,58.0,1924.0,129.0,9.0,124.0,52.0,1313.0,27.0,6.0,31.0
PV,29/04/2020,121.0,6342.0,524.0,32.0,542.0,121.0,4513.0,397.0,16.0,480.0
RI,29/04/2020,39.0,1354.0,83.0,5.0,36.0,111.0,4676.0,407.0,23.0,376.0
