CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,01/05/2020,130.0,5383.0,684.0,37.0,302.0,35.0,157.0,13.0,10.0,108.0
AR,01/05/2020,68.0,2202.0,275.0,18.0,79.0,5.0,94.0,16.0,11.0,4.0
AS,01/05/2020,16.0,1545.0,122.0,5.0,29.0,32.0,113.0,6.0,3.0,6.0
CB,01/05/2020,26.0,924.0,78.0,5.0,83.0,5.0,52.0,74.0,1.0,46.0
CE,01/05/2020,0.0,9.0,4.0,0.0,10.0,13.0,793.0,152.0,3.0,41.0
CL,01/05/2020,508.0,6867.0,357.0,29.0,174.0,486.0,5977.0,280.0,24.0,95.0
CM,01/05/2020,541.0,8112.0,523.0,48.0,243.0,70.0,125.0,20.0,7.0,137.0
CN,01/05/2020,18.0,824.0,162.0,4.0,45.0,665.0,5625.0,145.0,31.0,159.0
CT,01/05/2020,765.0,22165.0,2386.0,135.0,644.0,84.0,1612.0,134.0,30.0,163.0
EX,01/05/2020,31.0,1272.0,107.0,12.0,84.0,31.0,1263.0,103.0,12.0,73.0
GA,01/05/2020,154.0,2596.0,140.0,11.0,231.0,37.0,1928.0,485.0,16.0,111.0
IB,01/05/2020,26.0,937.0,154.0,5.0,27.0,26.0,249.0,47.0,12.0,7.0
MC,01/05/2020,2.0,590.0,100.0,1.0,25.0,163.0,1904.0,23.0,10.0,60.0
MD,01/05/2020,730.0,11899.0,1509.0,128.0,890.0,163.0,2246.0,303.0,25.0,168.0
ML,01/05/2020,1.0,43.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0
NC,01/05/2020,77.0,1812.0,125.0,39.0,124.0,61.0,1237.0,28.0,37.0,121.0
PV,01/05/2020,255.0,6022.0,495.0,39.0,376.0,153.0,4270.0,371.0,30.0,339.0
RI,01/05/2020,57.0,1256.0,79.0,8.0,57.0,132.0,4607.0,399.0,46.0,328.0
VC,01/05/2020,143.0,4681.0,636.0,24.0,327.0,61.0,3474.0,561.0,13.0,258.0
AN,02/05/2020,130.0,5395.0,685.0,37.0,295.0,51.0,97.0,10.0,9.0,139.0
AR,02/05/2020,68.0,2210.0,275.0,18.0,75.0,10.0,59.0,35.0,1.0,41.0
AS,02/05/2020,16.0,1553.0,122.0,5.0,22.0,4.0,79.0,4.0,1.0,1.0
CB,02/05/2020,24.0,926.0,78.0,5.0,77.0,7.0,21.0,74.0,2.0,57.0
CE,02/05/2020,0.0,9.0,4.0,0.0,11.0,21.0,802.0,155.0,4.0,46.0
CL,02/05/2020,508.0,6905.0,357.0,29.0,167.0,469.0,6002.0,279.0,22.0,99.0
CM,02/05/2020,541.0,8122.0,524.0,49.0,241.0,305.0,104.0,13.0,7.0,19.0
CN,02/05/2020,17.0,825.0,162.0,3.0,36.0,506.0,5693.0,135.0,26.0,163.0
CT,02/05/2020,783.0,22235.0,2392.0,133.0,591.0,179.0,993.0,87.0,1.0,235.0
EX,02/05/2020,30.0,1278.0,107.0,12.0,86.0,30.0,1269.0,103.0,12.0,83.0
GA,02/05/2020,147.0,2608.0,139.0,11.0,227.0,147.0,1997.0,493.0,16.0,95.0
IB,02/05/2020,26.0,943.0,154.0,5.0,24.0,49.0,269.0,47.0,8.0,34.0
MC,02/05/2020,1.0,590.0,100.0,1.0,23.0,139.0,1945.0,17.0,9.0,50.0
MD,02/05/2020,676.0,11851.0,1505.0,127.0,881.0,158.0,2710.0,351.0,3.0,64.0
ML,02/05/2020,1.0,43.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0
NC,02/05/2020,77.0,1818.0,125.0,39.0,130.0,69.0,1233.0,26.0,38.0,101.0
PV,02/05/2020,255.0,6036.0,496.0,39.0,345.0,170.0,4255.0,372.0,38.0,298.0
RI,02/05/2020,57.0,1259.0,80.0,8.0,55.0,143.0,4680.0,404.0,28.0,276.0
VC,02/05/2020,143.0,4684.0,636.0,22.0,275.0,135.0,3458.0,560.0,17.0,200.0
AN,03/05/2020,125.0,5395.0,685.0,36.0,279.0,25.0,54.0,8.0,9.0,121.0
AR,03/05/2020,67.0,2210.0,275.0,18.0,56.0,5.0,30.0,32.0,21.0,56.0
AS,03/05/2020,16.0,1554.0,122.0,4.0,10.0,6.0,34.0,3.0,9.0,20.0
CB,03/05/2020,26.0,926.0,78.0,5.0,70.0,30.0,11.0,79.0,9.0,50.0
CE,03/05/2020,0.0,9.0,4.0,0.0,10.0,26.0,813.0,156.0,4.0,45.0
CL,03/05/2020,505.0,6903.0,357.0,30.0,168.0,399.0,5992.0,279.0,25.0,144.0
CM,03/05/2020,541.0,8122.0,524.0,49.0,241.0,189.0,29.0,10.0,12.0,3.0
CN,03/05/2020,18.0,825.0,162.0,2.0,36.0,372.0,6006.0,333.0,26.0,143.0
CT,03/05/2020,821.0,22224.0,2392.0,133.0,541.0,806.0,211.0,43.0,6.0,53.0
EX,03/05/2020,33.0,1278.0,107.0,12.0,74.0,31.0,1269.0,103.0,12.0,65.0
GA,03/05/2020,120.0,2608.0,139.0,11.0,219.0,22.0,2100.0,497.0,32.0,63.0
IB,03/05/2020,25.0,943.0,154.0,5.0,21.0,18.0,297.0,47.0,3.0,8.0
MC,03/05/2020,2.0,590.0,100.0,1.0,24.0,69.0,1964.0,15.0,13.0,27.0
MD,03/05/2020,554.0,11863.0,1513.0,127.0,867.0,251.0,3266.0,419.0,2.0,172.0
ML,03/05/2020,1.0,43.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,6.0
NC,03/05/2020,77.0,1818.0,125.0,39.0,112.0,71.0,1207.0,23.0,36.0,19.0
PV,03/05/2020,252.0,6035.0,496.0,38.0,264.0,252.0,4206.0,369.0,22.0,202.0
RI,03/05/2020,57.0,1260.0,80.0,8.0,54.0,93.0,4770.0,410.0,20.0,358.0
VC,03/05/2020,139.0,4684.0,636.0,17.0,198.0,103.0,3435.0,558.0,7.0,150.0
AN,04/05/2020,125.0,5394.0,685.0,30.0,299.0,39.0,30.0,2.0,4.0,131.0
AR,04/05/2020,61.0,2202.0,275.0,15.0,63.0,4.0,14.0,29.0,3.0,9.0
AS,04/05/2020,11.0,1552.0,122.0,3.0,26.0,1.0,19.0,2.0,6.0,5.0
CB,04/05/2020,24.0,924.0,78.0,5.0,53.0,8.0,31.0,82.0,2.0,18.0
CE,04/05/2020,0.0,9.0,4.0,0.0,4.0,12.0,816.0,158.0,4.0,0.0
CL,04/05/2020,515.0,6887.0,359.0,29.0,156.0,515.0,5963.0,281.0,25.0,80.0
CM,04/05/2020,470.0,8127.0,523.0,46.0,213.0,470.0,10.0,5.0,4.0,88.0
CN,04/05/2020,15.0,827.0,162.0,3.0,53.0,15.0,6154.0,336.0,26.0,106.0
CT,04/05/2020,861.0,22148.0,2389.0,144.0,506.0,356.0,87.0,6.0,90.0,90.0
EX,04/05/2020,14.0,1277.0,107.0,14.0,54.0,14.0,1268.0,103.0,14.0,48.0
GA,04/05/2020,147.0,2588.0,143.0,27.0,526.0,74.0,2193.0,500.0,4.0,285.0
IB,04/05/2020,25.0,936.0,154.0,5.0,20.0,15.0,342.0,47.0,1.0,11.0
