CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,22/04/2020,119.0,5436.0,686.0,15.0,241.0,12,129,10,18,83
AR,22/04/2020,44.0,2229.0,252.0,14.0,19.0,33,75,0,1,329
AS,22/04/2020,11.0,1585.0,120.0,4.0,24.0,3,80,8,5,2
CB,22/04/2020,35.0,934.0,78.0,7.0,46.0,14,71,88,4,34
CE,22/04/2020,0.0,9.0,4.0,0.0,8.0,9,832,160,1,41
CL,22/04/2020,188.0,7027.0,498.0,30.0,95.0,174,6071,420,28,23
CM,22/04/2020,259.0,8113.0,527.0,50.0,249.0,142,130,10,15,154
CN,22/04/2020,17.0,828.0,162.0,2.0,56.0,173,6436,343,31,129
CT,22/04/2020,1245.0,22323.0,2391.0,164.0,577.0,555,972,69,69,66
EX,22/04/2020,5.0,1296.0,107.0,9.0,53.0,5,1287,103,9,50
GA,22/04/2020,145.0,2606.0,108.0,9.0,41.0,70,2290,541,8,251
IB,22/04/2020,25.0,962.0,159.0,6.0,19.0,25,387,52,1,111
MC,22/04/2020,5.0,606.0,103.0,2.0,26.0,161,2068,7,6,11
MD,22/04/2020,701.0,8337.0,1108.0,118.0,607.0,112,873,84,1,148
ML,22/04/2020,1.0,44.0,3.0,0.0,3.0,1,0,0,0,1
NC,22/04/2020,35.0,1852.0,128.0,13.0,65.0,25,1230,24,10,6
PV,22/04/2020,71.0,6087.0,501.0,28.0,258.0,15,4193,373,24,132
RI,22/04/2020,37.0,1276.0,80.0,9.0,38.0,94,4925,433,12,336
VC,22/04/2020,61.0,4797.0,642.0,19.0,157.0,41,3479,561,15,124
AN,23/04/2020,118.0,5437.0,687.0,16.0,238.0,15,179,15,13,40
AR,23/04/2020,46.0,2227.0,251.0,15.0,17.0,26,113,2,10,133
AS,23/04/2020,11.0,1580.0,121.0,4.0,24.0,6,125,9,8,1
CB,23/04/2020,36.0,933.0,78.0,5.0,45.0,17,89,89,1,15
CE,23/04/2020,1.0,9.0,4.0,0.0,8.0,18,846,165,0,34
CL,23/04/2020,180.0,7015.0,498.0,30.0,97.0,169,6050,420,24,35
CM,23/04/2020,245.0,8148.0,526.0,50.0,282.0,170,156,20,2,42
CN,23/04/2020,17.0,827.0,162.0,2.0,55.0,352,6570,346,26,108
CT,23/04/2020,1272.0,22266.0,2388.0,132.0,480.0,182,1381,90,36,92
EX,23/04/2020,5.0,1298.0,107.0,8.0,53.0,5,1289,103,8,53
GA,23/04/2020,139.0,2602.0,108.0,9.0,40.0,95,2315,542,9,337
IB,23/04/2020,25.0,959.0,159.0,6.0,20.0,2,416,52,3,166
MC,23/04/2020,5.0,607.0,102.0,2.0,29.0,166,2087,10,5,22
MD,23/04/2020,680.0,8354.0,1109.0,117.0,615.0,1,1277,128,10,2
ML,23/04/2020,1.0,44.0,3.0,0.0,3.0,0,0,0,0,2
