CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
MC,25/04/2020,4.0,578.0,87.0,2.0,52,2,49,19,1,26
MD,25/04/2020,464.0,8363.0,984.0,113.0,997,234,2471,111,39,532
ML,25/04/2020,1.0,35.0,2.0,0.0,15,1,9,1,0,11
NC,25/04/2020,56.0,1637.0,125.0,22.0,163,29,305,4,20,65
PV,25/04/2020,162.0,5683.0,457.0,25.0,455,73,743,76,7,206
RI,25/04/2020,44.0,1266.0,78.0,8.0,108,4,114,6,4,70
VC,25/04/2020,63.0,4485.0,616.0,24.0,353,31,528,38,10,143
AN,26/04/2020,116.0,5204.0,603.0,25.0,249,40,563,117,13,100
AR,26/04/2020,89.0,2082.0,243.0,25.0,56,59,321,14,11,6
AS,26/04/2020,18.0,1369.0,115.0,7.0,47,16,445,22,3,37
CB,26/04/2020,57.0,872.0,68.0,4.0,118,36,123,10,1,4
CE,26/04/2020,0.0,8.0,2.0,0.0,16,0,2,2,0,13
CL,26/04/2020,174.0,6955.0,418.0,30.0,233,8,748,100,6,169
CM,26/04/2020,307.0,8080.0,508.0,54.0,347,252,364,71,19,261
CN,26/04/2020,22.0,800.0,145.0,2.0,81,11,81,26,2,81
CT,26/04/2020,1352.0,21982.0,2358.0,110.0,809,408,3817,366,23,82
EX,26/04/2020,54.0,1260.0,96.0,7.0,141,41,230,11,1,71
GA,26/04/2020,115.0,2597.0,112.0,8.0,114,53,149,29,3,101
IB,26/04/2020,17.0,954.0,157.0,5.0,105,12,108,9,1,92
MC,26/04/2020,4.0,579.0,87.0,2.0,50,4,48,19,1,20
MD,26/04/2020,560.0,9766.0,1184.0,156.0,1050,428,29706,2125,92,852
ML,26/04/2020,1.0,33.0,2.0,0.0,53,1,11,1,0,47
NC,26/04/2020,54.0,1625.0,125.0,20.0,162,33,317,5,19,79
PV,26/04/2020,118.0,5688.0,456.0,24.0,399,60,769,82,13,161
RI,26/04/2020,44.0,1269.0,77.0,8.0,108,13,123,8,3,96
VC,26/04/2020,82.0,4394.0,570.0,21.0,338,62,638,86,18,264
