CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,19/04/2020,128.0,5308.0,670.0,25.0,252,34,165,20,5,139
AR,19/04/2020,63.0,2099.0,248.0,31.0,65,17,145,0,13,62
AS,19/04/2020,20.0,1468.0,118.0,9.0,61,11,131,4,5,58
CB,19/04/2020,72.0,896.0,77.0,6.0,98,48,38,1,1,82
CE,19/04/2020,1.0,5.0,4.0,0.0,49,1,4,0,0,34
CL,19/04/2020,328.0,6738.0,440.0,31.0,266,191,342,61,4,162
CM,19/04/2020,416.0,7631.0,506.0,53.0,320,279,542,25,5,105
CN,19/04/2020,21.0,820.0,160.0,4.0,64,1,6,3,4,40
CT,19/04/2020,672.0,21858.0,2338.0,90.0,765,556,517,71,14,522
EX,19/04/2020,42.0,1246.0,106.0,11.0,78,23,60,1,6,13
GA,19/04/2020,98.0,2433.0,109.0,11.0,102,16,176,1,5,90
IB,19/04/2020,23.0,929.0,156.0,7.0,75,14,34,5,5,63
MC,19/04/2020,9.0,608.0,100.0,3.0,109,7,4,3,2,99
MD,19/04/2020,558.0,8519.0,1080.0,122.0,1268,352,328,31,10,819
ML,19/04/2020,1.0,43.0,3.0,0.0,40,1,1,0,0,38
NC,19/04/2020,61.0,1816.0,127.0,37.0,108,25,40,1,21,23
PV,19/04/2020,170.0,5356.0,459.0,33.0,457,112,753,42,14,305
RI,19/04/2020,43.0,1169.0,77.0,6.0,100,15,113,2,2,83
VC,19/04/2020,92.0,4528.0,627.0,28.0,384,41,299,19,14,302
AN,20/04/2020,143.0,5318.0,671.0,29.0,318,35,191,21,25,136
AR,20/04/2020,63.0,2099.0,240.0,31.0,98,33,172,10,25,94
AS,20/04/2020,22.0,1496.0,117.0,9.0,74,12,130,5,7,57
CB,20/04/2020,68.0,895.0,77.0,6.0,124,43,53,1,1,104
CE,20/04/2020,0.0,5.0,4.0,0.0,33,0,4,0,0,33
CL,20/04/2020,169.0,6723.0,427.0,31.0,313,1,451,76,3,250
CM,20/04/2020,397.0,7647.0,508.0,50.0,323,186,552,26,4,259
CN,20/04/2020,23.0,820.0,160.0,4.0,81,5,17,4,3,16
CT,20/04/2020,1290.0,21866.0,2334.0,145.0,1264,146,930,103,2,752
EX,20/04/2020,54.0,1249.0,98.0,12.0,86,54,78,9,4,23
GA,20/04/2020,97.0,2437.0,117.0,12.0,137,72,215,16,4,97
IB,20/04/2020,31.0,929.0,157.0,6.0,97,13,57,4,2,97
MC,20/04/2020,8.0,593.0,96.0,2.0,128,3,21,8,1,88
MD,20/04/2020,558.0,8539.0,1084.0,122.0,1484,49,609,8,13,969
ML,20/04/2020,0.0,43.0,3.0,0.0,33,1,1,0,0,33
NC,20/04/2020,59.0,1759.0,127.0,39.0,117,33,118,1,27,50
PV,20/04/2020,170.0,5356.0,457.0,33.0,543,116,785,50,11,390
RI,20/04/2020,43.0,1229.0,78.0,7.0,115,23,68,3,2,82
VC,20/04/2020,70.0,4528.0,627.0,28.0,427,28,338,21,18,337
AN,21/04/2020,137.0,5242.0,671.0,27.0,324,6,323,25,6,166
AR,21/04/2020,86.0,2093.0,254.0,23.0,101,9,211,2,10,247
AS,21/04/2020,20.0,1396.0,117.0,9.0,76,6,269,11,0,50
CB,21/04/2020,60.0,899.0,75.0,6.0,120,46,57,3,4,48
CE,21/04/2020,0.0,5.0,4.0,0.0,75,0,4,0,0,72
CL,21/04/2020,314.0,6828.0,446.0,31.0,282,124,436,59,2,97
CM,21/04/2020,422.0,7828.0,507.0,51.0,343,305,415,30,14,248
