CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CT,23/04/2020,782.0,20518.0,2229.0,147.0,859,130,3612,340,97,198
EX,23/04/2020,61.0,1140.0,90.0,17.0,89,58,273,17,13,32
GA,23/04/2020,122.0,2367.0,122.0,9.0,139,5,340,35,2,85
IB,23/04/2020,26.0,879.0,150.0,4.0,82,12,161,16,0,48
MC,23/04/2020,10.0,520.0,86.0,2.0,68,2,105,19,1,43
MD,23/04/2020,811.0,9469.0,1078.0,147.0,1242,388,2868,129,66,675
ML,23/04/2020,2.0,37.0,3.0,0.0,29,1,7,0,0,23
NC,23/04/2020,111.0,1633.0,124.0,49.0,107,107,282,5,41,0
PV,23/04/2020,228.0,5422.0,396.0,37.0,423,118,893,122,11,100
RI,23/04/2020,35.0,1190.0,75.0,8.0,98,14,154,7,4,71
VC,23/04/2020,126.0,4419.0,610.0,28.0,462,56,526,41,5,41
