CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
IB,01/05/2020,11.0,1058.0,163.0,2.0,63,3,36,4,2,40
MC,01/05/2020,2.0,627.0,105.0,1.0,146,1,12,5,1,124
MD,01/05/2020,313.0,32238.0,2686.0,78.0,845,199,8219,718,8,469
ML,01/05/2020,3.0,43.0,3.0,0.0,46,3,1,0,0,46
NC,01/05/2020,56.0,1894.0,123.0,2.0,167,16,85,9,0,71
PV,01/05/2020,76.0,6440.0,537.0,15.0,412,13,219,14,6,13
RI,01/05/2020,28.0,1343.0,79.0,7.0,55,17,96,9,6,4
VC,01/05/2020,68.0,5013.0,608.0,14.0,353,4,140,87,1,144
AN,02/05/2020,91.0,4993.0,711.0,12.0,311,56,968,25,9,235
AR,02/05/2020,23.0,2347.0,252.0,11.0,109,5,172,8,11,25
AS,02/05/2020,7.0,1770.0,130.0,6.0,79,6,225,12,5,61
CB,02/05/2020,22.0,995.0,73.0,2.0,121,18,15,6,0,56
CE,02/05/2020,0.0,10.0,4.0,0.0,55,0,0,0,0,54
CL,02/05/2020,217.0,7706.0,496.0,22.0,187,99,379,37,10,144
CM,02/05/2020,60.0,8448.0,576.0,37.0,323,10,228,28,6,253
CN,02/05/2020,12.0,853.0,160.0,2.0,75,3,66,15,2,74
CT,02/05/2020,542.0,25398.0,2659.0,91.0,770,158,1859,185,43,351
EX,02/05/2020,14.0,1473.0,106.0,5.0,109,6,130,2,3,54
GA,02/05/2020,195.0,1634.0,102.0,11.0,89,130,1140,213,5,5
IB,02/05/2020,9.0,1066.0,163.0,3.0,59,3,33,4,3,43
MC,02/05/2020,3.0,625.0,105.0,1.0,152,2,16,5,1,143
MD,02/05/2020,338.0,33163.0,2985.0,72.0,825,221,7434,436,32,651
ML,02/05/2020,3.0,43.0,3.0,0.0,40,1,1,0,0,38
NC,02/05/2020,55.0,1893.0,121.0,3.0,147,41,93,12,1,17
PV,02/05/2020,60.0,6444.0,538.0,14.0,444,9,248,15,6,225
RI,02/05/2020,15.0,1305.0,78.0,6.0,64,10,141,10,5,46
VC,02/05/2020,60.0,5031.0,607.0,10.0,237,35,150,91,4,77
AN,03/05/2020,74.0,4993.0,720.0,12.0,300,55,980,18,5,176
AR,03/05/2020,22.0,2291.0,249.0,11.0,108,2,235,11,10,42
AS,03/05/2020,7.0,1769.0,128.0,6.0,70,5,245,14,2,61
CB,03/05/2020,24.0,995.0,72.0,3.0,122,23,16,7,1,122
CE,03/05/2020,0.0,10.0,4.0,0.0,47,0,0,0,0,46
CL,03/05/2020,214.0,7706.0,510.0,22.0,182,163,417,24,4,138
CM,03/05/2020,59.0,8454.0,577.0,35.0,273,26,244,29,10,251
CN,03/05/2020,12.0,873.0,160.0,2.0,42,8,46,15,1,26
CT,03/05/2020,621.0,25053.0,2653.0,110.0,805,489,2268,194,75,761
EX,03/05/2020,22.0,1476.0,105.0,5.0,109,17,142,3,5,91
GA,03/05/2020,196.0,1612.0,103.0,11.0,87,152,1170,212,5,72
IB,03/05/2020,11.0,1066.0,163.0,3.0,58,11,36,4,3,48
MC,03/05/2020,2.0,627.0,105.0,1.0,145,2,18,5,1,128
MD,03/05/2020,383.0,32014.0,2985.0,71.0,783,274,8727,446,27,679
ML,03/05/2020,3.0,43.0,3.0,0.0,29,1,1,0,0,26
NC,03/05/2020,42.0,1894.0,121.0,2.0,141,26,96,12,2,58
PV,03/05/2020,56.0,6446.0,538.0,13.0,385,42,273,16,1,254
RI,03/05/2020,16.0,1305.0,78.0,6.0,58,7,144,10,6,43
VC,03/05/2020,44.0,5019.0,607.0,8.0,269,44,185,93,3,210
AN,04/05/2020,95.0,4993.0,719.0,12.0,284,79,990,19,8,75
AR,04/05/2020,23.0,2238.0,243.0,11.0,131,4,301,17,3,51
AS,04/05/2020,7.0,1770.0,126.0,6.0,74,6,276,16,6,55
CB,04/05/2020,22.0,995.0,73.0,2.0,113,21,20,6,1,65
CE,04/05/2020,0.0,10.0,4.0,0.0,66,0,0,0,0,63
CL,04/05/2020,217.0,7706.0,490.0,22.0,143,122,447,47,8,108
CM,04/05/2020,59.0,8454.0,577.0,35.0,338,29,271,32,9,308
CN,04/05/2020,12.0,848.0,156.0,2.0,117,6,72,20,1,93
CT,04/05/2020,613.0,25067.0,2650.0,95.0,797,208,2678,206,45,142
EX,04/05/2020,14.0,1476.0,106.0,5.0,127,11,153,2,3,71
GA,04/05/2020,197.0,1613.0,103.0,11.0,87,157,1179,214,7,240
IB,04/05/2020,8.0,1066.0,163.0,3.0,58,6,44,5,2,45
MC,04/05/2020,3.0,626.0,105.0,2.0,163,1,24,6,0,59
MD,04/05/2020,338.0,29998.0,2865.0,74.0,781,28,10853,577,30,587
ML,04/05/2020,3.0,43.0,3.0,0.0,29,3,1,0,0,29
NC,04/05/2020,37.0,1892.0,121.0,3.0,150,19,103,13,2,82
PV,04/05/2020,63.0,6446.0,538.0,13.0,305,50,290,18,1,209
RI,04/05/2020,16.0,1245.0,79.0,5.0,76,10,207,11,4,43
VC,04/05/2020,45.0,5029.0,608.0,13.0,231,19,185,93,3,82
