CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,22/04/2020,152.0,5443.0,652.0,31.0,331,19,173,50,2,53
AR,22/04/2020,77.0,2153.0,258.0,14.0,226,5,187,5,11,76
AS,22/04/2020,16.0,1558.0,123.0,5.0,68,11,147,7,7,45
CB,22/04/2020,24.0,943.0,76.0,4.0,112,13,22,2,2,20
CE,22/04/2020,0.0,9.0,4.0,0.0,42,0,0,0,0,42
CL,22/04/2020,212.0,7088.0,481.0,31.0,207,157,309,27,3,44
CM,22/04/2020,152.0,8012.0,531.0,60.0,323,77,292,15,12,83
CN,22/04/2020,15.0,838.0,161.0,1.0,80,4,17,8,1,38
CT,22/04/2020,864.0,22961.0,2429.0,92.0,837,226,686,49,4,449
EX,22/04/2020,5.0,1324.0,104.0,7.0,150,18,51,3,4,36
GA,22/04/2020,152.0,2548.0,104.0,8.0,80,19,146,12,1,29
IB,22/04/2020,20.0,988.0,163.0,6.0,56,1,34,4,2,26
MC,22/04/2020,8.0,617.0,100.0,2.0,71,3,7,4,1,66
MD,22/04/2020,593.0,7730.0,1044.0,115.0,921,86,653,63,8,308
ML,22/04/2020,0.0,44.0,3.0,0.0,20,1,0,0,0,15
NC,22/04/2020,43.0,1829.0,128.0,10.0,171,3,78,1,2,42
PV,22/04/2020,172.0,5982.0,490.0,26.0,448,52,278,26,17,37
RI,22/04/2020,27.0,1299.0,80.0,6.0,91,10,32,2,1,53
VC,22/04/2020,71.0,4840.0,639.0,16.0,319,27,77,11,2,58
AN,23/04/2020,115.0,5442.0,652.0,26.0,318,17,233,62,2,173
AR,23/04/2020,78.0,2190.0,247.0,13.0,224,44,169,7,1,123
AS,23/04/2020,20.0,1555.0,123.0,5.0,63,16,173,8,3,40
CB,23/04/2020,34.0,941.0,76.0,5.0,97,2,37,2,0,34
CE,23/04/2020,0.0,9.0,4.0,0.0,41,0,1,0,0,33
CL,23/04/2020,179.0,7185.0,496.0,31.0,211,3,321,14,1,45
CM,23/04/2020,253.0,8014.0,528.0,60.0,363,16,328,25,7,158
CN,23/04/2020,24.0,833.0,151.0,1.0,141,3,35,18,6,93
CT,23/04/2020,801.0,22962.0,2432.0,107.0,727,149,1168,137,57,66
EX,23/04/2020,10.0,1330.0,104.0,7.0,148,7,83,3,3,27
GA,23/04/2020,152.0,2556.0,105.0,8.0,82,25,151,18,1,28
IB,23/04/2020,18.0,977.0,163.0,5.0,60,4,63,3,1,26
MC,23/04/2020,7.0,616.0,101.0,2.0,70,1,9,4,1,45
MD,23/04/2020,593.0,7738.0,998.0,116.0,940,170,1137,49,35,373
ML,23/04/2020,0.0,40.0,3.0,0.0,46,1,4,0,0,40
NC,23/04/2020,45.0,1804.0,128.0,9.0,166,41,111,1,1,59
PV,23/04/2020,120.0,5983.0,491.0,23.0,395,10,332,27,3,72
RI,23/04/2020,23.0,1296.0,80.0,6.0,108,26,48,2,2,81
VC,23/04/2020,71.0,4738.0,629.0,17.0,320,1,207,22,6,101
AN,24/04/2020,139.0,5435.0,638.0,34.0,263,24,280,79,10,40
AR,24/04/2020,78.0,2177.0,242.0,14.0,227,23,195,13,0,79
AS,24/04/2020,23.0,1557.0,123.0,7.0,71,10,203,9,1,43
CB,24/04/2020,19.0,893.0,72.0,4.0,107,3,89,6,0,26
CE,24/04/2020,0.0,8.0,3.0,0.0,39,0,2,1,0,25
CL,24/04/2020,208.0,7123.0,478.0,31.0,208,90,432,33,4,118
CM,24/04/2020,157.0,8013.0,529.0,59.0,315,13,372,30,22,221
CN,24/04/2020,13.0,837.0,152.0,1.0,153,2,41,19,1,134
CT,24/04/2020,873.0,23132.0,2433.0,108.0,773,156,998,143,3,158
EX,24/04/2020,10.0,1330.0,104.0,7.0,160,10,117,3,2,8
GA,24/04/2020,152.0,2548.0,104.0,8.0,72,32,174,14,2,19
IB,24/04/2020,17.0,982.0,163.0,6.0,62,9,76,3,4,41
MC,24/04/2020,7.0,616.0,97.0,3.0,68,7,9,8,2,17
MD,24/04/2020,650.0,7726.0,974.0,116.0,930,141,1543,82,33,240
