CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,27/04/2020,83.0,5710.0,710.0,14.0,495,31,82,11,3,346
AR,27/04/2020,37.0,2342.0,253.0,12.0,186,18,83,5,3,115
AS,27/04/2020,3.0,1779.0,134.0,7.0,86,5,64,3,1,65
CB,27/04/2020,29.0,861.0,73.0,2.0,160,18,139,5,0,111
CE,27/04/2020,0.0,10.0,4.0,0.0,37,0,0,0,0,34
CL,27/04/2020,234.0,7634.0,506.0,25.0,181,49,143,16,5,130
CM,27/04/2020,86.0,8424.0,546.0,39.0,280,44,40,38,8,256
CN,27/04/2020,15.0,877.0,169.0,1.0,89,6,23,5,1,61
CT,27/04/2020,799.0,25327.0,2633.0,80.0,741,396,903,117,29,319
EX,27/04/2020,13.0,1475.0,107.0,6.0,202,11,30,0,1,121
GA,27/04/2020,73.0,2734.0,86.0,9.0,100,17,24,13,2,75
IB,27/04/2020,9.0,1049.0,163.0,3.0,82,2,25,3,1,52
MC,27/04/2020,6.0,625.0,105.0,1.0,125,5,4,1,1,2
MD,27/04/2020,297.0,26864.0,2275.0,102.0,819,283,12770,1063,40,543
ML,27/04/2020,1.0,44.0,3.0,0.0,51,3,0,0,0,46
NC,27/04/2020,37.0,1929.0,129.0,4.0,188,11,16,1,4,128
PV,27/04/2020,94.0,6438.0,529.0,14.0,642,43,44,10,0,508
RI,27/04/2020,34.0,1373.0,84.0,5.0,137,29,27,3,1,122
VC,27/04/2020,41.0,4946.0,651.0,7.0,296,17,100,8,4,190
AN,28/04/2020,97.0,5709.0,705.0,16.0,489,15,122,17,4,256
AR,28/04/2020,46.0,2338.0,253.0,13.0,177,8,116,5,12,69
AS,28/04/2020,4.0,1766.0,133.0,8.0,109,13,120,4,3,80
CB,28/04/2020,19.0,876.0,73.0,3.0,221,12,130,6,0,139
CE,28/04/2020,0.0,10.0,4.0,0.0,10,1,0,0,0,6
CL,28/04/2020,211.0,7632.0,515.0,27.0,192,110,222,9,1,67
CM,28/04/2020,119.0,8422.0,568.0,39.0,322,40,101,20,1,246
CN,28/04/2020,14.0,816.0,155.0,1.0,97,1,90,20,0,65
CT,28/04/2020,812.0,25248.0,2615.0,88.0,750,316,1298,153,9,9
EX,28/04/2020,9.0,1479.0,106.0,6.0,189,4,47,1,1,125
GA,28/04/2020,180.0,1967.0,128.0,11.0,126,180,769,180,124,3426
IB,28/04/2020,10.0,1047.0,163.0,3.0,99,1,32,3,1,69
MC,28/04/2020,2.0,626.0,104.0,1.0,124,3,9,2,1,84
MD,28/04/2020,298.0,26609.0,2219.0,103.0,736,168,13241,1136,46,263
ML,28/04/2020,1.0,44.0,3.0,0.0,49,1,0,0,0,46
NC,28/04/2020,39.0,1923.0,127.0,3.0,220,4,28,3,13,116
PV,28/04/2020,106.0,6436.0,527.0,15.0,669,51,86,13,4,169
RI,28/04/2020,35.0,1370.0,84.0,5.0,72,22,43,3,1,45
VC,28/04/2020,78.0,4807.0,629.0,8.0,350,46,265,33,10,174
AN,29/04/2020,96.0,5598.0,701.0,16.0,502,56,275,20,3,64
AR,29/04/2020,44.0,2335.0,253.0,14.0,189,5,142,5,11,87
AS,29/04/2020,4.0,1766.0,133.0,7.0,113,13,149,4,0,87
CB,29/04/2020,18.0,835.0,72.0,4.0,148,9,172,7,4,37
CE,29/04/2020,0.0,10.0,4.0,0.0,8,0,0,0,0,4
CL,29/04/2020,236.0,7603.0,512.0,26.0,241,41,354,16,10,120
CM,29/04/2020,88.0,8422.0,561.0,41.0,387,41,145,31,14,257
CN,29/04/2020,14.0,817.0,155.0,1.0,88,11,92,20,0,64
CT,29/04/2020,713.0,25188.0,2611.0,87.0,718,451,1575,173,17,163
EX,29/04/2020,14.0,1484.0,106.0,5.0,193,7,66,2,1,103
GA,29/04/2020,169.0,1971.0,112.0,11.0,121,147,776,198,11,59
IB,29/04/2020,10.0,1053.0,162.0,3.0,110,6,29,5,0,87
MC,29/04/2020,2.0,626.0,104.0,1.0,123,4,11,4,1,74
MD,29/04/2020,295.0,26864.0,2104.0,103.0,713,44,13212,1273,32,320
ML,29/04/2020,1.0,44.0,3.0,0.0,55,1,0,0,0,54
NC,29/04/2020,53.0,1928.0,126.0,4.0,197,32,37,6,1,166
PV,29/04/2020,113.0,6416.0,526.0,14.0,744,31,145,15,8,282
RI,29/04/2020,37.0,1366.0,83.0,7.0,135,29,58,5,5,67
VC,29/04/2020,77.0,4792.0,612.0,12.0,425,18,304,51,6,138
AN,30/04/2020,126.0,5326.0,694.0,15.0,509,13,609,35,16,115
AR,30/04/2020,44.0,2340.0,253.0,12.0,184,19,154,7,2,93
AS,30/04/2020,4.0,1791.0,133.0,7.0,92,1,147,7,7,67
CB,30/04/2020,35.0,830.0,72.0,3.0,143,24,179,7,2,117
CE,30/04/2020,0.0,10.0,4.0,0.0,9,0,0,0,0,3
CL,30/04/2020,236.0,7637.0,512.0,27.0,225,128,373,19,9,108
CM,30/04/2020,90.0,8421.0,569.0,41.0,375,12,197,27,6,272
CN,30/04/2020,14.0,817.0,155.0,1.0,79,13,97,20,0,59
CT,30/04/2020,815.0,25239.0,2591.0,76.0,844,424,1693,204,10,819
EX,30/04/2020,13.0,1478.0,106.0,5.0,203,13,87,2,0,130
GA,30/04/2020,191.0,1979.0,113.0,11.0,116,40,780,200,3,127
IB,30/04/2020,12.0,1049.0,161.0,3.0,65,1,41,6,2,39
MC,30/04/2020,7.0,626.0,105.0,1.0,124,5,12,4,1,97
MD,30/04/2020,292.0,26609.0,2259.0,102.0,667,32,13684,1133,56,220
ML,30/04/2020,1.0,44.0,3.0,0.0,49,0,0,0,0,49
NC,30/04/2020,39.0,1931.0,126.0,3.0,211,6,46,6,4,139
PV,30/04/2020,110.0,6414.0,528.0,15.0,755,13,193,16,1,311
RI,30/04/2020,37.0,1371.0,82.0,7.0,77,19,62,6,6,16
VC,30/04/2020,59.0,4803.0,608.0,8.0,374,43,323,86,1,182
AN,01/05/2020,90.0,5233.0,695.0,16.0,408,44,728,40,1,79
AR,01/05/2020,44.0,2340.0,252.0,12.0,155,24,163,8,0,63
AS,01/05/2020,4.0,1803.0,134.0,8.0,37,4,171,7,2,7
CB,01/05/2020,30.0,832.0,72.0,3.0,117,13,177,7,2,75
CE,01/05/2020,0.0,10.0,4.0,0.0,40,0,0,0,0,38
CL,01/05/2020,229.0,7613.0,512.0,27.0,263,57,441,19,9,136
CM,01/05/2020,83.0,8424.0,571.0,38.0,303,26,221,30,2,216
CN,01/05/2020,16.0,815.0,154.0,1.0,60,10,103,21,3,60
CT,01/05/2020,738.0,25318.0,2627.0,76.0,785,195,1731,184,0,512
EX,01/05/2020,9.0,1479.0,106.0,5.0,126,4,113,2,2,69
GA,01/05/2020,156.0,1971.0,111.0,11.0,128,102,798,202,9,37
IB,01/05/2020,10.0,1049.0,162.0,3.0,90,2,45,5,1,67
MC,01/05/2020,3.0,626.0,104.0,1.0,120,0,13,6,1,98
MD,01/05/2020,295.0,28902.0,2367.0,101.0,886,181,11555,1037,31,510
ML,01/05/2020,1.0,44.0,3.0,0.0,49,1,0,0,0,49
NC,01/05/2020,59.0,1908.0,126.0,3.0,165,19,71,6,1,69
PV,01/05/2020,87.0,6442.0,529.0,14.0,477,24,217,22,5,52
RI,01/05/2020,37.0,1366.0,79.0,7.0,179,26,73,9,6,120
VC,01/05/2020,71.0,4784.0,608.0,11.0,393,7,369,87,2,184
AN,02/05/2020,98.0,5232.0,692.0,14.0,445,63,729,44,11,369
AR,02/05/2020,40.0,2341.0,251.0,12.0,136,12,178,9,12,52
AS,02/05/2020,3.0,1803.0,134.0,6.0,26,2,192,8,5,8
CB,02/05/2020,27.0,823.0,72.0,2.0,105,23,187,7,0,40
CE,02/05/2020,0.0,10.0,4.0,0.0,90,0,0,0,0,89
CL,02/05/2020,234.0,7634.0,490.0,26.0,258,116,451,43,14,215
CM,02/05/2020,86.0,8424.0,562.0,39.0,298,36,252,42,8,228
CN,02/05/2020,13.0,814.0,153.0,1.0,37,4,105,22,1,36
CT,02/05/2020,604.0,25188.0,2612.0,81.0,675,220,2069,232,33,256
EX,02/05/2020,14.0,1468.0,106.0,5.0,138,6,135,2,3,83
GA,02/05/2020,178.0,1979.0,111.0,12.0,123,113,795,204,6,29
IB,02/05/2020,8.0,1053.0,162.0,3.0,122,2,46,5,3,106
MC,02/05/2020,7.0,626.0,105.0,1.0,120,6,15,5,1,111
MD,02/05/2020,292.0,28647.0,2556.0,96.0,835,175,11950,865,56,661
ML,02/05/2020,1.0,44.0,3.0,0.0,46,1,0,0,0,44
NC,02/05/2020,53.0,1907.0,124.0,3.0,150,39,79,9,1,20
PV,02/05/2020,83.0,6438.0,529.0,14.0,424,32,254,24,6,205
RI,02/05/2020,34.0,1372.0,79.0,5.0,95,29,74,9,4,77
VC,02/05/2020,57.0,4787.0,608.0,8.0,352,32,394,90,2,192
AN,03/05/2020,90.0,5232.0,695.0,14.0,374,71,741,43,7,250
AR,03/05/2020,40.0,2272.0,249.0,11.0,128,16,254,11,10,62
AS,03/05/2020,3.0,1803.0,132.0,5.0,15,1,211,10,1,6
CB,03/05/2020,31.0,816.0,71.0,3.0,146,30,195,8,1,146
CE,03/05/2020,0.0,10.0,4.0,0.0,53,0,0,0,0,52
CL,03/05/2020,234.0,7634.0,493.0,26.0,254,183,489,41,8,210
CM,03/05/2020,86.0,8424.0,546.0,39.0,301,53,274,60,14,279
CN,03/05/2020,14.0,817.0,155.0,1.0,24,10,102,20,0,8
CT,03/05/2020,711.0,25178.0,2606.0,94.0,635,579,2143,241,59,931
EX,03/05/2020,23.0,1458.0,106.0,5.0,147,18,160,2,5,129
GA,03/05/2020,181.0,1979.0,111.0,11.0,115,137,803,204,5,44
IB,03/05/2020,8.0,1051.0,162.0,3.0,134,8,51,5,3,124
MC,03/05/2020,3.0,626.0,104.0,1.0,116,3,19,6,1,99
MD,03/05/2020,292.0,27375.0,2550.0,91.0,785,183,13366,881,47,681
ML,03/05/2020,1.0,44.0,3.0,0.0,50,1,0,0,0,47
NC,03/05/2020,49.0,1907.0,124.0,3.0,150,33,83,9,1,67
PV,03/05/2020,88.0,6438.0,521.0,14.0,421,74,281,33,2,290
RI,03/05/2020,35.0,1372.0,79.0,5.0,142,26,77,9,5,127
VC,03/05/2020,35.0,4708.0,608.0,6.0,286,35,496,92,1,227
