CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CN,05/05/2020,14.0,901.0,162.0,1.0,82,14,19,14,0,49
CT,05/05/2020,657.0,25719.0,2674.0,100.0,1035,504,2366,197,25,707
EX,05/05/2020,14.0,1507.0,107.0,6.0,264,1,143,1,5,221
GA,05/05/2020,73.0,2584.0,153.0,62.0,1279,27,227,166,53,1038
IB,05/05/2020,10.0,1074.0,161.0,3.0,62,1,48,7,2,48
MC,05/05/2020,6.0,632.0,106.0,1.0,131,4,18,5,1,47
MD,05/05/2020,313.0,38772.0,3132.0,66.0,971,18,2259,333,20,642
ML,05/05/2020,1.0,44.0,3.0,0.0,68,1,0,0,0,65
NC,05/05/2020,42.0,1775.0,125.0,10.0,168,12,230,10,5,102
PV,05/05/2020,64.0,6486.0,538.0,15.0,453,21,295,21,4,45
RI,05/05/2020,19.0,1288.0,80.0,6.0,109,6,170,11,5,58
VC,05/05/2020,31.0,5053.0,632.0,14.0,342,6,172,69,2,250
