CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,23/04/2020,117.0,5569.0,662.0,27.0,322,15,106,52,1,177
AR,23/04/2020,83.0,2288.0,243.0,19.0,332,49,71,11,5,231
AS,23/04/2020,11.0,1663.0,127.0,10.0,78,7,65,4,2,55
CB,23/04/2020,31.0,939.0,78.0,6.0,160,1,39,0,1,97
CE,23/04/2020,0.0,9.0,4.0,0.0,30,0,1,0,0,22
CL,23/04/2020,299.0,7315.0,503.0,30.0,259,117,191,7,0,93
CM,23/04/2020,165.0,8238.0,538.0,55.0,247,72,104,15,12,42
CN,23/04/2020,23.0,842.0,158.0,1.0,132,4,26,11,6,84
CT,23/04/2020,762.0,23478.0,2456.0,105.0,857,110,652,113,55,196
EX,23/04/2020,13.0,1344.0,103.0,6.0,225,10,69,4,2,104
GA,23/04/2020,161.0,2673.0,105.0,7.0,105,34,34,18,0,51
IB,23/04/2020,18.0,997.0,165.0,4.0,64,4,43,1,0,30
MC,23/04/2020,7.0,622.0,103.0,2.0,78,1,3,2,1,53
MD,23/04/2020,643.0,7337.0,982.0,111.0,1007,220,736,33,30,440
ML,23/04/2020,1.0,42.0,3.0,0.0,44,0,2,0,0,38
NC,23/04/2020,53.0,1879.0,128.0,9.0,188,49,36,1,1,81
PV,23/04/2020,131.0,6209.0,494.0,36.0,526,21,106,24,10,203
RI,23/04/2020,26.0,1310.0,81.0,6.0,87,23,34,1,2,60
VC,23/04/2020,57.0,4682.0,637.0,18.0,438,13,263,14,5,17
AN,24/04/2020,140.0,5559.0,663.0,31.0,287,23,156,54,7,16
AR,24/04/2020,84.0,2261.0,240.0,22.0,333,29,111,15,8,185
AS,24/04/2020,12.0,1658.0,126.0,10.0,86,1,102,6,2,58
CB,24/04/2020,23.0,937.0,73.0,5.0,210,7,45,5,1,77
CE,24/04/2020,0.0,8.0,3.0,0.0,26,0,2,1,0,12
CL,24/04/2020,303.0,7315.0,501.0,31.0,259,5,240,10,4,169
CM,24/04/2020,152.0,8264.0,540.0,55.0,244,8,121,19,18,150
CN,24/04/2020,15.0,845.0,147.0,1.0,99,0,33,24,1,80
CT,24/04/2020,942.0,23490.0,2462.0,106.0,849,225,640,114,1,234
EX,24/04/2020,13.0,1344.0,103.0,6.0,221,13,103,4,1,69
GA,24/04/2020,157.0,2689.0,102.0,8.0,73,27,33,12,2,20
IB,24/04/2020,19.0,1006.0,165.0,5.0,69,7,52,1,3,48
MC,24/04/2020,7.0,621.0,100.0,3.0,77,7,4,5,2,26
MD,24/04/2020,705.0,7351.0,982.0,113.0,995,196,1168,90,30,305
ML,24/04/2020,1.0,34.0,2.0,0.0,55,0,10,1,0,39
NC,24/04/2020,45.0,1845.0,128.0,9.0,200,1,92,1,3,15
PV,24/04/2020,110.0,6173.0,493.0,35.0,470,52,202,32,16,12
RI,24/04/2020,26.0,1319.0,81.0,6.0,85,5,41,2,2,50
VC,24/04/2020,57.0,4664.0,629.0,18.0,446,70,314,24,7,222
AN,25/04/2020,135.0,5545.0,645.0,25.0,297,67,202,71,11,149
AR,25/04/2020,79.0,2246.0,233.0,20.0,331,46,149,24,17,300
AS,25/04/2020,12.0,1560.0,125.0,10.0,95,10,230,9,0,62
CB,25/04/2020,23.0,898.0,70.0,5.0,217,11,93,8,4,136
CE,25/04/2020,0.0,8.0,3.0,0.0,40,0,2,1,0,34
CL,25/04/2020,325.0,7312.0,502.0,30.0,230,93,341,13,3,55
CM,25/04/2020,106.0,8265.0,540.0,54.0,271,6,152,25,16,49
CN,25/04/2020,15.0,845.0,147.0,1.0,83,3,35,24,0,71
CT,25/04/2020,990.0,23454.0,2456.0,84.0,596,440,2211,127,16,343
EX,25/04/2020,11.0,1335.0,103.0,5.0,211,7,145,4,1,139
GA,25/04/2020,152.0,2666.0,100.0,9.0,71,92,69,15,3,51
IB,25/04/2020,19.0,997.0,165.0,3.0,64,12,65,1,2,43
MC,25/04/2020,7.0,622.0,98.0,2.0,75,1,5,8,1,3
MD,25/04/2020,638.0,7331.0,979.0,112.0,839,408,1439,106,38,374
ML,25/04/2020,0.0,34.0,2.0,0.0,58,2,10,1,0,54
NC,25/04/2020,53.0,1828.0,127.0,10.0,199,32,114,2,8,101
PV,25/04/2020,110.0,6206.0,495.0,33.0,443,21,220,38,15,218
RI,25/04/2020,31.0,1318.0,81.0,5.0,84,9,62,3,1,46
VC,25/04/2020,54.0,4499.0,618.0,18.0,358,40,514,36,4,148
AN,26/04/2020,115.0,5546.0,644.0,21.0,224,39,221,76,9,75
AR,26/04/2020,82.0,2246.0,239.0,20.0,331,52,157,18,6,281
AS,26/04/2020,11.0,1550.0,125.0,8.0,93,9,264,12,4,83
CB,26/04/2020,23.0,878.0,67.0,6.0,185,2,117,11,3,71
CE,26/04/2020,0.0,8.0,3.0,0.0,67,0,2,1,0,64
CL,26/04/2020,303.0,7299.0,480.0,29.0,224,121,404,38,5,160
CM,26/04/2020,152.0,8264.0,541.0,54.0,314,97,180,38,19,228
CN,26/04/2020,17.0,831.0,159.0,1.0,73,6,50,12,1,73
CT,26/04/2020,1173.0,23355.0,2454.0,112.0,730,229,2444,270,21,161
EX,26/04/2020,11.0,1333.0,103.0,5.0,191,2,157,4,1,121
GA,26/04/2020,150.0,2657.0,101.0,8.0,48,88,89,18,3,35
IB,26/04/2020,16.0,996.0,164.0,3.0,63,11,66,2,1,50
MC,26/04/2020,7.0,621.0,98.0,3.0,70,7,6,8,2,0
MD,26/04/2020,532.0,9099.0,1122.0,152.0,1057,400,30373,2187,88,859
ML,26/04/2020,1.0,32.0,2.0,0.0,64,1,12,1,0,58
NC,26/04/2020,52.0,1831.0,127.0,9.0,195,31,111,3,8,112
PV,26/04/2020,110.0,6200.0,493.0,30.0,384,52,257,45,19,146
RI,26/04/2020,29.0,1317.0,80.0,6.0,79,2,75,5,1,67
VC,26/04/2020,56.0,4362.0,597.0,16.0,297,36,670,59,13,223
AN,27/04/2020,115.0,5546.0,644.0,21.0,317,63,246,77,10,168
AR,27/04/2020,80.0,2230.0,235.0,20.0,333,61,195,23,11,262
AS,27/04/2020,12.0,1556.0,125.0,10.0,109,4,287,12,2,88
CB,27/04/2020,38.0,878.0,67.0,5.0,162,27,122,11,3,113
CE,27/04/2020,0.0,8.0,3.0,0.0,62,0,2,1,0,59
CL,27/04/2020,303.0,7299.0,480.0,29.0,212,118,478,42,9,161
CM,27/04/2020,177.0,8248.0,535.0,53.0,272,135,216,49,22,248
CN,27/04/2020,15.0,846.0,146.0,1.0,99,6,54,28,1,71
CT,27/04/2020,997.0,23466.0,2462.0,88.0,818,594,2764,288,21,396
EX,27/04/2020,13.0,1337.0,103.0,6.0,205,11,168,4,1,124
GA,27/04/2020,160.0,2669.0,100.0,9.0,61,70,89,27,2,36
IB,27/04/2020,19.0,997.0,164.0,4.0,58,8,77,2,2,28
MC,27/04/2020,7.0,621.0,98.0,3.0,80,6,8,8,1,43
MD,27/04/2020,532.0,9048.0,1115.0,153.0,1018,48,30586,2223,91,742
ML,27/04/2020,1.0,32.0,2.0,0.0,65,3,12,1,0,60
NC,27/04/2020,46.0,1829.0,125.0,10.0,179,20,116,5,10,119
PV,27/04/2020,106.0,6200.0,493.0,27.0,412,55,282,46,13,278
RI,27/04/2020,28.0,1322.0,81.0,6.0,86,23,78,6,0,71
VC,27/04/2020,56.0,4244.0,594.0,17.0,284,32,802,65,6,178
AN,28/04/2020,136.0,5550.0,645.0,23.0,253,54,281,77,3,20
AR,28/04/2020,81.0,2233.0,233.0,19.0,338,43,221,25,18,230
AS,28/04/2020,12.0,1501.0,125.0,10.0,105,5,385,12,5,76
CB,28/04/2020,23.0,877.0,67.0,6.0,154,8,129,12,3,72
CE,28/04/2020,0.0,8.0,3.0,0.0,61,1,2,1,0,57
CL,28/04/2020,323.0,7287.0,502.0,31.0,219,222,567,22,5,94
CM,28/04/2020,179.0,8262.0,540.0,55.0,257,100,261,48,15,181
CN,28/04/2020,15.0,845.0,146.0,1.0,108,0,61,29,0,76
CT,28/04/2020,941.0,23388.0,2457.0,109.0,870,445,3158,311,12,129
EX,28/04/2020,8.0,1335.0,103.0,5.0,240,5,191,4,2,176
GA,28/04/2020,216.0,2019.0,136.0,11.0,79,216,717,172,124,3473
IB,28/04/2020,18.0,997.0,163.0,4.0,62,9,82,3,0,32
MC,28/04/2020,8.0,622.0,98.0,2.0,81,3,13,8,2,41
MD,28/04/2020,470.0,9048.0,1137.0,154.0,1148,4,30802,2218,97,675
ML,28/04/2020,1.0,32.0,2.0,0.0,56,1,12,1,0,53
NC,28/04/2020,40.0,1840.0,125.0,9.0,199,5,111,5,7,95
PV,28/04/2020,113.0,6207.0,494.0,33.0,472,58,315,46,14,28
RI,28/04/2020,26.0,1322.0,81.0,6.0,85,13,91,6,2,58
VC,28/04/2020,54.0,4379.0,594.0,17.0,456,22,693,68,1,280
AN,29/04/2020,136.0,5542.0,645.0,25.0,335,96,331,76,6,103
AR,29/04/2020,81.0,2230.0,233.0,22.0,325,32,247,25,19,223
AS,29/04/2020,12.0,1500.0,125.0,10.0,111,5,415,12,3,85
CB,29/04/2020,23.0,874.0,67.0,6.0,178,4,133,12,6,67
CE,29/04/2020,0.0,8.0,3.0,0.0,61,0,2,1,0,49
CL,29/04/2020,321.0,7299.0,492.0,30.0,241,126,658,36,14,120
CM,29/04/2020,130.0,8260.0,540.0,54.0,300,83,307,52,27,170
CN,29/04/2020,15.0,846.0,146.0,1.0,96,12,63,29,0,72
CT,29/04/2020,864.0,23351.0,2451.0,106.0,773,602,3412,333,36,218
EX,29/04/2020,12.0,1338.0,103.0,4.0,191,9,212,5,2,101
GA,29/04/2020,218.0,2022.0,118.0,11.0,62,196,725,192,11,118
IB,29/04/2020,19.0,999.0,163.0,3.0,63,15,83,4,0,40
MC,29/04/2020,8.0,622.0,98.0,2.0,78,2,15,10,2,29
MD,29/04/2020,469.0,9054.0,1132.0,154.0,1040,130,31022,2245,83,647
ML,29/04/2020,1.0,32.0,2.0,0.0,33,1,12,1,0,32
NC,29/04/2020,53.0,1828.0,123.0,12.0,187,32,137,9,9,156
PV,29/04/2020,122.0,6204.0,494.0,33.0,480,40,357,47,11,18
RI,29/04/2020,33.0,1318.0,80.0,8.0,86,25,106,8,6,18
VC,29/04/2020,52.0,4227.0,589.0,19.0,425,43,869,74,1,138
