CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,25/04/2020,146.0,5642.0,672.0,23.0,328,78,105,44,9,118
AR,25/04/2020,48.0,2312.0,244.0,14.0,253,15,83,13,11,222
AS,25/04/2020,10.0,1539.0,131.0,10.0,70,8,251,3,0,37
CB,25/04/2020,15.0,931.0,73.0,5.0,174,3,60,5,4,93
CE,25/04/2020,0.0,10.0,4.0,0.0,61,0,0,0,0,55
CL,25/04/2020,306.0,7505.0,509.0,29.0,250,74,148,6,2,75
CM,25/04/2020,134.0,8339.0,553.0,53.0,275,34,78,12,15,45
CN,25/04/2020,16.0,860.0,168.0,2.0,83,4,20,3,1,71
CT,25/04/2020,1003.0,23950.0,2546.0,70.0,833,453,1715,37,2,580
EX,25/04/2020,7.0,1390.0,106.0,5.0,215,11,90,1,1,143
GA,25/04/2020,161.0,2690.0,92.0,8.0,95,101,45,7,2,75
IB,25/04/2020,22.0,1042.0,166.0,3.0,71,15,20,0,2,50
MC,25/04/2020,5.0,624.0,100.0,2.0,82,1,3,6,1,4
MD,25/04/2020,526.0,6587.0,923.0,86.0,940,296,695,50,12,475
ML,25/04/2020,1.0,40.0,2.0,0.0,69,1,4,1,0,65
NC,25/04/2020,28.0,1860.0,128.0,10.0,217,57,82,1,8,119
PV,25/04/2020,149.0,6302.0,512.0,25.0,621,60,124,21,7,40
RI,25/04/2020,32.0,1342.0,82.0,4.0,81,8,38,2,0,43
VC,25/04/2020,74.0,4831.0,642.0,24.0,460,20,182,12,10,250
AN,26/04/2020,128.0,5628.0,668.0,20.0,332,52,139,52,8,183
AR,26/04/2020,49.0,2314.0,250.0,13.0,232,19,89,7,1,182
AS,26/04/2020,10.0,1415.0,130.0,8.0,67,8,399,7,4,57
CB,26/04/2020,14.0,889.0,71.0,5.0,168,7,106,7,2,54
CE,26/04/2020,0.0,10.0,4.0,0.0,79,0,0,0,0,76
CL,26/04/2020,301.0,7306.0,484.0,28.0,251,119,397,34,4,187
CM,26/04/2020,150.0,8354.0,550.0,47.0,311,95,90,29,12,225
CN,26/04/2020,17.0,839.0,166.0,3.0,69,6,42,5,3,69
CT,26/04/2020,1073.0,24066.0,2549.0,97.0,970,129,1733,175,36,79
EX,26/04/2020,10.0,1392.0,106.0,5.0,205,3,98,1,1,135
GA,26/04/2020,161.0,2681.0,96.0,8.0,99,99,65,13,3,86
IB,26/04/2020,22.0,1042.0,164.0,3.0,74,17,20,2,1,61
MC,26/04/2020,5.0,624.0,100.0,2.0,82,5,3,6,1,12
MD,26/04/2020,725.0,9054.0,1074.0,149.0,993,593,30418,2235,85,795
ML,26/04/2020,1.0,40.0,2.0,0.0,78,1,4,1,0,72
NC,26/04/2020,28.0,1857.0,128.0,10.0,228,7,85,2,9,145
PV,26/04/2020,127.0,6288.0,507.0,21.0,567,69,169,31,10,329
RI,26/04/2020,37.0,1306.0,80.0,5.0,79,6,86,5,0,67
VC,26/04/2020,73.0,4645.0,632.0,20.0,467,53,387,24,17,393
AN,27/04/2020,128.0,5628.0,667.0,20.0,324,76,164,54,9,175
