CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CT,01/05/2020,543.0,26336.0,2742.0,77.0,1027,0,713,69,1,754
EX,01/05/2020,17.0,1518.0,108.0,6.0,151,4,74,0,1,94
GA,01/05/2020,55.0,2545.0,216.0,32.0,865,1,224,97,30,700
IB,01/05/2020,15.0,1076.0,164.0,3.0,124,7,18,3,1,101
MC,01/05/2020,6.0,634.0,107.0,0.0,91,3,5,3,0,69
MD,01/05/2020,316.0,38868.0,3177.0,68.0,920,202,1589,227,2,544
ML,01/05/2020,1.0,44.0,3.0,0.0,46,1,0,0,0,46
NC,01/05/2020,40.0,1957.0,127.0,8.0,144,0,22,5,6,48
PV,01/05/2020,68.0,6515.0,539.0,20.0,500,5,144,12,11,75
RI,01/05/2020,17.0,1325.0,85.0,3.0,121,6,114,3,2,62
VC,01/05/2020,70.0,4805.0,640.0,17.0,424,6,348,55,4,215
AN,02/05/2020,80.0,5158.0,712.0,18.0,493,45,803,24,15,417
AR,02/05/2020,37.0,2416.0,254.0,6.0,137,9,103,6,6,53
AS,02/05/2020,13.0,1885.0,131.0,6.0,100,12,110,11,5,82
CB,02/05/2020,24.0,999.0,76.0,1.0,123,20,11,3,1,58
CE,02/05/2020,0.0,10.0,4.0,0.0,12,0,0,0,0,11
CL,02/05/2020,206.0,7866.0,518.0,19.0,259,88,219,15,7,216
CM,02/05/2020,67.0,8539.0,588.0,29.0,333,17,137,16,2,263
CN,02/05/2020,10.0,903.0,173.0,1.0,22,1,16,2,1,21
CT,02/05/2020,384.0,26416.0,2752.0,81.0,1000,0,841,92,33,581
EX,02/05/2020,19.0,1520.0,108.0,6.0,171,1,83,0,4,116
GA,02/05/2020,70.0,2545.0,179.0,33.0,733,5,229,136,27,639
IB,02/05/2020,16.0,1070.0,164.0,3.0,113,10,29,3,3,97
MC,02/05/2020,7.0,634.0,107.0,0.0,116,6,7,3,2,107
MD,02/05/2020,376.0,39849.0,3270.0,68.0,902,259,748,151,28,728
ML,02/05/2020,1.0,44.0,3.0,0.0,47,1,0,0,0,45
NC,02/05/2020,42.0,1955.0,125.0,8.0,124,28,31,8,6,6
PV,02/05/2020,65.0,6515.0,539.0,16.0,488,14,177,14,8,269
RI,02/05/2020,13.0,1290.0,84.0,4.0,118,8,156,4,3,100
VC,02/05/2020,52.0,4800.0,640.0,15.0,321,27,381,58,9,161
AN,03/05/2020,70.0,5158.0,716.0,17.0,444,51,815,22,10,320
AR,03/05/2020,37.0,2353.0,252.0,7.0,131,13,173,8,6,65
AS,03/05/2020,13.0,1884.0,128.0,5.0,87,11,130,14,1,78
CB,03/05/2020,29.0,999.0,75.0,2.0,150,28,12,4,0,150
CE,03/05/2020,0.0,10.0,4.0,0.0,13,0,0,0,0,12
CL,03/05/2020,203.0,7866.0,518.0,19.0,240,152,257,16,1,196
CM,03/05/2020,67.0,8539.0,588.0,29.0,321,34,159,18,4,299
CN,03/05/2020,6.0,903.0,174.0,1.0,27,2,16,1,0,11
CT,03/05/2020,558.0,26171.0,2739.0,100.0,984,426,1150,108,65,582
EX,03/05/2020,22.0,1516.0,106.0,6.0,173,17,102,2,6,155
GA,03/05/2020,65.0,2545.0,207.0,32.0,842,21,237,108,26,683
IB,03/05/2020,16.0,1066.0,163.0,3.0,96,16,36,4,3,86
MC,03/05/2020,6.0,634.0,107.0,0.0,106,6,11,3,0,89
MD,03/05/2020,376.0,39849.0,3270.0,65.0,919,267,892,161,21,815
ML,03/05/2020,0.0,44.0,3.0,0.0,46,2,0,0,0,43
NC,03/05/2020,32.0,1921.0,125.0,5.0,131,16,69,8,1,48
PV,03/05/2020,69.0,6515.0,539.0,16.0,419,55,204,15,4,288
RI,03/05/2020,13.0,1291.0,84.0,4.0,119,4,158,4,4,104
VC,03/05/2020,47.0,4800.0,639.0,10.0,274,47,404,61,5,215
AN,04/05/2020,79.0,5163.0,716.0,17.0,461,63,820,22,13,252
AR,04/05/2020,33.0,2228.0,242.0,6.0,150,14,311,18,2,70
AS,04/05/2020,13.0,1885.0,128.0,6.0,100,12,161,14,6,81
CB,04/05/2020,30.0,999.0,76.0,1.0,144,29,16,3,0,96
CE,04/05/2020,0.0,10.0,4.0,0.0,25,0,0,0,0,22
CL,04/05/2020,206.0,7866.0,518.0,19.0,258,111,287,19,5,223
CM,04/05/2020,67.0,8539.0,588.0,29.0,233,37,186,21,3,203
CN,04/05/2020,6.0,906.0,174.0,1.0,40,0,14,2,0,16
CT,04/05/2020,431.0,26214.0,2731.0,82.0,1017,26,1531,125,32,362
EX,04/05/2020,18.0,1516.0,108.0,5.0,176,15,113,0,3,120
GA,04/05/2020,65.0,2545.0,225.0,31.0,798,25,247,92,27,471
IB,04/05/2020,16.0,1070.0,163.0,3.0,98,14,40,5,2,85
MC,04/05/2020,5.0,634.0,107.0,0.0,127,1,16,4,2,23
MD,04/05/2020,376.0,39869.0,3273.0,68.0,993,66,982,169,24,799
ML,04/05/2020,0.0,44.0,3.0,0.0,45,0,0,0,0,45
NC,04/05/2020,29.0,1921.0,125.0,5.0,127,11,74,9,0,59
PV,04/05/2020,78.0,6515.0,535.0,16.0,375,65,221,21,4,279
RI,04/05/2020,15.0,1240.0,84.0,3.0,117,9,212,6,2,84
VC,04/05/2020,50.0,4805.0,640.0,16.0,417,14,409,61,6,268
AN,05/05/2020,78.0,5167.0,716.0,18.0,465,52,845,24,4,16
AR,05/05/2020,38.0,2225.0,238.0,6.0,152,14,327,22,12,66
AS,05/05/2020,13.0,1885.0,126.0,6.0,101,2,196,16,3,84
CB,05/05/2020,29.0,967.0,76.0,1.0,150,23,51,3,0,112
CE,05/05/2020,0.0,10.0,4.0,0.0,79,8,0,0,0,74
CL,05/05/2020,199.0,7872.0,525.0,19.0,255,108,374,13,4,154
CM,05/05/2020,67.0,8539.0,587.0,32.0,250,3,226,25,1,212
CN,05/05/2020,7.0,867.0,167.0,1.0,66,7,53,9,0,33
CT,05/05/2020,601.0,26172.0,2735.0,79.0,1029,448,1913,136,4,701
EX,05/05/2020,21.0,1517.0,108.0,6.0,171,8,133,0,5,128
GA,05/05/2020,65.0,2545.0,191.0,32.0,903,19,266,128,23,662
IB,05/05/2020,16.0,1070.0,163.0,3.0,125,5,52,5,2,111
MC,05/05/2020,5.0,634.0,107.0,0.0,111,3,16,4,0,27
MD,05/05/2020,398.0,39875.0,3254.0,68.0,986,103,1156,211,22,657
ML,05/05/2020,0.0,44.0,3.0,0.0,44,0,0,0,0,41
NC,05/05/2020,29.0,1922.0,125.0,5.0,134,1,83,10,0,68
PV,05/05/2020,68.0,6516.0,540.0,19.0,458,25,265,19,8,40
RI,05/05/2020,17.0,1215.0,84.0,3.0,122,4,243,7,2,71
VC,05/05/2020,51.0,4801.0,640.0,14.0,380,14,424,61,2,288
AN,06/05/2020,77.0,5138.0,716.0,18.0,518,45,889,26,5,121
AR,06/05/2020,40.0,2210.0,229.0,6.0,160,13,354,33,6,70
AS,06/05/2020,13.0,1885.0,125.0,6.0,105,13,232,18,1,87
CB,06/05/2020,24.0,967.0,76.0,1.0,147,17,53,3,0,85
CE,06/05/2020,0.0,10.0,4.0,0.0,81,0,0,0,0,81
CL,06/05/2020,199.0,7872.0,525.0,19.0,255,94,428,16,2,142
CM,06/05/2020,67.0,8539.0,588.0,29.0,337,27,257,25,1,304
CN,06/05/2020,7.0,864.0,167.0,1.0,112,3,57,9,0,77
CT,06/05/2020,421.0,26172.0,2728.0,80.0,1001,155,2076,163,31,651
EX,06/05/2020,17.0,1526.0,108.0,5.0,163,5,138,0,1,87
GA,06/05/2020,65.0,2545.0,209.0,31.0,763,28,288,111,27,606
IB,06/05/2020,16.0,1075.0,162.0,3.0,110,8,57,6,1,86
MC,06/05/2020,4.0,634.0,107.0,0.0,95,1,18,4,1,33
MD,06/05/2020,398.0,39930.0,3257.0,68.0,1001,154,1229,228,30,662
ML,06/05/2020,0.0,44.0,3.0,0.0,44,0,0,0,0,40
NC,06/05/2020,30.0,1880.0,125.0,8.0,127,13,135,10,4,23
PV,06/05/2020,65.0,6517.0,539.0,17.0,537,32,280,22,2,216
RI,06/05/2020,17.0,1207.0,84.0,3.0,118,11,256,7,2,57
VC,06/05/2020,81.0,4802.0,640.0,18.0,405,26,450,64,6,142
