CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
CL,20/04/2020,570.0,5474.0,271.0,47.0,293,400,1700,232,19,230
CM,20/04/2020,503.0,6630.0,474.0,54.0,459,292,1569,60,0,395
CN,20/04/2020,16.0,756.0,150.0,3.0,148,2,81,14,2,83
CT,20/04/2020,860.0,19929.0,2206.0,202.0,1065,576,2867,231,59,553
EX,20/04/2020,50.0,1081.0,98.0,19.0,87,50,246,9,11,24
GA,20/04/2020,119.0,2035.0,128.0,9.0,138,50,617,27,1,98
IB,20/04/2020,32.0,855.0,149.0,3.0,67,14,131,12,1,67
MC,20/04/2020,10.0,514.0,92.0,3.0,162,5,100,12,0,122
MD,20/04/2020,808.0,9685.0,1167.0,158.0,1348,201,1755,91,49,833
ML,20/04/2020,1.0,38.0,3.0,0.0,51,0,6,0,0,51
NC,20/04/2020,114.0,1669.0,124.0,6.0,97,88,208,4,6,30
PV,20/04/2020,228.0,4967.0,369.0,40.0,389,174,1174,138,18,236
RI,20/04/2020,66.0,1171.0,74.0,9.0,116,46,126,7,0,83
VC,20/04/2020,204.0,4232.0,574.0,32.0,418,162,634,74,22,328
AN,21/04/2020,225.0,5092.0,618.0,37.0,321,94,473,78,4,163
AR,21/04/2020,105.0,1896.0,276.0,23.0,95,28,408,24,10,253
AS,21/04/2020,46.0,1293.0,111.0,6.0,62,32,372,17,3,36
CB,21/04/2020,24.0,837.0,73.0,8.0,96,10,119,5,6,24
CE,21/04/2020,2.0,6.0,4.0,0.0,12,2,3,0,0,9
CL,21/04/2020,586.0,5949.0,306.0,47.0,331,396,1315,199,14,146
CM,21/04/2020,514.0,6627.0,472.0,53.0,360,397,1616,65,12,265
CN,21/04/2020,16.0,758.0,150.0,3.0,127,7,83,14,2,78
CT,21/04/2020,824.0,19952.0,2198.0,155.0,976,134,3343,262,60,333
EX,21/04/2020,52.0,1076.0,92.0,19.0,77,52,273,15,12,53
GA,21/04/2020,119.0,2035.0,128.0,9.0,150,47,639,32,1,113
IB,21/04/2020,30.0,855.0,149.0,5.0,69,9,150,17,2,57
MC,21/04/2020,10.0,497.0,86.0,3.0,116,0,125,18,0,57
MD,21/04/2020,814.0,9660.0,1194.0,157.0,1311,225,2196,170,40,556
ML,21/04/2020,1.0,38.0,3.0,0.0,5,1,6,0,0,1
NC,21/04/2020,114.0,1658.0,124.0,6.0,117,58,236,4,2,9
PV,21/04/2020,250.0,4993.0,367.0,48.0,393,119,1208,146,27,19
RI,21/04/2020,68.0,1171.0,74.0,9.0,142,48,147,7,5,109
VC,21/04/2020,213.0,4335.0,589.0,31.0,452,138,561,60,14,160
AN,22/04/2020,226.0,5024.0,570.0,39.0,319,93,592,132,10,41
AR,22/04/2020,101.0,1894.0,275.0,23.0,95,29,446,22,2,55
AS,22/04/2020,52.0,1271.0,111.0,7.0,40,47,434,19,5,17
CB,22/04/2020,44.0,815.0,71.0,8.0,70,33,150,7,2,62
CE,22/04/2020,1.0,6.0,4.0,0.0,69,1,3,0,0,69
CL,22/04/2020,588.0,5954.0,291.0,48.0,350,219,1443,217,20,187
CM,22/04/2020,453.0,6678.0,474.0,60.0,341,378,1626,72,12,101
CN,22/04/2020,16.0,756.0,148.0,3.0,122,3,99,21,3,80
CT,22/04/2020,624.0,20004.0,2194.0,144.0,1015,466,3643,284,48,627
EX,22/04/2020,52.0,1063.0,89.0,19.0,77,29,312,18,16,109
GA,22/04/2020,116.0,2036.0,128.0,8.0,153,55,658,36,1,102
IB,22/04/2020,29.0,857.0,149.0,5.0,72,10,165,18,1,42
MC,22/04/2020,15.0,486.0,83.0,3.0,125,10,138,21,2,120
MD,22/04/2020,853.0,9660.0,1184.0,156.0,1308,174,2583,203,49,695
ML,22/04/2020,2.0,38.0,3.0,0.0,36,1,6,0,0,31
NC,22/04/2020,108.0,1662.0,124.0,7.0,103,62,245,5,1,26
PV,22/04/2020,265.0,4830.0,378.0,48.0,411,145,1430,138,5,74
RI,22/04/2020,68.0,1171.0,74.0,9.0,125,31,160,8,4,87
VC,22/04/2020,220.0,4337.0,588.0,30.0,417,176,580,62,12,40
