CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,01/05/2020,72.0,5647.0,725.0,21.0,642,26,314,10,6,155
AR,01/05/2020,35.0,2485.0,256.0,8.0,156,15,18,4,4,64
AS,01/05/2020,17.0,1916.0,133.0,3.0,73,17,58,8,3,43
CB,01/05/2020,15.0,1007.0,77.0,1.0,148,2,2,2,0,106
CE,01/05/2020,0.0,10.0,4.0,0.0,51,0,0,0,0,49
CL,01/05/2020,143.0,7944.0,529.0,18.0,227,29,110,2,0,100
CM,01/05/2020,70.0,8566.0,592.0,33.0,304,13,79,9,3,217
CN,01/05/2020,18.0,905.0,174.0,1.0,86,12,13,1,3,86
CT,01/05/2020,487.0,26606.0,2763.0,80.0,664,56,443,48,4,391
EX,01/05/2020,21.0,1534.0,108.0,6.0,148,8,58,0,1,91
GA,01/05/2020,108.0,2722.0,264.0,17.0,448,54,47,49,15,283
IB,01/05/2020,7.0,1083.0,165.0,3.0,92,1,11,2,1,69
MC,01/05/2020,5.0,637.0,108.0,1.0,79,2,2,2,1,57
MD,01/05/2020,279.0,40149.0,3277.0,55.0,982,165,308,127,15,606
ML,01/05/2020,1.0,44.0,3.0,0.0,56,1,0,0,0,56
NC,01/05/2020,38.0,1971.0,129.0,9.0,181,2,8,3,7,85
PV,01/05/2020,92.0,6582.0,538.0,17.0,556,29,77,13,8,131
RI,01/05/2020,14.0,1396.0,84.0,2.0,123,3,43,4,1,64
VC,01/05/2020,62.0,4970.0,666.0,15.0,411,2,183,29,2,202
AN,02/05/2020,85.0,5632.0,712.0,20.0,622,50,329,24,17,546
AR,02/05/2020,35.0,2405.0,254.0,8.0,163,7,114,6,8,79
AS,02/05/2020,7.0,1925.0,134.0,3.0,66,6,70,8,2,48
CB,02/05/2020,16.0,1007.0,76.0,1.0,130,12,3,3,1,65
CE,02/05/2020,0.0,10.0,4.0,0.0,50,0,0,0,0,49
CL,02/05/2020,166.0,7935.0,521.0,19.0,229,48,150,12,7,186
CM,02/05/2020,63.0,8573.0,592.0,32.0,325,13,103,12,1,255
CN,02/05/2020,3.0,904.0,174.0,1.0,73,6,15,1,1,72
CT,02/05/2020,374.0,26699.0,2767.0,81.0,604,10,558,77,33,185
EX,02/05/2020,22.0,1543.0,108.0,6.0,174,2,60,0,4,119
GA,02/05/2020,122.0,2722.0,232.0,17.0,448,57,52,83,11,354
IB,02/05/2020,7.0,1081.0,164.0,3.0,74,1,18,3,3,58
MC,02/05/2020,3.0,636.0,108.0,1.0,89,2,5,2,1,80
MD,02/05/2020,277.0,40099.0,3351.0,53.0,962,160,498,70,13,788
ML,02/05/2020,1.0,44.0,3.0,0.0,80,1,0,0,0,78
NC,02/05/2020,41.0,1969.0,128.0,8.0,172,27,17,5,6,42
PV,02/05/2020,84.0,6578.0,538.0,15.0,542,33,114,15,7,323
RI,02/05/2020,13.0,1366.0,84.0,3.0,124,8,80,4,2,106
VC,02/05/2020,22.0,4962.0,667.0,11.0,356,3,219,31,5,196
AN,03/05/2020,68.0,5632.0,725.0,20.0,593,49,341,13,13,469
AR,03/05/2020,34.0,2400.0,251.0,9.0,101,10,126,9,8,35
AS,03/05/2020,6.0,1923.0,129.0,2.0,55,4,91,13,2,46
CB,03/05/2020,16.0,987.0,76.0,2.0,128,15,24,3,0,128
CE,03/05/2020,0.0,10.0,4.0,0.0,50,0,0,0,0,49
CL,03/05/2020,153.0,7940.0,525.0,19.0,225,102,183,9,1,181
