CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,26/04/2020,100.0,5694.0,706.0,19.0,420,24,73,14,7,271
AR,26/04/2020,43.0,2345.0,255.0,9.0,176,13,58,2,5,126
AS,26/04/2020,7.0,1711.0,132.0,7.0,40,5,103,5,3,30
CB,26/04/2020,18.0,850.0,70.0,3.0,189,3,145,8,0,75
CE,26/04/2020,0.0,10.0,4.0,0.0,44,0,0,0,0,41
CL,26/04/2020,256.0,7562.0,502.0,28.0,226,74,141,16,4,162
CM,26/04/2020,139.0,8386.0,552.0,43.0,320,84,58,27,8,234
CN,26/04/2020,17.0,856.0,169.0,2.0,48,6,25,2,2,48
CT,26/04/2020,1129.0,24715.0,2557.0,90.0,727,185,1084,167,43,164
EX,26/04/2020,16.0,1454.0,106.0,5.0,170,3,36,1,1,100
GA,26/04/2020,118.0,2690.0,94.0,6.0,103,56,56,11,5,90
IB,26/04/2020,13.0,1045.0,166.0,2.0,77,8,17,0,2,64
MC,26/04/2020,6.0,626.0,101.0,1.0,108,6,1,5,0,38
MD,26/04/2020,374.0,8495.0,1081.0,153.0,924,242,30977,2228,89,726
ML,26/04/2020,2.0,43.0,3.0,0.0,54,2,1,0,0,48
NC,26/04/2020,71.0,1920.0,129.0,8.0,226,50,22,1,7,143
PV,26/04/2020,112.0,6367.0,525.0,20.0,632,54,90,13,9,394
RI,26/04/2020,40.0,1352.0,81.0,5.0,74,9,40,4,0,62
VC,26/04/2020,78.0,4879.0,648.0,15.0,307,58,153,8,12,233
AN,27/04/2020,100.0,5694.0,706.0,19.0,507,48,98,15,8,358
AR,27/04/2020,41.0,2345.0,255.0,9.0,261,22,80,3,0,190
AS,27/04/2020,6.0,1697.0,132.0,9.0,79,2,146,5,1,58
CB,27/04/2020,27.0,854.0,70.0,3.0,205,16,146,8,1,156
CE,27/04/2020,0.0,10.0,4.0,0.0,29,0,0,0,0,26
CL,27/04/2020,270.0,7538.0,492.0,27.0,255,85,239,30,7,204
CM,27/04/2020,153.0,8386.0,543.0,43.0,321,111,78,41,12,297
CN,27/04/2020,14.0,875.0,168.0,2.0,59,5,25,6,0,31
CT,27/04/2020,821.0,24826.0,2564.0,75.0,888,418,1404,186,34,466
EX,27/04/2020,12.0,1451.0,106.0,5.0,223,10,54,1,0,142
GA,27/04/2020,111.0,2724.0,88.0,6.0,113,21,34,15,1,88
IB,27/04/2020,15.0,1055.0,165.0,2.0,42,4,19,1,0,12
MC,27/04/2020,5.0,623.0,100.0,1.0,121,4,6,6,1,2
MD,27/04/2020,374.0,8519.0,1080.0,154.0,1011,206,31115,2258,92,735
ML,27/04/2020,2.0,43.0,3.0,0.0,57,2,1,0,0,52
NC,27/04/2020,64.0,1918.0,127.0,11.0,227,38,27,3,11,167
PV,27/04/2020,105.0,6367.0,525.0,20.0,710,54,115,14,6,576
RI,27/04/2020,37.0,1362.0,82.0,5.0,79,32,38,5,1,64
VC,27/04/2020,73.0,4957.0,643.0,15.0,460,49,89,16,4,354
AN,28/04/2020,117.0,5700.0,706.0,18.0,420,35,131,16,2,187
AR,28/04/2020,38.0,2344.0,255.0,11.0,258,0,110,3,10,150
AS,28/04/2020,7.0,1717.0,132.0,9.0,72,10,169,5,4,43
CB,28/04/2020,20.0,850.0,70.0,3.0,198,11,156,9,0,116
CE,28/04/2020,0.0,10.0,4.0,0.0,13,1,0,0,0,9
CL,28/04/2020,270.0,7562.0,512.0,28.0,271,169,292,12,2,146
CM,28/04/2020,141.0,8389.0,559.0,43.0,342,62,134,29,3,266
CN,28/04/2020,14.0,813.0,156.0,2.0,73,1,93,19,1,41
CT,28/04/2020,823.0,24775.0,2556.0,84.0,861,327,1771,212,13,120
EX,28/04/2020,14.0,1454.0,106.0,5.0,209,1,72,1,2,145
GA,28/04/2020,189.0,2086.0,127.0,12.0,136,189,650,181,123,3416
IB,28/04/2020,16.0,1052.0,165.0,2.0,126,7,27,1,2,96
MC,28/04/2020,6.0,626.0,99.0,1.0,106,1,9,7,1,66
MD,28/04/2020,375.0,8519.0,1079.0,153.0,991,91,31331,2276,96,518
ML,28/04/2020,2.0,43.0,3.0,0.0,77,2,1,0,0,74
NC,28/04/2020,55.0,1924.0,125.0,8.0,241,20,27,5,8,137
PV,28/04/2020,123.0,6392.0,526.0,21.0,699,68,130,14,2,199
RI,28/04/2020,37.0,1364.0,83.0,5.0,78,24,49,4,1,51
VC,28/04/2020,87.0,4728.0,627.0,16.0,480,55,344,35,2,304
AN,29/04/2020,108.0,5488.0,707.0,21.0,523,68,385,14,2,85
AR,29/04/2020,38.0,2287.0,255.0,12.0,213,11,190,3,9,111
AS,29/04/2020,7.0,1710.0,132.0,9.0,47,10,205,5,2,21
CB,29/04/2020,18.0,850.0,70.0,4.0,198,9,157,9,4,87
CE,29/04/2020,0.0,10.0,4.0,0.0,39,0,0,0,0,27
CL,29/04/2020,270.0,7554.0,508.0,28.0,216,75,403,20,12,95
CM,29/04/2020,149.0,8386.0,552.0,45.0,408,102,181,40,18,278
CN,29/04/2020,13.0,816.0,156.0,2.0,84,10,93,19,1,60
CT,29/04/2020,734.0,24798.0,2553.0,88.0,722,472,1965,231,18,167
EX,29/04/2020,16.0,1446.0,106.0,5.0,182,5,104,2,1,92
GA,29/04/2020,174.0,2106.0,113.0,12.0,119,152,641,197,12,61
IB,29/04/2020,15.0,1052.0,165.0,2.0,68,11,30,2,1,45
MC,29/04/2020,6.0,626.0,99.0,1.0,111,0,11,9,1,62
MD,29/04/2020,374.0,8519.0,1078.0,153.0,944,35,31557,2299,82,551
ML,29/04/2020,3.0,43.0,3.0,0.0,91,3,1,0,0,90
NC,29/04/2020,73.0,1918.0,125.0,11.0,233,52,47,7,8,202
PV,29/04/2020,127.0,6385.0,525.0,20.0,704,45,176,16,2,242
RI,29/04/2020,37.0,1348.0,82.0,7.0,80,29,76,6,5,12
VC,29/04/2020,94.0,4625.0,614.0,19.0,496,1,471,49,1,209
AN,30/04/2020,139.0,5015.0,706.0,21.0,431,26,920,23,10,193
AR,30/04/2020,43.0,2274.0,254.0,10.0,193,18,220,6,0,102
AS,30/04/2020,7.0,1720.0,131.0,9.0,88,2,218,9,9,63
CB,30/04/2020,30.0,852.0,70.0,3.0,200,19,157,9,2,174
CE,30/04/2020,0.0,10.0,4.0,0.0,13,0,0,0,0,1
CL,30/04/2020,270.0,7562.0,512.0,28.0,249,162,448,19,10,132
CM,30/04/2020,139.0,8386.0,552.0,44.0,388,61,232,44,9,285
CN,30/04/2020,13.0,816.0,155.0,2.0,77,12,98,20,1,57
CT,30/04/2020,946.0,24900.0,2555.0,78.0,743,555,2032,240,8,718
EX,30/04/2020,13.0,1436.0,106.0,6.0,220,13,129,2,1,147
GA,30/04/2020,202.0,2104.0,116.0,12.0,125,51,655,197,4,118
IB,30/04/2020,15.0,1051.0,165.0,2.0,127,4,39,2,3,101
MC,30/04/2020,5.0,626.0,100.0,1.0,90,3,12,9,1,63
MD,30/04/2020,374.0,8519.0,1070.0,153.0,896,114,31774,2322,107,449
ML,30/04/2020,2.0,43.0,3.0,0.0,90,1,1,0,0,90
NC,30/04/2020,68.0,1919.0,125.0,9.0,246,35,58,7,2,174
PV,30/04/2020,131.0,6379.0,526.0,21.0,715,8,228,18,5,271
RI,30/04/2020,37.0,1309.0,81.0,6.0,78,19,124,7,5,17
VC,30/04/2020,97.0,4553.0,602.0,16.0,441,81,573,92,7,249
AN,01/05/2020,97.0,4892.0,707.0,21.0,479,51,1069,28,6,8
AR,01/05/2020,43.0,2274.0,252.0,10.0,189,23,229,8,2,97
AS,01/05/2020,7.0,1732.0,131.0,10.0,92,7,242,10,4,62
CB,01/05/2020,28.0,854.0,70.0,3.0,155,11,155,9,2,113
CE,01/05/2020,0.0,10.0,4.0,0.0,37,0,0,0,0,35
CL,01/05/2020,270.0,7538.0,511.0,28.0,299,98,516,20,10,172
CM,01/05/2020,135.0,8386.0,559.0,43.0,368,78,259,42,7,281
CN,01/05/2020,18.0,794.0,155.0,2.0,63,12,124,20,2,63
CT,01/05/2020,818.0,24928.0,2564.0,75.0,718,275,2121,247,1,445
EX,01/05/2020,17.0,1454.0,106.0,6.0,169,4,138,2,1,112
GA,01/05/2020,174.0,2090.0,113.0,12.0,135,120,679,200,10,30
IB,01/05/2020,15.0,1051.0,165.0,2.0,71,7,43,2,2,48
MC,01/05/2020,5.0,626.0,99.0,1.0,111,2,13,11,1,89
MD,01/05/2020,374.0,8519.0,1079.0,153.0,1273,260,31938,2325,83,897
ML,01/05/2020,2.0,43.0,3.0,0.0,63,2,1,0,0,63
NC,01/05/2020,71.0,1924.0,124.0,8.0,164,31,55,8,6,68
PV,01/05/2020,131.0,6371.0,526.0,20.0,535,68,288,25,11,110
RI,01/05/2020,37.0,1283.0,75.0,6.0,108,26,156,13,5,49
VC,01/05/2020,95.0,4554.0,597.0,17.0,411,31,599,98,4,202
AN,02/05/2020,102.0,4870.0,697.0,19.0,399,67,1091,39,16,323
AR,02/05/2020,44.0,2275.0,252.0,9.0,170,16,244,8,9,86
AS,02/05/2020,7.0,1711.0,131.0,7.0,58,6,284,11,6,40
CB,02/05/2020,27.0,854.0,70.0,3.0,156,23,156,9,1,91
CE,02/05/2020,0.0,10.0,4.0,0.0,10,0,0,0,0,9
CL,02/05/2020,270.0,7522.0,472.0,26.0,347,152,563,61,14,304
CM,02/05/2020,153.0,8386.0,552.0,44.0,336,103,290,52,13,266
CN,02/05/2020,16.0,794.0,155.0,2.0,29,7,125,20,2,28
CT,02/05/2020,621.0,24849.0,2558.0,80.0,692,237,2408,286,32,273
EX,02/05/2020,17.0,1445.0,106.0,5.0,146,3,158,2,3,91
GA,02/05/2020,192.0,2093.0,112.0,12.0,138,127,681,203,6,44
IB,02/05/2020,15.0,1045.0,163.0,2.0,135,9,54,4,2,119
MC,02/05/2020,4.0,626.0,100.0,1.0,75,3,15,10,1,66
MD,02/05/2020,374.0,8495.0,1072.0,148.0,1265,257,32102,2349,108,1091
ML,02/05/2020,2.0,43.0,3.0,0.0,41,0,1,0,0,39
NC,02/05/2020,66.0,1891.0,123.0,9.0,167,52,95,10,7,37
PV,02/05/2020,111.0,6367.0,525.0,20.0,522,60,325,28,12,303
RI,02/05/2020,35.0,1190.0,75.0,5.0,109,30,256,13,4,91
VC,02/05/2020,95.0,4553.0,592.0,16.0,371,70,628,106,10,211
