CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,24/04/2020,131.0,5626.0,664.0,32.0,348,32,89,53,8,45
AR,24/04/2020,59.0,2278.0,243.0,19.0,255,4,94,12,5,107
AS,24/04/2020,10.0,1578.0,129.0,9.0,73,3,182,3,1,45
CB,24/04/2020,23.0,898.0,75.0,5.0,173,7,84,3,1,40
CE,24/04/2020,0.0,10.0,3.0,0.0,63,0,0,1,0,49
CL,24/04/2020,291.0,7167.0,499.0,29.0,281,7,388,12,2,191
CM,24/04/2020,175.0,8303.0,539.0,62.0,316,31,82,20,25,222
CN,24/04/2020,19.0,839.0,162.0,4.0,101,4,39,9,2,82
CT,24/04/2020,961.0,23679.0,2501.0,82.0,819,244,451,75,23,204
EX,24/04/2020,11.0,1379.0,106.0,5.0,240,11,68,1,0,88
GA,24/04/2020,137.0,2675.0,92.0,7.0,96,47,47,2,1,43
IB,24/04/2020,13.0,1020.0,165.0,5.0,71,13,38,1,3,50
MC,24/04/2020,8.0,624.0,101.0,2.0,74,8,1,4,1,23
MD,24/04/2020,569.0,7018.0,952.0,95.0,898,60,835,60,12,208
ML,24/04/2020,1.0,29.0,2.0,0.0,35,0,15,1,0,19
NC,24/04/2020,27.0,1890.0,129.0,9.0,216,19,47,0,3,31
PV,24/04/2020,134.0,6087.0,502.0,37.0,529,28,288,23,18,47
RI,24/04/2020,37.0,1328.0,82.0,5.0,82,6,32,1,1,47
VC,24/04/2020,71.0,4792.0,625.0,21.0,565,56,186,28,4,341
AN,25/04/2020,128.0,5610.0,638.0,25.0,286,60,137,78,11,160
AR,25/04/2020,55.0,2276.0,241.0,16.0,271,22,119,16,13,240
AS,25/04/2020,9.0,1588.0,128.0,9.0,68,7,202,6,1,35
CB,25/04/2020,27.0,810.0,69.0,4.0,184,15,181,9,3,103
CE,25/04/2020,0.0,10.0,3.0,0.0,57,0,0,1,0,51
CL,25/04/2020,293.0,7337.0,508.0,29.0,297,61,316,7,2,122
CM,25/04/2020,159.0,8297.0,546.0,59.0,312,59,120,19,21,8
CN,25/04/2020,18.0,826.0,162.0,4.0,92,6,54,9,3,80
CT,25/04/2020,1058.0,23651.0,2496.0,68.0,723,508,2014,87,0,470
EX,25/04/2020,10.0,1354.0,106.0,5.0,241,8,126,1,1,169
GA,25/04/2020,136.0,2623.0,93.0,8.0,91,76,112,8,2,71
IB,25/04/2020,13.0,1017.0,165.0,4.0,63,6,45,1,3,42
MC,25/04/2020,8.0,624.0,97.0,2.0,49,2,3,9,1,29
MD,25/04/2020,534.0,6955.0,939.0,95.0,869,304,1063,66,21,404
ML,25/04/2020,1.0,29.0,2.0,0.0,18,1,15,1,0,14
NC,25/04/2020,23.0,1886.0,128.0,10.0,226,62,56,1,8,128
PV,25/04/2020,134.0,6099.0,504.0,33.0,509,45,327,29,15,152
RI,25/04/2020,39.0,1329.0,82.0,5.0,81,1,51,2,1,43
VC,25/04/2020,55.0,4696.0,618.0,21.0,431,39,317,36,7,221
AN,26/04/2020,121.0,5617.0,638.0,19.0,297,45,150,82,7,148
AR,26/04/2020,59.0,2278.0,243.0,15.0,270,29,125,14,1,220
AS,26/04/2020,9.0,1583.0,128.0,7.0,58,7,231,9,3,48
CB,26/04/2020,27.0,762.0,67.0,5.0,167,6,233,11,2,53
CE,26/04/2020,0.0,10.0,3.0,0.0,29,0,0,1,0,26
CL,26/04/2020,299.0,7174.0,493.0,29.0,292,117,529,25,5,228
CM,26/04/2020,175.0,8303.0,539.0,59.0,312,120,141,40,24,226
