CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,28/04/2020,98.0,5656.0,719.0,13.0,368
AR,28/04/2020,23.0,2402.0,254.0,12.0,214
AS,28/04/2020,9.0,1789.0,135.0,8.0,80
CB,28/04/2020,20.0,995.0,76.0,3.0,168
CE,28/04/2020,0.0,10.0,4.0,0.0,46
CL,28/04/2020,240.0,7695.0,518.0,25.0,146
CM,28/04/2020,96.0,8446.0,569.0,36.0,237
CN,28/04/2020,13.0,871.0,160.0,2.0,75
CT,28/04/2020,635.0,25404.0,2666.0,96.0,924
EX,28/04/2020,8.0,1482.0,106.0,5.0,157
GA,28/04/2020,180.0,1654.0,123.0,11.0,76
IB,28/04/2020,12.0,1058.0,164.0,2.0,56
MC,28/04/2020,1.0,627.0,105.0,1.0,145
MD,28/04/2020,371.0,29089.0,2780.0,80.0,614
ML,28/04/2020,3.0,43.0,3.0,0.0,37
NC,28/04/2020,33.0,1882.0,126.0,2.0,207
PV,28/04/2020,90.0,6427.0,534.0,16.0,465
RI,28/04/2020,17.0,1381.0,85.0,6.0,52
VC,28/04/2020,70.0,5019.0,626.0,10.0,360
AN,29/04/2020,95.0,5536.0,719.0,15.0,411
AR,29/04/2020,23.0,2402.0,253.0,14.0,228
AS,29/04/2020,9.0,1746.0,135.0,8.0,107
CB,29/04/2020,20.0,994.0,73.0,4.0,164
CE,29/04/2020,0.0,10.0,4.0,0.0,48
CL,29/04/2020,248.0,7719.0,515.0,25.0,155
CM,29/04/2020,56.0,8446.0,575.0,38.0,248
CN,29/04/2020,12.0,873.0,160.0,2.0,48
CT,29/04/2020,605.0,25484.0,2657.0,97.0,909
EX,29/04/2020,10.0,1487.0,106.0,5.0,136
GA,29/04/2020,196.0,1647.0,103.0,11.0,82
IB,29/04/2020,11.0,1062.0,164.0,2.0,60
MC,29/04/2020,1.0,627.0,105.0,1.0,143
MD,29/04/2020,313.0,29074.0,2567.0,80.0,606
ML,29/04/2020,3.0,43.0,3.0,0.0,37
NC,29/04/2020,53.0,1871.0,124.0,5.0,184
PV,29/04/2020,88.0,6417.0,534.0,16.0,533
RI,29/04/2020,29.0,1368.0,84.0,7.0,72
VC,29/04/2020,70.0,5004.0,618.0,15.0,425
AN,30/04/2020,126.0,5161.0,717.0,15.0,383
AR,30/04/2020,23.0,2395.0,253.0,11.0,159
AS,30/04/2020,8.0,1764.0,135.0,8.0,85
CB,30/04/2020,24.0,995.0,73.0,2.0,168
CE,30/04/2020,0.0,10.0,4.0,0.0,52
CL,30/04/2020,240.0,7696.0,519.0,25.0,143
CM,30/04/2020,56.0,8443.0,571.0,38.0,285
CN,30/04/2020,12.0,873.0,160.0,2.0,51
CT,30/04/2020,695.0,25398.0,2661.0,87.0,936
EX,30/04/2020,9.0,1485.0,106.0,5.0,148
GA,30/04/2020,197.0,1681.0,105.0,11.0,93
IB,30/04/2020,12.0,1059.0,164.0,2.0,75
MC,30/04/2020,5.0,625.0,105.0,1.0,146
MD,30/04/2020,338.0,31043.0,2798.0,80.0,599
ML,30/04/2020,3.0,43.0,3.0,0.0,43
NC,30/04/2020,31.0,1892.0,124.0,3.0,192
PV,30/04/2020,84.0,6432.0,535.0,16.0,568
RI,30/04/2020,28.0,1368.0,82.0,7.0,80
VC,30/04/2020,46.0,5025.0,609.0,9.0,266
AN,01/05/2020,96.0,4999.0,719.0,15.0,312
AR,01/05/2020,26.0,2341.0,253.0,11.0,125
AS,01/05/2020,9.0,1767.0,130.0,9.0,81
CB,01/05/2020,25.0,993.0,73.0,3.0,127
CE,01/05/2020,0.0,10.0,4.0,0.0,50
CL,01/05/2020,244.0,7696.0,519.0,25.0,187
CM,01/05/2020,56.0,8447.0,574.0,37.0,292
CN,01/05/2020,15.0,853.0,161.0,2.0,69
CT,01/05/2020,714.0,25574.0,2674.0,86.0,792
EX,01/05/2020,9.0,1482.0,106.0,5.0,100
GA,01/05/2020,196.0,1610.0,102.0,11.0,99
IB,01/05/2020,11.0,1058.0,163.0,2.0,63
MC,01/05/2020,2.0,627.0,105.0,1.0,146
MD,01/05/2020,313.0,32238.0,2686.0,78.0,845
ML,01/05/2020,3.0,43.0,3.0,0.0,46
NC,01/05/2020,56.0,1894.0,123.0,2.0,167
PV,01/05/2020,76.0,6440.0,537.0,15.0,412
RI,01/05/2020,28.0,1343.0,79.0,7.0,55
VC,01/05/2020,68.0,5013.0,608.0,14.0,353
AN,02/05/2020,91.0,4993.0,711.0,12.0,311
AR,02/05/2020,23.0,2347.0,252.0,11.0,109
AS,02/05/2020,7.0,1770.0,130.0,6.0,79
CB,02/05/2020,22.0,995.0,73.0,2.0,121
CE,02/05/2020,0.0,10.0,4.0,0.0,55
CL,02/05/2020,217.0,7706.0,496.0,22.0,187
CM,02/05/2020,60.0,8448.0,576.0,37.0,323
CN,02/05/2020,12.0,853.0,160.0,2.0,75
CT,02/05/2020,542.0,25398.0,2659.0,91.0,770
EX,02/05/2020,14.0,1473.0,106.0,5.0,109
GA,02/05/2020,195.0,1634.0,102.0,11.0,89
IB,02/05/2020,9.0,1066.0,163.0,3.0,59
MC,02/05/2020,3.0,625.0,105.0,1.0,152
MD,02/05/2020,338.0,33163.0,2985.0,72.0,825
ML,02/05/2020,3.0,43.0,3.0,0.0,40
NC,02/05/2020,55.0,1893.0,121.0,3.0,147
PV,02/05/2020,60.0,6444.0,538.0,14.0,444
RI,02/05/2020,15.0,1305.0,78.0,6.0,64
VC,02/05/2020,60.0,5031.0,607.0,10.0,237
AN,03/05/2020,74.0,4993.0,720.0,12.0,300
AR,03/05/2020,22.0,2291.0,249.0,11.0,108
AS,03/05/2020,7.0,1769.0,128.0,6.0,70
CB,03/05/2020,24.0,995.0,72.0,3.0,122
CE,03/05/2020,0.0,10.0,4.0,0.0,47
CL,03/05/2020,214.0,7706.0,510.0,22.0,182
CM,03/05/2020,59.0,8454.0,577.0,35.0,273
CN,03/05/2020,12.0,873.0,160.0,2.0,42
CT,03/05/2020,621.0,25053.0,2653.0,110.0,805
EX,03/05/2020,22.0,1476.0,105.0,5.0,109
GA,03/05/2020,196.0,1612.0,103.0,11.0,87
IB,03/05/2020,11.0,1066.0,163.0,3.0,58
MC,03/05/2020,2.0,627.0,105.0,1.0,145
MD,03/05/2020,383.0,32014.0,2985.0,71.0,783
ML,03/05/2020,3.0,43.0,3.0,0.0,29
NC,03/05/2020,42.0,1894.0,121.0,2.0,141
PV,03/05/2020,56.0,6446.0,538.0,13.0,385
RI,03/05/2020,16.0,1305.0,78.0,6.0,58
VC,03/05/2020,44.0,5019.0,607.0,8.0,269
AN,04/05/2020,95.0,4993.0,719.0,12.0,284
AR,04/05/2020,23.0,2238.0,243.0,11.0,131
AS,04/05/2020,7.0,1770.0,126.0,6.0,74
CB,04/05/2020,22.0,995.0,73.0,2.0,113
CE,04/05/2020,0.0,10.0,4.0,0.0,66
CL,04/05/2020,217.0,7706.0,490.0,22.0,143
CM,04/05/2020,59.0,8454.0,577.0,35.0,338
CN,04/05/2020,12.0,848.0,156.0,2.0,117
CT,04/05/2020,613.0,25067.0,2650.0,95.0,797
EX,04/05/2020,14.0,1476.0,106.0,5.0,127
GA,04/05/2020,197.0,1613.0,103.0,11.0,87
IB,04/05/2020,8.0,1066.0,163.0,3.0,58
MC,04/05/2020,3.0,626.0,105.0,2.0,163
MD,04/05/2020,338.0,29998.0,2865.0,74.0,781
ML,04/05/2020,3.0,43.0,3.0,0.0,29
NC,04/05/2020,37.0,1892.0,121.0,3.0,150
PV,04/05/2020,63.0,6446.0,538.0,13.0,305
RI,04/05/2020,16.0,1245.0,79.0,5.0,76
VC,04/05/2020,45.0,5029.0,608.0,13.0,231
