CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,18/04/2020,93,1412,210,47,104
AR,18/04/2020,62,566,105,47,42
AS,18/04/2020,29,411,81,45,40
CB,18/04/2020,70,352,56,36,49
CE,18/04/2020,17,31,38,51,37
CL,18/04/2020,248,1758,108,9,108
CM,18/04/2020,263,2052,149,26,129
CN,18/04/2020,36,256,56,30,35
CT,18/04/2020,536,5627,597,78,300
EX,18/04/2020,49,346,57,23,44
GA,18/04/2020,70,684,85,37,54
IB,18/04/2020,52,301,61,48,46
MC,18/04/2020,24,198,73,41,50
MD,18/04/2020,347,2351,321,77,490
ML,18/04/2020,26,33,38,19,31
NC,18/04/2020,49,526,78,39,55
PV,18/04/2020,154,1509,156,27,182
RI,18/04/2020,48,343,60,41,52
VC,18/04/2020,55,1220,179,44,154
AN,19/04/2020,103,1413,200,45,130
AR,19/04/2020,66,599,104,43,58
AS,19/04/2020,62,479,46,56,43
CB,19/04/2020,70,409,81,52,60
CE,19/04/2020,8,58,51,22,23
CL,19/04/2020,219,1766,103,10,134
CM,19/04/2020,292,2048,154,138,126
CN,19/04/2020,37,255,47,50,43
CT,19/04/2020,791,5628,579,99,489
EX,19/04/2020,45,344,24,40,48
GA,19/04/2020,85,695,85,39,75
IB,19/04/2020,33,237,74,52,64
MC,19/04/2020,19,193,83,41,65
MD,19/04/2020,455,2358,331,77,572
ML,19/04/2020,25,80,52,48,24
NC,19/04/2020,34,515,84,70,59
PV,19/04/2020,159,1510,156,85,216
RI,19/04/2020,46,344,61,41,59
VC,19/04/2020,98,1226,228,61,171
AN,20/04/2020,127,1402,208,24,130
AR,20/04/2020,65,549,105,36,60
AS,20/04/2020,13,438,43,72,45
CB,20/04/2020,67,351,26,37,57
CE,20/04/2020,1,40,79,61,58
CL,20/04/2020,262,1757,133,11,108
CM,20/04/2020,298,2098,156,15,145
CN,20/04/2020,33,260,40,48,38
CT,20/04/2020,715,5614,585,81,435
EX,20/04/2020,67,358,24,5,47
GA,20/04/2020,55,704,99,41,81
IB,20/04/2020,76,421,110,63,64
MC,20/04/2020,25,192,101,41,31
MD,20/04/2020,435,2351,353,76,536
ML,20/04/2020,25,11,0,0,44
NC,20/04/2020,28,493,87,11,65
PV,20/04/2020,159,1501,152,12,216
RI,20/04/2020,46,345,60,41,60
VC,20/04/2020,37,1247,182,43,171
AN,21/04/2020,95,1408,182,29,144
AR,21/04/2020,78,580,105,39,57
AS,21/04/2020,47,464,54,68,46
CB,21/04/2020,65,257,91,60,61
CE,21/04/2020,6,60,54,1,8
CL,21/04/2020,214,1758,124,11,120
CM,21/04/2020,233,2080,162,116,127
CN,21/04/2020,36,272,38,35,58
CT,21/04/2020,642,5632,594,41,333
EX,21/04/2020,48,352,61,50,48
GA,21/04/2020,114,706,90,40,82
IB,21/04/2020,19,237,134,75,67
MC,21/04/2020,49,191,103,43,69
MD,21/04/2020,419,2343,343,78,526
ML,21/04/2020,25,28,65,48,11
NC,21/04/2020,28,476,90,79,56
PV,21/04/2020,177,1501,161,97,228
RI,21/04/2020,46,352,60,43,66
VC,21/04/2020,91,1248,229,93,176
AN,22/04/2020,106,1413,158,19,94
AR,22/04/2020,59,538,103,43,64
AS,22/04/2020,14,441,63,74,46
CB,22/04/2020,68,236,18,39,58
CE,22/04/2020,7,15,39,63,46
CL,22/04/2020,191,1769,107,11,98
CM,22/04/2020,317,2073,169,16,143
CN,22/04/2020,30,291,48,50,60
CT,22/04/2020,618,5650,618,41,327
EX,22/04/2020,88,357,116,32,48
GA,22/04/2020,56,702,92,44,79
IB,22/04/2020,112,410,111,82,66
MC,22/04/2020,12,192,90,41,26
MD,22/04/2020,413,2317,340,78,451
ML,22/04/2020,25,40,0,0,41
NC,22/04/2020,56,460,92,11,56
PV,22/04/2020,159,1502,162,11,215
RI,22/04/2020,45,363,60,42,76
VC,22/04/2020,39,1241,192,45,175
AN,23/04/2020,78,1416,163,40,93
AR,23/04/2020,76,591,103,57,56
AS,23/04/2020,84,467,67,74,45
CB,23/04/2020,66,228,92,78,52
CE,23/04/2020,0,84,41,0,13
CL,23/04/2020,182,1767,121,11,107
CM,23/04/2020,210,2062,154,111,114
CN,23/04/2020,30,307,63,41,38
CT,23/04/2020,720,5672,622,41,303
EX,23/04/2020,49,372,91,44,46
GA,23/04/2020,109,699,93,32,77
IB,23/04/2020,19,240,101,82,66
MC,23/04/2020,41,194,51,44,69
MD,23/04/2020,404,2303,338,77,462
ML,23/04/2020,25,9,55,48,19
NC,23/04/2020,80,454,98,54,56
PV,23/04/2020,170,1507,163,90,209
RI,23/04/2020,46,357,60,41,75
VC,23/04/2020,104,1242,218,121,169
AN,24/04/2020,107,1411,155,32,85
AR,24/04/2020,54,538,102,97,65
AS,24/04/2020,22,427,63,74,44
CB,24/04/2020,66,215,17,43,49
CE,24/04/2020,9,19,44,69,46
CL,24/04/2020,204,1765,126,11,107
CM,24/04/2020,205,2083,147,17,127
CN,24/04/2020,30,310,117,33,33
CT,24/04/2020,608,5628,593,64,282
EX,24/04/2020,89,344,24,3,43
GA,24/04/2020,55,687,95,32,73
IB,24/04/2020,83,426,101,80,66
MC,24/04/2020,3,194,101,42,34
MD,24/04/2020,381,2350,334,77,456
ML,24/04/2020,25,35,0,0,38
NC,24/04/2020,39,452,93,9,62
PV,24/04/2020,170,1492,165,9,178
RI,24/04/2020,47,350,60,40,76
VC,24/04/2020,43,1203,170,57,166
