CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
ML,06/05/2020,1.0,44.0,3.0,0.0,34
NC,06/05/2020,29.0,1916.0,128.0,8.0,62
PV,06/05/2020,91.0,6579.0,542.0,15.0,266
RI,06/05/2020,14.0,1270.0,83.0,2.0,46
VC,06/05/2020,67.0,4966.0,666.0,16.0,159
AN,07/05/2020,67.0,5639.0,725.0,20.0,258
AR,07/05/2020,32.0,2331.0,229.0,9.0,39
AS,07/05/2020,6.0,1925.0,126.0,2.0,32
CB,07/05/2020,15.0,1007.0,76.0,1.0,71
CE,07/05/2020,0.0,10.0,4.0,0.0,34
CL,07/05/2020,166.0,7935.0,528.0,19.0,98
CM,07/05/2020,70.0,8566.0,592.0,33.0,126
CN,07/05/2020,13.0,856.0,170.0,2.0,25
CT,07/05/2020,457.0,26491.0,2748.0,80.0,291
EX,07/05/2020,22.0,1543.0,108.0,5.0,67
GA,07/05/2020,99.0,2722.0,252.0,16.0,180
IB,07/05/2020,10.0,1083.0,163.0,4.0,120
MC,07/05/2020,4.0,636.0,108.0,1.0,60
MD,07/05/2020,315.0,40105.0,3353.0,55.0,387
ML,07/05/2020,1.0,44.0,3.0,0.0,6
NC,07/05/2020,30.0,1875.0,128.0,7.0,66
PV,07/05/2020,92.0,6582.0,538.0,18.0,222
RI,07/05/2020,17.0,1266.0,83.0,2.0,37
VC,07/05/2020,34.0,4962.0,667.0,12.0,178
