CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,23/04/2020,117.0,5569.0,662.0,27.0,142
AR,23/04/2020,83.0,2288.0,243.0,19.0,139
AS,23/04/2020,11.0,1663.0,127.0,10.0,48
CB,23/04/2020,31.0,939.0,78.0,6.0,86
CE,23/04/2020,0.0,9.0,4.0,0.0,23
CL,23/04/2020,299.0,7315.0,503.0,30.0,111
CM,23/04/2020,165.0,8238.0,538.0,55.0,101
CN,23/04/2020,23.0,842.0,158.0,1.0,65
CT,23/04/2020,762.0,23478.0,2456.0,105.0,345
EX,23/04/2020,13.0,1344.0,103.0,6.0,98
GA,23/04/2020,161.0,2673.0,105.0,7.0,61
IB,23/04/2020,18.0,997.0,165.0,4.0,42
MC,23/04/2020,7.0,622.0,103.0,2.0,45
MD,23/04/2020,643.0,7337.0,982.0,111.0,385
ML,23/04/2020,1.0,42.0,3.0,0.0,35
NC,23/04/2020,53.0,1879.0,128.0,9.0,86
PV,23/04/2020,131.0,6209.0,494.0,36.0,207
RI,23/04/2020,26.0,1310.0,81.0,6.0,48
VC,23/04/2020,57.0,4682.0,637.0,18.0,179
AN,24/04/2020,140.0,5559.0,663.0,31.0,116
AR,24/04/2020,84.0,2261.0,240.0,22.0,140
AS,24/04/2020,12.0,1658.0,126.0,10.0,56
CB,24/04/2020,23.0,937.0,73.0,5.0,122
CE,24/04/2020,0.0,8.0,3.0,0.0,19
CL,24/04/2020,303.0,7315.0,501.0,31.0,112
CM,24/04/2020,152.0,8264.0,540.0,55.0,89
CN,24/04/2020,15.0,845.0,147.0,1.0,52
CT,24/04/2020,942.0,23490.0,2462.0,106.0,335
EX,24/04/2020,13.0,1344.0,103.0,6.0,95
GA,24/04/2020,157.0,2689.0,102.0,8.0,36
IB,24/04/2020,19.0,1006.0,165.0,5.0,44
MC,24/04/2020,7.0,621.0,100.0,3.0,45
MD,24/04/2020,705.0,7351.0,982.0,113.0,394
ML,24/04/2020,1.0,34.0,2.0,0.0,44
NC,24/04/2020,45.0,1845.0,128.0,9.0,90
PV,24/04/2020,110.0,6173.0,493.0,35.0,187
RI,24/04/2020,26.0,1319.0,81.0,6.0,48
VC,24/04/2020,57.0,4664.0,629.0,18.0,186
AN,25/04/2020,135.0,5545.0,645.0,25.0,133
AR,25/04/2020,79.0,2246.0,233.0,20.0,138
AS,25/04/2020,12.0,1560.0,125.0,10.0,66
CB,25/04/2020,23.0,898.0,70.0,5.0,129
CE,25/04/2020,0.0,8.0,3.0,0.0,31
CL,25/04/2020,325.0,7312.0,502.0,30.0,96
CM,25/04/2020,106.0,8265.0,540.0,54.0,116
