CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,21/04/2020,125.0,5459.0,688.0,13.0,96
AR,21/04/2020,67.0,2074.0,252.0,18.0,70
AS,21/04/2020,14.0,1472.0,119.0,5.0,35
CB,21/04/2020,31.0,930.0,77.0,7.0,49
CE,21/04/2020,0.0,8.0,4.0,0.0,39
CL,21/04/2020,197.0,7084.0,489.0,30.0,91
CM,21/04/2020,300.0,8164.0,527.0,52.0,129
CN,21/04/2020,18.0,828.0,160.0,2.0,63
CT,21/04/2020,1068.0,22420.0,2396.0,119.0,347
EX,21/04/2020,24.0,1275.0,98.0,8.0,55
GA,21/04/2020,133.0,2561.0,106.0,9.0,54
IB,21/04/2020,17.0,968.0,160.0,5.0,34
MC,21/04/2020,5.0,593.0,92.0,2.0,60
MD,21/04/2020,493.0,8125.0,1095.0,112.0,414
ML,21/04/2020,1.0,44.0,3.0,0.0,28
NC,21/04/2020,32.0,1813.0,127.0,16.0,58
PV,21/04/2020,66.0,5966.0,476.0,28.0,142
RI,21/04/2020,26.0,1285.0,80.0,9.0,45
VC,21/04/2020,94.0,4821.0,639.0,17.0,129
AN,22/04/2020,162.0,5300.0,656.0,18.0,122
AR,22/04/2020,67.0,2006.0,254.0,18.0,43
AS,22/04/2020,12.0,1477.0,119.0,5.0,34
CB,22/04/2020,35.0,930.0,76.0,6.0,53
CE,22/04/2020,0.0,8.0,4.0,0.0,40
CL,22/04/2020,183.0,6968.0,469.0,30.0,94
CM,22/04/2020,199.0,8162.0,527.0,54.0,106
CN,22/04/2020,20.0,827.0,158.0,2.0,68
CT,22/04/2020,861.0,22367.0,2396.0,92.0,362
EX,22/04/2020,19.0,1247.0,97.0,7.0,55
GA,22/04/2020,129.0,2547.0,107.0,9.0,53
IB,22/04/2020,17.0,965.0,160.0,6.0,37
MC,22/04/2020,10.0,597.0,91.0,2.0,67
MD,22/04/2020,555.0,8135.0,1073.0,114.0,408
ML,22/04/2020,1.0,44.0,3.0,0.0,18
NC,22/04/2020,35.0,1799.0,128.0,16.0,77
PV,22/04/2020,111.0,5490.0,472.0,28.0,160
RI,22/04/2020,28.0,1276.0,80.0,8.0,45
VC,22/04/2020,115.0,4825.0,633.0,15.0,142
AN,23/04/2020,109.0,5309.0,658.0,13.0,94
AR,23/04/2020,78.0,2046.0,242.0,18.0,57
AS,23/04/2020,14.0,1455.0,118.0,5.0,33
CB,23/04/2020,43.0,928.0,76.0,7.0,46
CE,23/04/2020,0.0,8.0,4.0,0.0,40
CL,23/04/2020,176.0,7102.0,487.0,30.0,93
CM,23/04/2020,302.0,8158.0,525.0,55.0,130
CN,23/04/2020,24.0,827.0,152.0,2.0,77
CT,23/04/2020,971.0,22415.0,2400.0,118.0,321
EX,23/04/2020,18.0,1260.0,97.0,8.0,60
GA,23/04/2020,129.0,2540.0,109.0,8.0,45
IB,23/04/2020,16.0,962.0,159.0,5.0,36
MC,23/04/2020,5.0,598.0,88.0,2.0,66
MD,23/04/2020,564.0,8125.0,1020.0,114.0,395
ML,23/04/2020,1.0,39.0,3.0,0.0,2
NC,23/04/2020,35.0,1779.0,128.0,16.0,95
PV,23/04/2020,73.0,5492.0,472.0,27.0,198
RI,23/04/2020,26.0,1271.0,79.0,8.0,45
VC,23/04/2020,120.0,4615.0,633.0,16.0,164
AN,24/04/2020,134.0,5317.0,647.0,23.0,111
AR,24/04/2020,78.0,2039.0,239.0,17.0,42
AS,24/04/2020,18.0,1383.0,118.0,5.0,36
CB,24/04/2020,38.0,894.0,72.0,6.0,51
CE,24/04/2020,0.0,8.0,3.0,0.0,40
CL,24/04/2020,169.0,7093.0,466.0,30.0,94
CM,24/04/2020,213.0,8167.0,520.0,52.0,130
CN,24/04/2020,18.0,827.0,153.0,2.0,62
CT,24/04/2020,1094.0,22420.0,2396.0,118.0,254
EX,24/04/2020,18.0,1266.0,97.0,8.0,50
GA,24/04/2020,129.0,2545.0,108.0,9.0,43
IB,24/04/2020,14.0,951.0,159.0,6.0,41
MC,24/04/2020,5.0,596.0,86.0,3.0,72
MD,24/04/2020,542.0,8101.0,1010.0,115.0,398
ML,24/04/2020,1.0,33.0,2.0,0.0,12
NC,24/04/2020,37.0,1741.0,127.0,16.0,85
PV,24/04/2020,88.0,5471.0,472.0,28.0,197
RI,24/04/2020,26.0,1285.0,79.0,9.0,44
VC,24/04/2020,84.0,4558.0,624.0,17.0,162
AN,25/04/2020,132.0,5328.0,647.0,20.0,77
AR,25/04/2020,76.0,1997.0,232.0,19.0,68
AS,25/04/2020,19.0,1318.0,117.0,5.0,34
CB,25/04/2020,38.0,776.0,66.0,6.0,48
CE,25/04/2020,0.0,8.0,3.0,0.0,40
CL,25/04/2020,183.0,7065.0,482.0,29.0,91
CM,25/04/2020,199.0,8157.0,521.0,55.0,127
CN,25/04/2020,19.0,827.0,153.0,2.0,54
CT,25/04/2020,998.0,22430.0,2400.0,85.0,247
EX,25/04/2020,29.0,1267.0,97.0,7.0,34
GA,25/04/2020,123.0,2550.0,106.0,9.0,39
IB,25/04/2020,14.0,961.0,159.0,5.0,29
MC,25/04/2020,5.0,596.0,85.0,3.0,63
MD,25/04/2020,497.0,8089.0,998.0,117.0,349
ML,25/04/2020,1.0,33.0,2.0,0.0,18
NC,25/04/2020,38.0,1712.0,126.0,17.0,48
PV,25/04/2020,88.0,5492.0,469.0,26.0,170
RI,25/04/2020,28.0,1276.0,79.0,8.0,44
VC,25/04/2020,58.0,4631.0,615.0,17.0,122
AN,26/04/2020,107.0,5343.0,643.0,13.0,86
AR,26/04/2020,78.0,2046.0,238.0,19.0,40
AS,26/04/2020,15.0,1318.0,118.0,5.0,30
CB,26/04/2020,38.0,750.0,64.0,6.0,50
CE,26/04/2020,0.0,8.0,3.0,0.0,41
CL,26/04/2020,162.0,7072.0,464.0,29.0,88
CM,26/04/2020,218.0,8164.0,519.0,52.0,137
CN,26/04/2020,20.0,827.0,151.0,2.0,54
CT,26/04/2020,1332.0,22297.0,2397.0,132.0,264
EX,26/04/2020,29.0,1265.0,97.0,7.0,35
GA,26/04/2020,125.0,2556.0,107.0,9.0,26
IB,26/04/2020,16.0,962.0,160.0,4.0,78
MC,26/04/2020,5.0,596.0,85.0,3.0,82
MD,26/04/2020,537.0,9866.0,1149.0,160.0,371
ML,26/04/2020,1.0,32.0,2.0,0.0,16
NC,26/04/2020,40.0,1725.0,126.0,19.0,80
PV,26/04/2020,62.0,5485.0,469.0,26.0,101
RI,26/04/2020,28.0,1285.0,78.0,9.0,41
VC,26/04/2020,54.0,4547.0,581.0,14.0,75
AN,27/04/2020,107.0,5343.0,643.0,13.0,62
AR,27/04/2020,78.0,1994.0,233.0,19.0,63
AS,27/04/2020,16.0,1327.0,117.0,5.0,34
CB,27/04/2020,50.0,749.0,64.0,6.0,43
CE,27/04/2020,0.0,8.0,3.0,0.0,40
CL,27/04/2020,162.0,7072.0,462.0,29.0,89
CM,27/04/2020,218.0,8164.0,504.0,51.0,164
CN,27/04/2020,18.0,827.0,153.0,2.0,74
CT,27/04/2020,944.0,22415.0,2395.0,94.0,354
EX,27/04/2020,18.0,1266.0,97.0,8.0,34
GA,27/04/2020,123.0,2549.0,106.0,9.0,25
IB,27/04/2020,14.0,960.0,159.0,5.0,6
MC,27/04/2020,5.0,596.0,86.0,3.0,79
MD,27/04/2020,543.0,9866.0,1146.0,160.0,440
ML,27/04/2020,1.0,32.0,2.0,0.0,14
NC,27/04/2020,40.0,1723.0,125.0,19.0,88
PV,27/04/2020,59.0,5486.0,468.0,23.0,130
RI,27/04/2020,27.0,1285.0,80.0,8.0,44
VC,27/04/2020,54.0,4550.0,576.0,14.0,95
