CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AS,03/05/2020,13.0,1884.0,128.0,5.0,87
CB,03/05/2020,29.0,999.0,75.0,2.0,150
CE,03/05/2020,0.0,10.0,4.0,0.0,13
CL,03/05/2020,203.0,7866.0,518.0,19.0,240
CM,03/05/2020,67.0,8539.0,588.0,29.0,321
CN,03/05/2020,6.0,903.0,174.0,1.0,27
CT,03/05/2020,558.0,26171.0,2739.0,100.0,984
EX,03/05/2020,22.0,1516.0,106.0,6.0,173
GA,03/05/2020,65.0,2545.0,207.0,32.0,842
IB,03/05/2020,16.0,1066.0,163.0,3.0,96
MC,03/05/2020,6.0,634.0,107.0,0.0,106
MD,03/05/2020,376.0,39849.0,3270.0,65.0,919
ML,03/05/2020,0.0,44.0,3.0,0.0,46
NC,03/05/2020,32.0,1921.0,125.0,5.0,131
PV,03/05/2020,69.0,6515.0,539.0,16.0,419
RI,03/05/2020,13.0,1291.0,84.0,4.0,119
VC,03/05/2020,47.0,4800.0,639.0,10.0,274
AN,04/05/2020,79.0,5163.0,716.0,17.0,461
AR,04/05/2020,33.0,2228.0,242.0,6.0,150
AS,04/05/2020,13.0,1885.0,128.0,6.0,100
CB,04/05/2020,30.0,999.0,76.0,1.0,144
CE,04/05/2020,0.0,10.0,4.0,0.0,25
CL,04/05/2020,206.0,7866.0,518.0,19.0,258
CM,04/05/2020,67.0,8539.0,588.0,29.0,233
CN,04/05/2020,6.0,906.0,174.0,1.0,40
CT,04/05/2020,431.0,26214.0,2731.0,82.0,1017
EX,04/05/2020,18.0,1516.0,108.0,5.0,176
GA,04/05/2020,65.0,2545.0,225.0,31.0,798
IB,04/05/2020,16.0,1070.0,163.0,3.0,98
MC,04/05/2020,5.0,634.0,107.0,0.0,127
MD,04/05/2020,376.0,39869.0,3273.0,68.0,993
ML,04/05/2020,0.0,44.0,3.0,0.0,45
NC,04/05/2020,29.0,1921.0,125.0,5.0,127
PV,04/05/2020,78.0,6515.0,535.0,16.0,375
RI,04/05/2020,15.0,1240.0,84.0,3.0,117
VC,04/05/2020,50.0,4805.0,640.0,16.0,417
AN,05/05/2020,78.0,5167.0,716.0,18.0,465
AR,05/05/2020,38.0,2225.0,238.0,6.0,152
AS,05/05/2020,13.0,1885.0,126.0,6.0,101
CB,05/05/2020,29.0,967.0,76.0,1.0,150
CE,05/05/2020,0.0,10.0,4.0,0.0,79
CL,05/05/2020,199.0,7872.0,525.0,19.0,255
CM,05/05/2020,67.0,8539.0,587.0,32.0,250
CN,05/05/2020,7.0,867.0,167.0,1.0,66
CT,05/05/2020,601.0,26172.0,2735.0,79.0,1029
EX,05/05/2020,21.0,1517.0,108.0,6.0,171
GA,05/05/2020,65.0,2545.0,191.0,32.0,903
IB,05/05/2020,16.0,1070.0,163.0,3.0,125
MC,05/05/2020,5.0,634.0,107.0,0.0,111
MD,05/05/2020,398.0,39875.0,3254.0,68.0,986
ML,05/05/2020,0.0,44.0,3.0,0.0,44
NC,05/05/2020,29.0,1922.0,125.0,5.0,134
PV,05/05/2020,68.0,6516.0,540.0,19.0,458
RI,05/05/2020,17.0,1215.0,84.0,3.0,122
VC,05/05/2020,51.0,4801.0,640.0,14.0,380
AN,06/05/2020,77.0,5138.0,716.0,18.0,518
AR,06/05/2020,40.0,2210.0,229.0,6.0,160
AS,06/05/2020,13.0,1885.0,125.0,6.0,105
CB,06/05/2020,24.0,967.0,76.0,1.0,147
CE,06/05/2020,0.0,10.0,4.0,0.0,81
CL,06/05/2020,199.0,7872.0,525.0,19.0,255
CM,06/05/2020,67.0,8539.0,588.0,29.0,337
CN,06/05/2020,7.0,864.0,167.0,1.0,112
CT,06/05/2020,421.0,26172.0,2728.0,80.0,1001
EX,06/05/2020,17.0,1526.0,108.0,5.0,163
GA,06/05/2020,65.0,2545.0,209.0,31.0,763
IB,06/05/2020,16.0,1075.0,162.0,3.0,110
MC,06/05/2020,4.0,634.0,107.0,0.0,95
MD,06/05/2020,398.0,39930.0,3257.0,68.0,1001
ML,06/05/2020,0.0,44.0,3.0,0.0,44
NC,06/05/2020,30.0,1880.0,125.0,8.0,127
PV,06/05/2020,65.0,6517.0,539.0,17.0,537
RI,06/05/2020,17.0,1207.0,84.0,3.0,118
VC,06/05/2020,81.0,4802.0,640.0,18.0,405
