CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
MD,25/02/2020,1,0,0,0,0
ML,25/02/2020,0,0,0,0,0
NC,25/02/2020,0,0,0,0,0
PV,25/02/2020,0,0,0,0,0
RI,25/02/2020,0,0,0,0,0
VC,25/02/2020,1,58,2,0,0
AN,26/02/2020,1,0,0,0,0
AR,26/02/2020,0,0,0,0,0
AS,26/02/2020,0,0,0,0,0
CB,26/02/2020,0,0,0,0,0
CE,26/02/2020,0,0,0,0,0
CL,26/02/2020,0,0,0,0,0
CM,26/02/2020,0,0,0,0,0
CN,26/02/2020,1,0,0,0,0
CT,26/02/2020,1,0,0,0,0
EX,26/02/2020,0,0,0,0,0
GA,26/02/2020,0,0,0,0,0
IB,26/02/2020,0,0,0,0,0
MC,26/02/2020,0,0,0,0,0
MD,26/02/2020,4,0,0,0,0
ML,26/02/2020,0,0,0,0,0
NC,26/02/2020,0,0,0,0,0
PV,26/02/2020,0,0,0,0,0
RI,26/02/2020,0,0,0,0,0
VC,26/02/2020,1,63,3,0,0
AN,27/02/2020,5,0,0,0,0
AR,27/02/2020,0,0,0,0,0
AS,27/02/2020,0,0,0,0,0
CB,27/02/2020,0,0,0,0,0
CE,27/02/2020,0,0,0,0,0
CL,27/02/2020,2,0,0,0,0
CM,27/02/2020,0,0,0,0,0
CN,27/02/2020,0,0,0,0,0
CT,27/02/2020,1,0,0,0,0
EX,27/02/2020,0,0,0,0,0
GA,27/02/2020,0,0,0,0,0
IB,27/02/2020,0,0,0,0,0
MC,27/02/2020,0,0,0,0,0
MD,27/02/2020,4,0,0,0,0
ML,27/02/2020,0,0,0,0,0
NC,27/02/2020,0,0,0,0,0
PV,27/02/2020,0,0,0,0,0
RI,27/02/2020,0,0,0,0,0
VC,27/02/2020,6,73,3,0,0
AN,28/02/2020,2,0,0,0,0
AR,28/02/2020,0,0,0,0,0
AS,28/02/2020,0,0,0,0,0
CB,28/02/2020,0,0,0,0,0
CE,28/02/2020,0,0,0,0,0
CL,28/02/2020,0,0,0,0,0
CM,28/02/2020,0,0,0,0,0
CN,28/02/2020,0,0,0,0,0
CT,28/02/2020,2,0,0,0,0
EX,28/02/2020,0,0,0,0,0
GA,28/02/2020,0,0,0,0,0
IB,28/02/2020,1,0,0,0,0
MC,28/02/2020,0,0,0,0,0
MD,28/02/2020,10,0,0,0,0
ML,28/02/2020,0,0,0,0,0
NC,28/02/2020,0,0,0,0,0
PV,28/02/2020,2,0,0,0,0
RI,28/02/2020,0,0,0,0,0
VC,28/02/2020,2,78,3,0,0
AN,29/02/2020,4,0,0,0,0
AR,29/02/2020,0,0,0,0,0
AS,29/02/2020,1,0,0,0,0
CB,29/02/2020,1,0,0,0,0
CE,29/02/2020,0,0,0,0,0
CL,29/02/2020,1,0,0,0,0
CM,29/02/2020,1,0,0,0,0
CN,29/02/2020,1,0,0,0,0
CT,29/02/2020,1,0,0,0,0
EX,29/02/2020,4,0,0,0,0
GA,29/02/2020,0,0,0,0,0
IB,29/02/2020,0,0,0,0,0
MC,29/02/2020,0,0,0,0,0
MD,29/02/2020,7,0,0,0,0
ML,29/02/2020,0,0,0,0,0
NC,29/02/2020,1,0,0,0,0
PV,29/02/2020,1,0,0,0,0
RI,29/02/2020,0,0,0,0,0
VC,29/02/2020,5,85,3,0,0
AN,01/03/2020,0,0,0,0,0
AR,01/03/2020,0,0,0,0,0
AS,01/03/2020,0,0,0,0,0
CB,01/03/2020,9,0,0,0,0
CE,01/03/2020,0,0,0,0,0
CL,01/03/2020,0,0,0,0,0
CM,01/03/2020,2,0,0,0,0
CN,01/03/2020,0,0,0,0,0
CT,01/03/2020,9,0,0,0,0
EX,01/03/2020,2,0,0,0,0
GA,01/03/2020,0,0,0,0,0
IB,01/03/2020,0,0,0,0,0
MC,01/03/2020,0,0,0,0,0
MD,01/03/2020,25,0,0,0,0
ML,01/03/2020,0,0,0,0,0
NC,01/03/2020,0,0,0,0,0
PV,01/03/2020,6,0,0,0,0
RI,01/03/2020,1,0,0,0,0
VC,01/03/2020,0,88,3,0,0
AN,02/03/2020,0,0,0,0,0
AR,02/03/2020,0,0,0,0,0
AS,02/03/2020,0,0,0,0,0
CB,02/03/2020,0,0,0,0,0
CE,02/03/2020,0,0,0,0,0
CL,02/03/2020,5,0,0,0,0
CM,02/03/2020,4,0,0,0,0
CN,02/03/2020,0,0,0,0,0
CT,02/03/2020,0,0,0,0,0
