CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,29/04/2020,59.956,75.9047,83.755,83.4132,59.9678,106.0,5151.0,588.0,36.0,351.0
AN,30/04/2020,57.4687,99.4956,169.8455,83.7081,71.2019,16.0,2009.0,122.0,54.0,4.0
AN,01/05/2020,61.5235,89.35799999999999,193.5777,84.4088,47.6855,13.0,1343.0,77.0,82.0,12.0
AN,02/05/2020,60.4724,59.9996,127.6487,84.4082,42.3029,29.0,813.0,25.0,78.0,5.0
AN,03/05/2020,61.1514,22.6067,66.53,84.4101,51.7462,48.0,780.0,90.0,81.0,0.0
AN,04/05/2020,61.0673,22.9324,18.9463,84.4101,20.1011,39.0,868.0,59.0,79.0,59.0
AN,05/05/2020,61.103,24.1143,0.0,84.4101,50.4429,410.0,7963.0,503.0,43.0,330.0
AR,29/04/2020,67.7994,66.5262,45.6877,65.503,69.3976,616.0,6383.0,262.0,30.0,135.0
AR,30/04/2020,71.5335,63.9637,112.134,64.4938,69.6972,778.0,20490.0,2140.0,101.0,412.0
AR,01/05/2020,64.3865,64.498,1.8418,67.1335,69.7365,64.0,55.0,3.0,67.0,58.0
AR,02/05/2020,80.2319,66.8328,124.0977,67.3636,69.8626,111.0,4458.0,501.0,40.0,273.0
AR,03/05/2020,67.6634,68.1452,1.3901,66.1366,69.816,67.0,1118.0,106.0,49.0,35.0
AR,04/05/2020,70.4276,67.0926,138.5187,65.827,69.9014,95.0,2427.0,15.0,54.0,16.0
AR,05/05/2020,65.3126,65.2588,1.6263,66.7587,69.8345,828.0,9588.0,1205.0,87.0,989.0
AS,29/04/2020,92.115,26.0044,86.7831,71.9058,94.3664,91.0,17.0,83.0,71.0,91.0
AS,30/04/2020,122.4973,0.0,185.8431,77.9463,108.7545,106.0,575.0,88.0,75.0,105.0
AS,01/05/2020,120.6855,0.0,161.9483,96.2705,130.6305,18.0,1752.0,37.0,87.0,93.0
AS,02/05/2020,84.0194,0.0,104.0745,106.4008,130.1942,105.0,5863.0,374.0,52.0,255.0
AS,03/05/2020,69.0647,36.9552,0.0,105.9429,130.7513,13.0,1171.0,75.0,94.0,61.0
AS,04/05/2020,83.837,53.5399,0.0,90.2678,130.7484,4.0,5245.0,675.0,62.0,26.0
AS,05/05/2020,116.8612,72.3603,0.0,98.1481,130.7498,38.0,2079.0,240.0,79.0,96.0
IB,29/04/2020,137.5356,52.1853,71.4514,65.4245,141.4759,117.0,1422.0,47.0,59.0,118.0
IB,30/04/2020,0.0,109.4091,74.5689,62.5677,170.2068,31.0,796.0,78.0,59.0,150.0
IB,01/05/2020,103.8858,0.0,69.9459,61.5279,145.3256,82.0,811.0,90.0,57.0,88.0
IB,02/05/2020,0.0,27.5003,54.5333,61.8424,119.7432,39.0,876.0,24.0,54.0,51.0
IB,03/05/2020,35.9453,49.8746,12.9459,62.2718,126.2397,811.0,7969.0,499.0,6.0,96.0
IB,04/05/2020,0.0,20.8617,68.7857,62.3822,170.5973,523.0,6498.0,229.0,33.0,29.0
IB,05/05/2020,0.0,35.7384,91.3736,62.3675,144.3025,962.0,21207.0,2214.0,72.0,682.0
CN,29/04/2020,56.5207,61.8753,67.9974,54.7438,58.7826,56.0,52.0,63.0,54.0,55.0
CN,30/04/2020,51.214,65.2451,66.7008,75.4483,27.788,51.0,4540.0,566.0,48.0,295.0
CN,01/05/2020,41.0857,62.3679,65.4731,46.2547,0.0,34.0,1150.0,42.0,33.0,58.0
CN,02/05/2020,23.3944,62.9885,64.1272,81.8842,0.0,117.0,2473.0,53.0,71.0,73.0
CN,03/05/2020,0.0,63.0546,62.1066,34.666,0.0,834.0,9078.0,1092.0,96.0,945.0
CN,04/05/2020,0.6751199999999999,62.8676,57.9308,86.5421,46.4551,1.0,18.0,54.0,86.0,43.0
CN,05/05/2020,12.5505,62.9279,50.1859,47.188,119.8851,4.0,523.0,49.0,46.0,90.0
CB,29/04/2020,82.7328,79.6978,67.8825,0.0,62.0869,3.0,1702.0,57.0,77.0,15.0
CB,30/04/2020,126.344,59.4558,71.41,7.5367,83.6176,74.0,5880.0,413.0,29.0,248.0
CB,01/05/2020,164.1242,35.2685,63.9247,47.1573,29.3844,156.0,1191.0,13.0,42.0,46.0
CB,02/05/2020,156.3521,113.1823,72.82,109.1394,91.4812,56.0,5228.0,605.0,82.0,67.0
CB,03/05/2020,155.9644,0.0,57.5298,0.0,82.9304,93.0,2180.0,186.0,39.0,82.0
CB,04/05/2020,155.9993,70.3449,59.4631,17.6908,88.8672,133.0,1450.0,60.0,4.0,58.0
CB,05/05/2020,156.0002,7.5594,62.0763,67.942,60.2775,100.0,930.0,95.0,53.0,40.0
CM,29/04/2020,65.9795,74.7676,57.1539,79.3476,111.2775,39.0,748.0,103.0,75.0,56.0
CM,30/04/2020,65.7324,84.5044,72.3996,100.7012,124.8616,41.0,827.0,6.0,95.0,100.0
