CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,19/04/2020,57.6728,47.6365,63.223,7.3259,47.6599,37,5426,627,13,66
AR,19/04/2020,40.6213,69.3566,58.8254,37.162,20.874000000000002,6,2175,190,19,17
AS,19/04/2020,0.0,75.995,58.5458,46.6198,46.4685,9,1524,64,42,43
CB,19/04/2020,59.1808,69.8349,13.5742,44.0645,64.9902,50,894,148,42,52
CE,19/04/2020,68.1197,65.2686,30.6325,31.8193,28.4207,48,761,133,31,4
CL,19/04/2020,77.4756,29.3415,62.9839,56.5325,0.0,53,905,16,51,16
CM,19/04/2020,44.3734,28.5062,51.2881,37.5209,95.3154,93,8145,480,21,120
CN,19/04/2020,53.1021,55.9039,59.215,57.6992,65.8801,84,7025,442,22,39
CT,19/04/2020,88.9442,45.0658,86.6605,66.9158,41.3421,1140,22330,2323,10,202
EX,19/04/2020,34.9803,74.5436,27.5311,0.0,47.7284,34,65,23,0,32
GA,19/04/2020,54.479,62.54600000000001,20.9672,87.8335,66.3628,3,4765,626,73,16
IB,19/04/2020,54.4152,47.3472,36.5738,53.4108,51.4295,35,1259,71,48,40
MC,19/04/2020,41.7975,63.2281,71.7802,47.0727,65.6692,73,2546,37,41,53
MD,19/04/2020,12.3906,0.0,64.3996,37.7407,59.8602,194,8191,1047,75,390
ML,19/04/2020,60.64,69.5655,62.5408,57.1183,54.8688,60,25,59,57,52
NC,19/04/2020,57.9173,41.5093,52.0419,64.6253,68.0296,55,571,51,63,58
PV,19/04/2020,42.2057,65.9822,54.5387,67.8661,61.9845,6,1791,74,51,70
RI,19/04/2020,59.2908,48.8158,52.864,57.2246,71.959,1,6061,449,38,81
VC,19/04/2020,57.9548,53.6637,49.8325,55.7666,29.2438,29,1229,30,47,12
AN,20/04/2020,62.1269,70.633,71.3143,0.0,69.2801,46,5439,621,4,113
AR,20/04/2020,49.2103,69.5519,58.7145,33.4428,85.2495,19,2202,192,27,81
AS,20/04/2020,132.6784,72.6615,57.1233,14.4524,44.1299,122,1554,65,12,27
CB,20/04/2020,58.1697,36.3597,0.0,86.0007,77.0126,40,950,161,82,77
CE,20/04/2020,68.969,65.178,79.7918,23.1889,90.7866,50,772,85,22,25
CL,20/04/2020,67.1841,0.0,73.6018,71.1801,157.5562,42,948,5,64,137
CM,20/04/2020,27.7201,48.0328,27.324,42.7651,34.1234,184,8151,507,12,30
CN,20/04/2020,63.7754,55.8306,59.1062,55.9234,72.5987,107,7119,444,27,9
CT,20/04/2020,53.8477,52.2384,114.5038,67.0086,0.0,1383,22744,2323,76,512
EX,20/04/2020,3.658,56.3623,3.1976,47.6336,33.9418,3,47,1,47,33
GA,20/04/2020,62.6233,70.3812,24.9709,103.1579,59.7341,20,4796,624,93,31
IB,20/04/2020,50.1313,50.7136,59.4415,80.741,66.221,50,1277,48,72,3
MC,20/04/2020,28.008000000000003,66.1557,90.4238,30.1773,61.3885,141,2586,11,22,21
MD,20/04/2020,75.0999,0.0,48.2902,62.9098,57.5745,532,7930,1028,47,458
ML,20/04/2020,66.6746,57.3147,62.4414,53.857,45.4809,65,13,59,53,45
NC,20/04/2020,61.7614,63.6473,59.3777,94.2944,94.2305,56,551,45,91,54
PV,20/04/2020,52.8786,51.4669,54.7956,64.5136,69.083,26,1826,74,52,2
RI,20/04/2020,57.3459,40.613,59.3799,56.6497,71.4913,3,6101,448,34,82
VC,20/04/2020,61.6255,53.1708,42.0802,53.7276,0.0,41,1244,39,44,33
AN,21/04/2020,51.9997,17.3288,76.9351,0.0,52.5635,80,5548,620,33,106
AR,21/04/2020,38.5069,69.5792,58.728,42.2086,0.0,39,2235,194,29,348
AS,21/04/2020,76.4548,78.9718,57.2812,0.0,48.2384,62,1587,71,9,22
CB,21/04/2020,57.9546,105.0313,16.929000000000002,12.1891,73.67,36,900,150,9,61
CE,21/04/2020,64.9772,65.0028,0.0,44.8539,0.0,55,776,164,43,49
CL,21/04/2020,78.6106,0.0,78.385,47.3032,0.0,64,956,0,45,72
CM,21/04/2020,50.2723,52.8912,75.157,74.9648,126.4398,67,8191,462,9,31
CN,21/04/2020,50.5785,55.8173,59.0759,53.835,92.3771,140,7209,446,20,93
CT,21/04/2020,155.2024,59.0695,114.5349,87.26299999999999,0.0,535,23236,2346,8,643
EX,21/04/2020,7.7316,136.39700000000002,0.0,21.8581,38.8555,7,127,4,21,35
GA,21/04/2020,36.7725,95.1606,0.0,107.2577,88.5959,39,4801,649,90,204
IB,21/04/2020,40.8694,60.465,48.637,37.9577,42.4986,40,1289,59,30,88
MC,21/04/2020,0.0,66.6405,118.1883,32.9253,84.0922,166,2608,22,24,47
MD,21/04/2020,19.3571,0.0,103.8159,42.3929,60.8536,570,7464,921,75,695
ML,21/04/2020,87.2953,75.5296,62.428999999999995,53.7259,20.0559,87,31,59,53,16
NC,21/04/2020,55.7418,69.9504,49.8706,81.9706,95.4492,45,553,55,78,36
PV,21/04/2020,27.783,88.1697,52.4244,61.7646,74.6851,29,1806,76,57,52
RI,21/04/2020,52.1541,42.0063,46.7378,53.628,88.9516,79,6159,467,32,286
VC,21/04/2020,52.0904,54.4049,52.7151,50.6412,0.0,32,1264,29,46,33
AN,22/04/2020,79.9049,0.0,68.045,21.5158,66.6695,54,5616,634,8,212
AR,22/04/2020,75.5478,69.5803,58.7412,57.9145,95.9563,3,2271,195,32,55
AS,22/04/2020,14.7436,87.8888,58.7807,0.0,46.25899999999999,9,1618,72,12,23
CB,22/04/2020,59.2354,0.0,24.2622,34.0717,73.1289,40,1022,143,30,43
CE,22/04/2020,61.2673,65.0104,52.5601,51.3694,98.3707,42,790,117,51,56
CL,22/04/2020,77.1354,13.1325,77.0168,187.0449,134.0445,66,952,1,181,2
CM,22/04/2020,10.1927,54.0864,78.8775,40.1135,0.0,65,8250,468,8,240
CN,22/04/2020,67.1638,55.821000000000005,59.0716,51.9468,90.9321,302,7342,449,23,73
CT,22/04/2020,49.5011,50.8815,89.3836,62.403999999999996,14.0158,1041,23597,2389,34,374
EX,22/04/2020,0.0,0.0,0.0,48.8882,28.3175,0,9,4,48,28
GA,22/04/2020,60.5019,125.4019,62.6203,103.1735,17.2747,16,4792,588,85,360
IB,22/04/2020,38.0719,30.5707,52.0166,110.6777,11.7321,15,1345,55,107,175
MC,22/04/2020,10.6301,66.5159,122.9165,27.0732,29.9022,161,2628,30,20,22
MD,22/04/2020,69.1424,0.0,2.5999,55.263000000000005,56.2842,610,7077,979,52,557
ML,22/04/2020,99.7846,51.971000000000004,62.4295,55.4953,0.0,98,7,59,55,5
NC,22/04/2020,66.0486,45.2032,52.6882,123.2946,104.6803,61,579,52,122,99
PV,22/04/2020,61.7471,10.9592,51.9741,63.6793,75.3432,15,1897,78,55,54
