CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,27/04/2020,67.9712,30.3024,36.8471,79.4047,76.9876,15,5801,686,59,157
AR,27/04/2020,70.1418,64.1577,110.1709,74.4306,57.5948,32,2390,148,73,51
AS,27/04/2020,87.8729,72.9399,79.6776,73.2001,91.8352,70,1814,58,68,62
CB,27/04/2020,50.0817,86.7287,73.3524,58.2696,76.7583,19,920,6,55,6
CE,27/04/2020,100.492,111.8831,59.4536,45.9998,74.1517,99,101,55,45,70
CL,27/04/2020,66.0189,10.2861,73.5559,56.9877,57.5695,35,7844,451,30,68
CM,27/04/2020,56.7711,66.7483,53.4601,48.6997,70.1431,23,8457,535,8,6
CN,27/04/2020,56.5551,50.4547,80.1753,46.5127,56.805,41,856,95,45,24
CT,27/04/2020,64.6788,61.9146,70.9506,61.4541,65.749,432,26485,2698,36,676
EX,27/04/2020,55.5425,68.3158,71.0875,63.7898,37.5342,42,1458,36,56,27
GA,27/04/2020,66.3504,126.8754,59.3214,66.4116,40.1777,66,2610,249,69,3512
IB,27/04/2020,102.5843,73.5707,55.9409,65.575,55.0249,93,1006,111,61,25
MC,27/04/2020,69.67,58.1614,74.2194,66.7348,69.4971,64,577,32,66,29
MD,27/04/2020,5.2149,54.5553,86.2251,70.1934,96.8712,461,39796,3269,13,377
ML,27/04/2020,57.8182,28.6011,64.8189,69.7062,49.2246,57,16,61,69,46
NC,27/04/2020,65.7659,79.9196,0.0,62.5207,83.5186,30,1872,130,46,21
PV,27/04/2020,60.674,0.0,46.5151,64.432,60.9266,5,6522,494,45,440
RI,27/04/2020,76.4935,54.3071,52.3024,60.6732,31.7534,63,1359,35,56,4
VC,27/04/2020,59.9279,94.6508,67.6236,27.7479,45.2721,27,4978,595,9,131
AN,28/04/2020,69.3828,38.2307,18.3457,80.102,82.1294,29,5835,703,61,356
AR,28/04/2020,66.7279,53.5723,68.9677,72.6386,65.9256,17,2424,190,69,37
AS,28/04/2020,70.7962,90.2075,84.8837,74.892,137.3258,53,1825,53,67,111
CB,28/04/2020,75.0202,121.4931,77.9824,46.231,77.7278,48,886,2,46,34
CE,28/04/2020,39.7186,81.2645,40.3512,0.0,77.0859,39,71,36,0,65
CL,28/04/2020,60.9195,24.6399,80.2966,63.2504,62.181000000000004,135,7933,448,47,59
CM,28/04/2020,57.4983,66.5601,39.9326,12.9878,66.3749,10,8501,553,15,64
CN,28/04/2020,62.146,71.0084,52.346000000000004,31.7454,14.9741,59,838,123,30,10
