CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,27/04/2020,83.0,5710.0,710.0,14.0,299.0,7,57,10,2,150
AR,27/04/2020,37.0,2342.0,253.0,12.0,100.0,7,61,4,2,50
AS,27/04/2020,3.0,1779.0,134.0,7.0,17.0,1,35,3,3,7
CB,27/04/2020,29.0,861.0,73.0,2.0,102.0,24,201,93,2,89
CE,27/04/2020,0.0,10.0,4.0,0.0,5.0,11,871,167,0,5
CL,27/04/2020,234.0,7634.0,506.0,25.0,82.0,213,6639,428,22,32
CM,27/04/2020,86.0,8424.0,546.0,39.0,166.0,31,20,33,4,80
CN,27/04/2020,15.0,877.0,169.0,1.0,14.0,167,6826,349,23,50
CT,27/04/2020,799.0,25327.0,2633.0,80.0,476.0,145,472,91,53,415
EX,27/04/2020,13.0,1475.0,107.0,6.0,97.0,13,1465,103,6,94
GA,27/04/2020,73.0,2734.0,86.0,9.0,30.0,53,2298,570,6,44
IB,27/04/2020,9.0,1049.0,163.0,3.0,18.0,4,441,56,3,52
MC,27/04/2020,6.0,625.0,105.0,1.0,67.0,56,2121,22,10,54
MD,27/04/2020,297.0,26864.0,2275.0,102.0,485.0,165,12608,1034,38,287
ML,27/04/2020,1.0,44.0,3.0,0.0,6.0,1,0,0,0,0
NC,27/04/2020,37.0,1929.0,129.0,4.0,97.0,37,1302,23,3,27
PV,27/04/2020,94.0,6438.0,529.0,14.0,316.0,73,4496,399,13,233
RI,27/04/2020,34.0,1373.0,84.0,5.0,21.0,24,5084,454,6,217
VC,27/04/2020,41.0,4946.0,651.0,7.0,135.0,10,3554,566,2,123
AN,28/04/2020,97.0,5709.0,705.0,16.0,253.0,45,83,16,5,104
AR,28/04/2020,46.0,2338.0,253.0,13.0,88.0,27,87,5,4,17
AS,28/04/2020,4.0,1766.0,133.0,8.0,15.0,4,77,4,0,6
CB,28/04/2020,19.0,876.0,73.0,3.0,91.0,8,198,93,1,61
CE,28/04/2020,0.0,10.0,4.0,0.0,5.0,9,890,170,2,23
CL,28/04/2020,211.0,7632.0,515.0,27.0,88.0,200,6632,437,25,39
CM,28/04/2020,119.0,8422.0,568.0,39.0,222.0,77,42,16,8,198
CN,28/04/2020,14.0,816.0,155.0,1.0,18.0,171,6961,367,19,33
CT,28/04/2020,812.0,25248.0,2615.0,88.0,466.0,409,982,135,21,44
EX,28/04/2020,9.0,1479.0,106.0,6.0,79.0,9,1469,102,6,76
GA,28/04/2020,180.0,1967.0,128.0,11.0,56.0,156,3079,531,0,50
IB,28/04/2020,10.0,1047.0,163.0,3.0,16.0,8,458,56,2,65
MC,28/04/2020,2.0,626.0,104.0,1.0,67.0,88,2132,31,6,42
MD,28/04/2020,298.0,26609.0,2219.0,103.0,376.0,282,13025,1119,41,100
