CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,28-04-2020,98.0,5656.0,719.0,13.0,179.0,67.0,430.0,48.0,34.0,231.0
AN,29-04-2020,95.0,5536.0,719.0,15.0,233.0,22.0,3428.0,428.0,14.0,158.0
AN,30-04-2020,126.0,5161.0,717.0,15.0,195.0,78.0,3729.0,601.0,13.0,160.0
AN,01-05-2020,96.0,4999.0,719.0,15.0,233.0,65.0,4127.0,567.0,9.0,196.0
AN,02-05-2020,91.0,4993.0,711.0,12.0,214.0,78.0,4191.0,555.0,9.0,163.0
AN,03-05-2020,74.0,4993.0,720.0,12.0,214.0,52.0,4103.0,643.0,7.0,135.0
AN,04-05-2020,95.0,4993.0,719.0,12.0,214.0,376.0,2994.0,216.0,29.0,166.0
AR,28-04-2020,23.0,2402.0,254.0,12.0,69.0,660.0,4047.0,53.0,23.0,135.0
AR,29-04-2020,23.0,2402.0,253.0,14.0,81.0,826.0,18151.0,1999.0,151.0,400.0
AR,30-04-2020,23.0,2395.0,253.0,11.0,80.0,23.0,2386.0,249.0,11.0,69.0
AR,01-05-2020,26.0,2341.0,253.0,11.0,80.0,165.0,2183.0,372.0,16.0,262.0
AR,02-05-2020,23.0,2347.0,252.0,11.0,67.0,23.0,1161.0,145.0,6.0,33.0
AR,03-05-2020,22.0,2291.0,249.0,11.0,67.0,143.0,203.0,126.0,0.0,18.0
AR,04-05-2020,23.0,2238.0,243.0,11.0,68.0,870.0,7415.0,963.0,142.0,990.0
AS,28-04-2020,9.0,1789.0,135.0,8.0,19.0,8.0,1746.0,132.0,8.0,16.0
AS,29-04-2020,9.0,1746.0,135.0,8.0,22.0,7.0,1171.0,38.0,6.0,19.0
AS,30-04-2020,8.0,1764.0,135.0,8.0,16.0,94.0,12.0,11.0,1.0,21.0
AS,01-05-2020,9.0,1767.0,130.0,9.0,17.0,180.0,4096.0,348.0,45.0,368.0
AS,02-05-2020,7.0,1770.0,130.0,6.0,14.0,75.0,563.0,55.0,5.0,55.0
AS,03-05-2020,7.0,1769.0,128.0,6.0,14.0,72.0,3529.0,547.0,22.0,142.0
AS,04-05-2020,7.0,1770.0,126.0,6.0,14.0,71.0,381.0,114.0,13.0,20.0
IB,28-04-2020,12.0,1058.0,164.0,2.0,22.0,8.0,416.0,46.0,4.0,1.0
IB,29-04-2020,11.0,1062.0,164.0,2.0,21.0,20.0,157.0,12.0,1.0,1.0
IB,30-04-2020,12.0,1059.0,164.0,2.0,25.0,9.0,248.0,5.0,2.0,32.0
IB,01-05-2020,11.0,1058.0,163.0,2.0,21.0,28.0,155.0,85.0,5.0,47.0
IB,02-05-2020,9.0,1066.0,163.0,3.0,20.0,837.0,6952.0,348.0,53.0,202.0
IB,03-05-2020,11.0,1066.0,163.0,3.0,20.0,512.0,5452.0,134.0,26.0,179.0
IB,04-05-2020,8.0,1066.0,163.0,3.0,21.0,954.0,20176.0,2142.0,131.0,805.0
CN,28-04-2020,13.0,871.0,160.0,2.0,23.0,13.0,862.0,156.0,2.0,20.0
CN,29-04-2020,12.0,873.0,160.0,2.0,21.0,12.0,3732.0,472.0,25.0,301.0
CN,30-04-2020,12.0,873.0,160.0,2.0,21.0,63.0,339.0,53.0,11.0,37.0
CN,01-05-2020,15.0,853.0,161.0,2.0,23.0,125.0,1682.0,44.0,8.0,50.0
CN,02-05-2020,12.0,853.0,160.0,2.0,19.0,822.0,8288.0,994.0,128.0,926.0
CN,03-05-2020,12.0,873.0,160.0,2.0,21.0,11.0,829.0,157.0,2.0,18.0
CN,04-05-2020,12.0,848.0,156.0,2.0,21.0,4.0,263.0,57.0,1.0,8.0
CB,28-04-2020,20.0,995.0,76.0,3.0,77.0,65.0,786.0,48.0,74.0,30.0
CB,29-04-2020,20.0,994.0,73.0,4.0,69.0,180.0,4945.0,411.0,32.0,262.0
CB,30-04-2020,24.0,995.0,73.0,2.0,73.0,16.0,231.0,3.0,3.0,2.0
CB,01-05-2020,25.0,993.0,73.0,3.0,80.0,75.0,4348.0,604.0,24.0,78.0
CB,02-05-2020,22.0,995.0,73.0,2.0,73.0,40.0,1185.0,170.0,37.0,73.0
CB,03-05-2020,24.0,995.0,72.0,3.0,73.0,2.0,525.0,47.0,10.0,43.0
CB,04-05-2020,22.0,995.0,73.0,2.0,73.0,34.0,58.0,84.0,12.0,53.0
CM,28-04-2020,96.0,8446.0,569.0,36.0,111.0,70.0,7624.0,409.0,32.0,56.0
CM,29-04-2020,56.0,8446.0,575.0,38.0,133.0,50.0,7535.0,497.0,33.0,109.0
CM,30-04-2020,56.0,8443.0,571.0,38.0,150.0,296.0,350.0,57.0,23.0,88.0
CM,01-05-2020,56.0,8447.0,574.0,37.0,139.0,334.0,1616.0,79.0,9.0,40.0
CM,02-05-2020,60.0,8448.0,576.0,37.0,135.0,1567.0,13565.0,1773.0,90.0,353.0
CM,03-05-2020,59.0,8454.0,577.0,35.0,135.0,57.0,8445.0,573.0,35.0,126.0
CM,04-05-2020,59.0,8454.0,577.0,35.0,135.0,39.0,3746.0,59.0,8.0,147.0
CL,28-04-2020,240.0,7695.0,518.0,25.0,62.0,233.0,6455.0,411.0,17.0,33.0
CL,29-04-2020,248.0,7719.0,515.0,25.0,64.0,177.0,5165.0,400.0,11.0,13.0
CL,30-04-2020,240.0,7696.0,519.0,25.0,55.0,565.0,901.0,575.0,100.0,984.0
CL,01-05-2020,244.0,7696.0,519.0,25.0,55.0,244.0,7652.0,516.0,25.0,55.0
CL,02-05-2020,217.0,7706.0,496.0,22.0,55.0,211.0,7095.0,394.0,19.0,38.0
CL,03-05-2020,214.0,7706.0,510.0,22.0,55.0,214.0,5877.0,383.0,6.0,7.0
CL,04-05-2020,217.0,7706.0,490.0,22.0,55.0,67.0,1676.0,0.0,6.0,357.0
CT,28-04-2020,635.0,25404.0,2666.0,96.0,544.0,599.0,24155.0,2588.0,86.0,496.0
CT,29-04-2020,605.0,25484.0,2657.0,97.0,517.0,441.0,20060.0,1970.0,71.0,349.0
CT,30-04-2020,695.0,25398.0,2661.0,87.0,551.0,638.0,23182.0,2415.0,69.0,497.0
CT,01-05-2020,714.0,25574.0,2674.0,86.0,517.0,702.0,24003.0,2554.0,77.0,496.0
CT,02-05-2020,542.0,25398.0,2659.0,91.0,557.0,526.0,24443.0,2499.0,84.0,522.0
CT,03-05-2020,621.0,25053.0,2653.0,110.0,557.0,609.0,24228.0,2491.0,106.0,553.0
CT,04-05-2020,613.0,25067.0,2650.0,95.0,557.0,613.0,24143.0,2572.0,91.0,481.0
CE,28-04-2020,0.0,10.0,4.0,0.0,4.0,0.0,8127.0,514.0,50.0,121.0
CE,29-04-2020,0.0,10.0,4.0,0.0,4.0,0.0,6971.0,494.0,29.0,155.0
CE,30-04-2020,0.0,10.0,4.0,0.0,4.0,505.0,22225.0,2391.0,54.0,412.0
CE,01-05-2020,0.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0
CE,02-05-2020,0.0,10.0,4.0,0.0,4.0,73.0,4771.0,639.0,23.0,237.0
CE,03-05-2020,0.0,10.0,4.0,0.0,4.0,10.0,1268.0,103.0,4.0,27.0
CE,04-05-2020,0.0,10.0,4.0,0.0,4.0,101.0,2580.0,108.0,12.0,25.0
VC,28-04-2020,70.0,5019.0,626.0,10.0,233.0,414.0,3272.0,497.0,97.0,605.0
VC,29-04-2020,70.0,5004.0,618.0,15.0,223.0,70.0,4960.0,615.0,15.0,209.0
VC,30-04-2020,46.0,5025.0,609.0,9.0,97.0,38.0,4413.0,507.0,8.0,83.0
VC,01-05-2020,68.0,5013.0,608.0,14.0,134.0,4.0,3170.0,481.0,1.0,96.0
VC,02-05-2020,60.0,5031.0,607.0,10.0,100.0,118.0,1055.0,108.0,32.0,316.0
VC,03-05-2020,44.0,5019.0,607.0,8.0,96.0,9.0,3751.0,528.0,3.0,57.0
VC,04-05-2020,45.0,5029.0,608.0,13.0,127.0,49.0,444.0,82.0,7.0,14.0
EX,28-04-2020,8.0,1482.0,106.0,5.0,79.0,38.0,762.0,142.0,13.0,76.0
EX,29-04-2020,10.0,1487.0,106.0,5.0,79.0,1.0,112.0,16.0,1.0,76.0
EX,30-04-2020,9.0,1485.0,106.0,5.0,96.0,0.0,522.0,55.0,3.0,84.0
EX,01-05-2020,9.0,1482.0,106.0,5.0,79.0,11.0,656.0,57.0,5.0,55.0
EX,02-05-2020,14.0,1473.0,106.0,5.0,97.0,10.0,539.0,28.0,0.0,81.0
EX,03-05-2020,22.0,1476.0,105.0,5.0,97.0,115.0,6697.0,426.0,53.0,118.0
EX,04-05-2020,14.0,1476.0,106.0,5.0,97.0,123.0,5604.0,395.0,30.0,7.0
GA,28-04-2020,180.0,1654.0,123.0,11.0,52.0,1048.0,20721.0,2286.0,65.0,191.0
GA,29-04-2020,196.0,1647.0,103.0,11.0,44.0,196.0,1638.0,99.0,11.0,29.0
GA,30-04-2020,197.0,1681.0,105.0,11.0,50.0,146.0,3146.0,541.0,3.0,32.0
GA,01-05-2020,196.0,1610.0,102.0,11.0,44.0,177.0,304.0,5.0,6.0,47.0
GA,02-05-2020,195.0,1634.0,102.0,11.0,44.0,81.0,975.0,6.0,5.0,32.0
GA,03-05-2020,196.0,1612.0,103.0,11.0,44.0,10.0,6579.0,1008.0,101.0,405.0
GA,04-05-2020,197.0,1613.0,103.0,11.0,44.0,197.0,1569.0,100.0,11.0,42.0
MD,28-04-2020,371.0,29089.0,2780.0,80.0,333.0,369.0,28477.0,2677.0,79.0,323.0
MD,29-04-2020,313.0,29074.0,2567.0,80.0,324.0,277.0,27218.0,2439.0,64.0,193.0
MD,30-04-2020,338.0,31043.0,2798.0,80.0,311.0,280.0,24934.0,2297.0,61.0,159.0
MD,01-05-2020,313.0,32238.0,2686.0,78.0,324.0,285.0,30956.0,2607.0,70.0,307.0
MD,02-05-2020,338.0,33163.0,2985.0,72.0,302.0,230.0,27654.0,2293.0,68.0,120.0
MD,03-05-2020,383.0,32014.0,2985.0,71.0,311.0,353.0,29743.0,2735.0,65.0,307.0
MD,04-05-2020,338.0,29998.0,2865.0,74.0,311.0,328.0,28372.0,2743.0,72.0,294.0
ML,28-04-2020,3.0,43.0,3.0,0.0,7.0,15.0,943.0,158.0,4.0,7.0
ML,29-04-2020,3.0,43.0,3.0,0.0,7.0,15.0,794.0,161.0,1.0,58.0
ML,30-04-2020,3.0,43.0,3.0,0.0,7.0,22.0,905.0,75.0,7.0,13.0
ML,01-05-2020,3.0,43.0,3.0,0.0,7.0,208.0,8156.0,531.0,54.0,57.0
ML,02-05-2020,3.0,43.0,3.0,0.0,6.0,167.0,7131.0,500.0,28.0,57.0
ML,03-05-2020,3.0,43.0,3.0,0.0,6.0,1433.0,22753.0,2434.0,143.0,506.0
ML,04-05-2020,3.0,43.0,3.0,0.0,7.0,3.0,34.0,1.0,0.0,7.0
