CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,19/04/2020,128.0,5308.0,670.0,25.0,139.0,34,165,20,5,26
AR,19/04/2020,63.0,2099.0,248.0,31.0,27.0,17,145,0,13,24
AS,19/04/2020,20.0,1468.0,118.0,9.0,23.0,11,131,4,5,20
CB,19/04/2020,72.0,896.0,77.0,6.0,66.0,48,38,1,1,50
CE,19/04/2020,1.0,5.0,4.0,0.0,7.0,1,4,0,0,8
CL,19/04/2020,328.0,6738.0,440.0,31.0,168.0,191,342,61,4,64
CM,19/04/2020,416.0,7631.0,506.0,53.0,169.0,279,542,25,5,46
CN,19/04/2020,21.0,820.0,160.0,4.0,25.0,1,6,3,4,1
CT,19/04/2020,672.0,21858.0,2338.0,90.0,515.0,556,517,71,14,272
EX,19/04/2020,42.0,1246.0,106.0,11.0,35.0,23,60,1,6,56
GA,19/04/2020,98.0,2433.0,109.0,11.0,43.0,16,176,1,5,31
IB,19/04/2020,23.0,929.0,156.0,7.0,28.0,14,34,5,5,16
MC,19/04/2020,9.0,608.0,100.0,3.0,52.0,7,4,3,2,42
MD,19/04/2020,558.0,8519.0,1080.0,122.0,833.0,352,328,31,10,384
ML,19/04/2020,1.0,43.0,3.0,0.0,9.0,1,1,0,0,7
NC,19/04/2020,61.0,1816.0,127.0,37.0,48.0,25,40,1,21,83
PV,19/04/2020,170.0,5356.0,459.0,33.0,357.0,112,753,42,14,205
RI,19/04/2020,43.0,1169.0,77.0,6.0,46.0,15,113,2,2,29
VC,19/04/2020,92.0,4528.0,627.0,28.0,259.0,41,299,19,14,177
AN,20/04/2020,143.0,5318.0,671.0,29.0,139.0,35,191,21,25,43
AR,20/04/2020,63.0,2099.0,240.0,31.0,35.0,33,172,10,25,31
AS,20/04/2020,22.0,1496.0,117.0,9.0,23.0,12,130,5,7,6
CB,20/04/2020,68.0,895.0,77.0,6.0,67.0,43,53,1,1,47
CE,20/04/2020,0.0,5.0,4.0,0.0,7.0,0,4,0,0,7
CL,20/04/2020,169.0,6723.0,427.0,31.0,170.0,1,451,76,3,107
CM,20/04/2020,397.0,7647.0,508.0,50.0,185.0,186,552,26,4,121
CN,20/04/2020,23.0,820.0,160.0,4.0,25.0,5,17,4,3,40
CT,20/04/2020,1290.0,21866.0,2334.0,145.0,642.0,146,930,103,2,130
EX,20/04/2020,54.0,1249.0,98.0,12.0,32.0,54,78,9,4,31
GA,20/04/2020,97.0,2437.0,117.0,12.0,49.0,72,215,16,4,9
IB,20/04/2020,31.0,929.0,157.0,6.0,25.0,13,57,4,2,25
MC,20/04/2020,8.0,593.0,96.0,2.0,63.0,3,21,8,1,23
MD,20/04/2020,558.0,8539.0,1084.0,122.0,885.0,49,609,8,13,370
ML,20/04/2020,0.0,43.0,3.0,0.0,9.0,1,1,0,0,9
NC,20/04/2020,59.0,1759.0,127.0,39.0,47.0,33,118,1,27,20
PV,20/04/2020,170.0,5356.0,457.0,33.0,357.0,116,785,50,11,204
RI,20/04/2020,43.0,1229.0,78.0,7.0,50.0,23,68,3,2,17
VC,20/04/2020,70.0,4528.0,627.0,28.0,259.0,28,338,21,18,169
AN,21/04/2020,137.0,5242.0,671.0,27.0,153.0,6,323,25,6,5
AR,21/04/2020,86.0,2093.0,254.0,23.0,39.0,9,211,2,10,309
