CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,17-04-2020,115.0,5055.0,653.0,32.0,219.0,50.0,171.0,18.0,15.0,191.0
AN,18-04-2020,115.0,5050.0,653.0,35.0,203.0,42.0,2942.0,362.0,6.0,128.0
AN,19-04-2020,110.0,5052.0,651.0,25.0,192.0,62.0,3620.0,535.0,23.0,157.0
AN,20-04-2020,122.0,4892.0,648.0,34.0,192.0,91.0,4020.0,496.0,28.0,155.0
AN,21-04-2020,154.0,5101.0,643.0,33.0,181.0,141.0,4299.0,487.0,30.0,130.0
AN,22-04-2020,151.0,5068.0,620.0,40.0,180.0,129.0,4178.0,543.0,35.0,101.0
AN,23-04-2020,134.0,4986.0,619.0,39.0,179.0,337.0,3001.0,116.0,2.0,201.0
AR,17-04-2020,76.0,1986.0,265.0,21.0,44.0,607.0,4463.0,42.0,14.0,160.0
AR,18-04-2020,83.0,2061.0,265.0,24.0,42.0,766.0,18492.0,1987.0,141.0,439.0
AR,19-04-2020,79.0,1988.0,262.0,21.0,42.0,79.0,1979.0,258.0,21.0,31.0
AR,20-04-2020,80.0,1988.0,257.0,21.0,53.0,111.0,2536.0,368.0,6.0,289.0
AR,21-04-2020,108.0,2015.0,260.0,21.0,44.0,108.0,829.0,153.0,4.0,10.0
AR,22-04-2020,105.0,2011.0,265.0,22.0,53.0,60.0,483.0,142.0,11.0,32.0
AR,23-04-2020,110.0,1987.0,254.0,25.0,42.0,783.0,7666.0,952.0,128.0,1016.0
AS,17-04-2020,46.0,1372.0,115.0,7.0,19.0,45.0,1329.0,112.0,7.0,16.0
AS,18-04-2020,31.0,1362.0,115.0,7.0,20.0,15.0,787.0,18.0,5.0,17.0
AS,19-04-2020,35.0,1372.0,113.0,7.0,23.0,67.0,380.0,11.0,2.0,14.0
AS,20-04-2020,37.0,1372.0,115.0,7.0,23.0,152.0,4491.0,363.0,47.0,362.0
AS,21-04-2020,34.0,1349.0,113.0,7.0,20.0,48.0,142.0,38.0,4.0,49.0
AS,22-04-2020,42.0,1352.0,113.0,7.0,24.0,37.0,3946.0,562.0,21.0,132.0
AS,23-04-2020,34.0,1355.0,113.0,7.0,25.0,44.0,796.0,127.0,12.0,9.0
IB,17-04-2020,31.0,874.0,150.0,4.0,43.0,11.0,600.0,32.0,2.0,20.0
IB,18-04-2020,32.0,878.0,150.0,4.0,29.0,1.0,27.0,2.0,1.0,9.0
IB,19-04-2020,26.0,882.0,150.0,3.0,24.0,5.0,71.0,9.0,1.0,33.0
IB,20-04-2020,38.0,887.0,150.0,3.0,23.0,1.0,16.0,72.0,4.0,45.0
IB,21-04-2020,28.0,885.0,150.0,3.0,23.0,818.0,7133.0,361.0,53.0,199.0
IB,22-04-2020,29.0,883.0,150.0,4.0,25.0,494.0,5635.0,147.0,25.0,174.0
IB,23-04-2020,26.0,879.0,150.0,4.0,23.0,936.0,20363.0,2155.0,130.0,803.0
CN,17-04-2020,19.0,772.0,154.0,3.0,51.0,19.0,763.0,150.0,3.0,48.0
CN,18-04-2020,19.0,756.0,152.0,3.0,57.0,19.0,3849.0,480.0,24.0,265.0
CN,19-04-2020,20.0,771.0,154.0,3.0,45.0,55.0,441.0,47.0,10.0,13.0
CN,20-04-2020,20.0,778.0,154.0,3.0,48.0,120.0,1757.0,37.0,7.0,25.0
CN,21-04-2020,20.0,747.0,151.0,4.0,53.0,814.0,8394.0,1003.0,126.0,892.0
CN,22-04-2020,20.0,744.0,151.0,3.0,44.0,19.0,700.0,148.0,3.0,41.0
CN,23-04-2020,22.0,727.0,144.0,3.0,75.0,14.0,142.0,45.0,2.0,46.0
CB,17-04-2020,33.0,864.0,76.0,7.0,68.0,52.0,917.0,48.0,70.0,21.0
CB,18-04-2020,35.0,874.0,75.0,7.0,69.0,165.0,5065.0,409.0,29.0,262.0
CB,19-04-2020,34.0,871.0,75.0,7.0,69.0,26.0,355.0,1.0,2.0,6.0
CB,20-04-2020,34.0,873.0,75.0,7.0,68.0,66.0,4468.0,602.0,20.0,90.0
CB,21-04-2020,37.0,870.0,74.0,8.0,67.0,25.0,1310.0,169.0,31.0,67.0
CB,22-04-2020,42.0,871.0,73.0,7.0,66.0,20.0,649.0,46.0,6.0,36.0
CB,23-04-2020,42.0,870.0,73.0,7.0,67.0,14.0,67.0,84.0,7.0,47.0
CM,17-04-2020,651.0,7922.0,497.0,52.0,203.0,625.0,7100.0,337.0,48.0,148.0
CM,18-04-2020,542.0,7244.0,476.0,58.0,257.0,436.0,6333.0,398.0,53.0,233.0
CM,19-04-2020,562.0,7244.0,477.0,59.0,259.0,210.0,849.0,37.0,2.0,21.0
CM,20-04-2020,568.0,7259.0,475.0,58.0,269.0,178.0,428.0,20.0,30.0,90.0
CM,21-04-2020,580.0,7257.0,476.0,57.0,268.0,1047.0,14756.0,1873.0,70.0,220.0
CM,22-04-2020,540.0,7258.0,477.0,58.0,264.0,538.0,7249.0,473.0,58.0,255.0
CM,23-04-2020,570.0,7253.0,477.0,59.0,268.0,472.0,2545.0,159.0,16.0,14.0
CL,17-04-2020,514.0,6065.0,291.0,42.0,219.0,507.0,4825.0,184.0,34.0,190.0
CL,18-04-2020,518.0,6060.0,280.0,43.0,219.0,447.0,3506.0,165.0,29.0,168.0
CL,19-04-2020,525.0,6055.0,286.0,42.0,229.0,280.0,2542.0,808.0,83.0,810.0
CL,20-04-2020,508.0,6060.0,254.0,42.0,219.0,508.0,6016.0,251.0,42.0,219.0
CL,21-04-2020,530.0,6055.0,289.0,43.0,227.0,524.0,5444.0,187.0,40.0,134.0
CL,22-04-2020,513.0,6065.0,292.0,43.0,219.0,513.0,4236.0,165.0,27.0,157.0
CL,23-04-2020,522.0,6065.0,282.0,43.0,219.0,372.0,35.0,208.0,15.0,193.0
CT,17-04-2020,872.0,20215.0,2212.0,196.0,731.0,836.0,18966.0,2134.0,186.0,683.0
CT,18-04-2020,766.0,20543.0,2218.0,144.0,526.0,602.0,15119.0,1531.0,118.0,358.0
CT,19-04-2020,718.0,20502.0,2210.0,137.0,560.0,661.0,18286.0,1964.0,119.0,506.0
CT,20-04-2020,895.0,20458.0,2230.0,199.0,721.0,883.0,18887.0,2110.0,190.0,700.0
CT,21-04-2020,829.0,20552.0,2226.0,147.0,532.0,813.0,19597.0,2066.0,140.0,497.0
CT,22-04-2020,734.0,20536.0,2219.0,128.0,559.0,722.0,19711.0,2057.0,124.0,555.0
CT,23-04-2020,782.0,20518.0,2229.0,147.0,526.0,782.0,19594.0,2151.0,143.0,450.0
CE,17-04-2020,1.0,9.0,4.0,0.0,6.0,1.0,8128.0,514.0,50.0,119.0
CE,18-04-2020,1.0,6.0,4.0,0.0,6.0,1.0,6975.0,494.0,29.0,153.0
CE,19-04-2020,1.0,6.0,4.0,0.0,6.0,504.0,22229.0,2391.0,54.0,410.0
CE,20-04-2020,0.0,6.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
CE,21-04-2020,0.0,6.0,4.0,0.0,6.0,73.0,4775.0,639.0,23.0,235.0
CE,22-04-2020,0.0,6.0,4.0,0.0,6.0,10.0,1272.0,103.0,4.0,25.0
CE,23-04-2020,1.0,6.0,4.0,0.0,6.0,100.0,2584.0,108.0,12.0,23.0
VC,17-04-2020,134.0,4488.0,617.0,29.0,305.0,350.0,3803.0,506.0,78.0,533.0
VC,18-04-2020,112.0,4510.0,612.0,28.0,315.0,112.0,4466.0,609.0,28.0,301.0
VC,19-04-2020,111.0,4317.0,587.0,29.0,315.0,103.0,3705.0,485.0,28.0,301.0
VC,20-04-2020,106.0,4378.0,590.0,29.0,315.0,42.0,2535.0,463.0,14.0,277.0
VC,21-04-2020,120.0,4399.0,602.0,28.0,315.0,58.0,1687.0,103.0,14.0,101.0
VC,22-04-2020,126.0,4391.0,600.0,28.0,315.0,73.0,3123.0,521.0,23.0,276.0
VC,23-04-2020,126.0,4419.0,610.0,28.0,315.0,32.0,1054.0,80.0,8.0,202.0
EX,17-04-2020,57.0,1117.0,105.0,16.0,42.0,11.0,1127.0,143.0,2.0,39.0
EX,18-04-2020,55.0,1117.0,105.0,16.0,42.0,46.0,482.0,17.0,12.0,39.0
EX,19-04-2020,59.0,1140.0,102.0,17.0,43.0,50.0,177.0,59.0,15.0,31.0
EX,20-04-2020,62.0,1140.0,98.0,18.0,40.0,42.0,314.0,65.0,18.0,16.0
EX,21-04-2020,62.0,1140.0,91.0,17.0,40.0,38.0,206.0,13.0,12.0,24.0
EX,22-04-2020,49.0,1140.0,90.0,17.0,41.0,88.0,7033.0,441.0,41.0,174.0
EX,23-04-2020,61.0,1140.0,90.0,17.0,40.0,76.0,5940.0,411.0,18.0,64.0
GA,17-04-2020,148.0,2453.0,132.0,9.0,70.0,1080.0,19922.0,2277.0,67.0,173.0
GA,18-04-2020,146.0,2422.0,125.0,8.0,69.0,146.0,2413.0,121.0,8.0,54.0
GA,19-04-2020,122.0,2433.0,114.0,9.0,59.0,71.0,2394.0,532.0,5.0,23.0
GA,20-04-2020,122.0,2362.0,123.0,10.0,67.0,103.0,1056.0,16.0,5.0,24.0
GA,21-04-2020,122.0,2362.0,123.0,10.0,67.0,8.0,247.0,15.0,4.0,55.0
GA,22-04-2020,122.0,2362.0,123.0,10.0,66.0,84.0,5829.0,988.0,102.0,383.0
GA,23-04-2020,122.0,2367.0,122.0,9.0,61.0,122.0,2323.0,119.0,9.0,59.0
MD,17-04-2020,827.0,9425.0,1161.0,142.0,724.0,825.0,8813.0,1058.0,141.0,714.0
MD,18-04-2020,874.0,9490.0,1153.0,147.0,875.0,838.0,7634.0,1025.0,131.0,744.0
MD,19-04-2020,845.0,9355.0,1110.0,145.0,818.0,787.0,3246.0,609.0,126.0,666.0
MD,20-04-2020,788.0,9355.0,1107.0,148.0,693.0,760.0,8073.0,1028.0,140.0,676.0
