CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados,CASOS_Error,Hospitalizados_Error,UCI_Error,Fallecidos_Error,Recuperados_Error
AN,18/04/2020,119.0,5237.0,672.0,30.0,204.0,19,104,5,3,46
AR,18/04/2020,78.0,2126.0,257.0,33.0,22.0,16,54,14,6,22
AS,18/04/2020,25.0,1448.0,116.0,10.0,26.0,3,72,3,3,4
CB,18/04/2020,70.0,866.0,75.0,6.0,55.0,14,71,82,8,35
CE,18/04/2020,1.0,7.0,4.0,0.0,7.0,25,815,156,4,48
CL,18/04/2020,487.0,6539.0,373.0,35.0,205.0,381,5628,295,30,181
CM,18/04/2020,545.0,6464.0,483.0,57.0,253.0,193,1629,31,4,15
CN,18/04/2020,24.0,804.0,156.0,3.0,57.0,366,6027,339,25,122
CT,18/04/2020,999.0,21230.0,2256.0,138.0,479.0,628,783,93,11,9
EX,18/04/2020,35.0,1214.0,106.0,13.0,29.0,33,1205,102,13,20
GA,18/04/2020,98.0,2435.0,120.0,11.0,57.0,0,2273,516,32,225
IB,18/04/2020,40.0,903.0,152.0,10.0,22.0,33,337,45,2,7
MC,18/04/2020,12.0,572.0,99.0,2.0,51.0,59,1982,16,12,0
MD,18/04/2020,815.0,9146.0,1088.0,140.0,982.0,10,549,6,15,57
ML,18/04/2020,2.0,40.0,3.0,0.0,1.0,2,4,0,0,1
NC,18/04/2020,36.0,1789.0,125.0,40.0,48.0,30,1178,23,37,45
PV,18/04/2020,212.0,5086.0,441.0,35.0,367.0,212,3257,314,19,305
RI,18/04/2020,32.0,1223.0,77.0,9.0,65.0,118,4807,413,19,347
VC,18/04/2020,86.0,4645.0,624.0,38.0,323.0,50,3396,546,28,275
AN,19/04/2020,112.0,5171.0,669.0,26.0,162.0,52,253,18,0,6
AR,19/04/2020,74.0,2139.0,251.0,34.0,19.0,17,77,5,16,35
AS,19/04/2020,29.0,1451.0,116.0,10.0,27.0,17,120,4,1,6
CB,19/04/2020,73.0,870.0,75.0,6.0,55.0,57,85,85,1,20
CE,19/04/2020,1.0,6.0,4.0,0.0,7.0,11,819,158,4,3
CL,19/04/2020,536.0,6456.0,369.0,35.0,205.0,536,5532,291,31,129
CM,19/04/2020,627.0,6533.0,484.0,61.0,254.0,627,1604,34,11,129
CN,19/04/2020,23.0,801.0,157.0,4.0,52.0,23,6180,341,25,107
CT,19/04/2020,1008.0,21308.0,2291.0,130.0,553.0,503,927,104,76,137
EX,19/04/2020,63.0,1211.0,105.0,16.0,33.0,63,1202,101,16,27
GA,19/04/2020,94.0,2430.0,113.0,10.0,59.0,21,2351,530,13,182
IB,19/04/2020,38.0,906.0,152.0,9.0,21.0,28,372,45,5,10
MC,19/04/2020,12.0,572.0,99.0,3.0,68.0,89,2018,13,9,39
MD,19/04/2020,632.0,8875.0,1060.0,140.0,970.0,148,584,63,33,132
ML,19/04/2020,1.0,39.0,3.0,0.0,1.0,1,5,0,0,13
NC,19/04/2020,42.0,1757.0,126.0,40.0,47.0,34,1145,24,39,33
PV,19/04/2020,182.0,4832.0,435.0,31.0,400.0,118,2989,308,16,362
RI,19/04/2020,34.0,1200.0,75.0,9.0,62.0,144,4886,424,33,354
VC,19/04/2020,86.0,4626.0,611.0,39.0,323.0,33,3358,532,34,284
AN,20/04/2020,111.0,5156.0,669.0,30.0,156.0,17,317,21,10,43
AR,20/04/2020,76.0,2073.0,247.0,34.0,27.0,30,171,1,16,24
AS,20/04/2020,28.0,1449.0,116.0,10.0,27.0,19,150,6,6,24
CB,20/04/2020,72.0,869.0,75.0,7.0,55.0,63,94,86,5,43
CE,20/04/2020,0.0,6.0,4.0,0.0,7.0,20,820,159,0,17
CL,20/04/2020,431.0,6600.0,357.0,35.0,205.0,407,5666,279,30,189
CM,20/04/2020,592.0,6467.0,484.0,57.0,279.0,455,1706,47,1,64
CN,20/04/2020,23.0,801.0,158.0,4.0,53.0,114,6279,343,31,51
CT,20/04/2020,1359.0,21253.0,2318.0,166.0,736.0,131,1122,91,90,493
EX,20/04/2020,66.0,1210.0,97.0,16.0,30.0,66,1201,93,16,15
